geneID	HeLa
100505933	1.382927623
100505937	0.449679844
100505938	0.045002267
100505940	0.11431229
100505942	0.306783925
100505946	0.148229652
100505950	3.350057982
100505951	0.531775574
100505957	2.253706717
100505960	0.098812346
100505970	0.234316161
100505971	0.551468373
100505972	2.501380546
100505974	0.01826371
100505975	2.859674628
100505976	0.147470733
100505978	0.127790406
100505987	0.12057075
100505988	3.785466839
100505991	0.083036543
100505993	0.357770808
100505994	2.551538173
100506001	0.445134918
100506007	0.316708623
100506012	0.43748705
100506014	0.961585088
100506020	2.080187341
100506021	2.420791975
100506022	0.262524571
100506023	0.17834
100506024	0.029358425
100506025	0.025513006
100506029	1.539048416
100506030	3.725322793
100506032	0.257116413
100506033	2.680717335
100506036	0.244348273
100506044	0.038803229
100506046	2.880356104
100506048	0.239477708
100506051	1.490599295
100506054	2.700747317
100506057	2.117045257
100506059	0.631558202
100506060	0.339763146
100506065	0.085445613
100506066	0.858259077
100506068	0.0510003
100506070	0.070587734
100506071	2.174007889
100506072	0.013003622
100506073	0.046465141
100506075	0.380312049
100506079	1.9367807
100506080	1.436069729
100506083	2.703817767
100506084	0.536476969
100506088	0.075224113
100506089	0.453734104
100506090	2.972186515
100506104	1.619876616
100506105	0.204814984
100506108	0.024452609
100506113	0.034819355
100506114	0.183004533
100506115	0.159297494
100506119	1.013208038
100506120	2.891154056
100506123	0.019283826
100506124	0.336584602
100506125	0.276298039
100506126	0.096134092
100506127	0.892301392
100506130	1.432286029
100506134	0.181333217
100506136	0.383065335
100506137	0.370443293
100506144	2.638738024
100506148	3.686616772
100506153	1.789511312
100506156	1.593374781
100506157	0.948766819
100506158	3.800924712
100506161	0.493837644
100506162	0.109415063
100506167	4.617621144
100506168	3.223965402
100506172	0.124702121
100506178	0.058037674
100506183	0.065413412
100506188	0.0367972
100506190	4.480370667
100506191	0.033851672
100506193	0.019951111
100506200	1.957946435
100506201	5.919908073
100506207	0.029844732
100506211	0.401673744
100506214	1.84652954
100506215	0.652814214
100506217	0.112398573
100506219	0.138179902
100506220	2.586002063
100506228	0.104627338
100506231	0.059573013
100506233	3.829121807
100506234	0.035903516
100506235	1.309691101
100506240	0.35307329
100506241	0.028772384
100506245	1.582522226
100506247	0.043420598
100506248	1.083703856
100506251	2.042373614
100506255	0.034159203
100506257	0.671527536
100506259	0.725418606
100506262	0.859216014
100506267	0.045547416
100506268	1.145297615
100506271	0.057522281
100506276	0.312344965
100506282	1.618290261
100506284	2.843961483
100506285	1.594239186
100506286	0.185343524
100506289	0.109481927
100506291	0.016060814
100506293	1.434361278
100506294	3.492757101
100506295	2.28284157
100506299	0.080102297
100506302	1.330270248
100506303	0.068818112
100506305	3.470849888
100506310	1.374553555
100506311	3.078200678
100506312	0.321419051
100506314	1.038948828
100506317	0.041246132
100506321	3.669208924
100506325	0.805154978
100506327	0.922275511
100506328	0.037152886
100506331	0.015591746
100506334	0.022287971
100506338	1.057805125
100506342	0.216853399
100506343	0.040024416
100506348	0.052043868
100506351	0.056966061
100506352	1.429320869
100506354	0.22540423
100506358	0.118463871
100506361	4.355218512
100506365	2.834792977
100506367	0.876141279
100506368	0.092138417
100506372	0.158131281
100506374	0.146025327
100506376	0.032284666
100506379	0.175929517
100506385	0.009120183
100506389	0.020202782
100506390	0.04072174
100506392	1.527612872
100506393	0.053792037
100506394	0.127774663
100506402	4.430351505
100506408	4.661755278
100506411	0.566501249
100506413	0.011531591
100506415	0.063054368
100506422	0.024640716
100506425	0.847437277
100506428	1.17599286
100506430	0.052806597
100506431	0.079549573
100506433	0.019841259
100506436	5.265353894
100506437	0.037442425
100506451	1.897523128
100506453	0.457773344
100506454	0.046957129
100506455	7.145301511
100506458	0.299532293
100506459	0.323929123
100506462	0.175654319
100506465	0.31348155
100506469	3.630552511
100506471	0.041423943
100506472	0.317952045
100506473	1.186550304
100506476	1.025511377
100506478	0.201657855
100506479	0.167076081
100506480	0.034199728
100506484	1.047712663
100506486	0.869232826
100506487	0.108433228
100506494	0.454795987
100506495	0.29835857
100506496	0.107774193
100506497	0.023131486
100506498	0.763715197
100506499	0.024598665
100506502	0.456864984
100506503	0.953479093
100506504	0.55711934
100506507	0.13264453
100506516	0.78711751
100506518	0.546915122
100506521	0.068982815
100506523	0.242847736
100506528	0.190506133
100506532	0.124075579
100506533	0.066592198
100506536	0.501541746
100506538	0.579132459
100506540	2.496850132
100506544	3.650523962
100506548	3.827977451
100506549	2.431933255
100506551	0.280128246
100506553	4.891134487
100506554	8.328381695
100506555	0.025311398
100506558	0.065235755
100506561	2.940922849
100506562	1.616903475
100506564	0.046056825
100506571	0.105187491
100506578	0.035116263
100506580	0.705531463
100506581	1.447367633
100506582	0.035418279
100506583	7.393270258
100506591	0.421852577
100506594	0.771168894
100506596	0.919971579
100506597	0.413823607
100506599	0.744711728
100506600	0.102639775
100506605	0.151398192
100506606	0.538850765
100506609	0.055076799
100506613	0.023082097
100506620	1.694915113
100506624	0.145975991
100506631	0.197506548
100506634	1.0635605
100506636	1.594138826
100506637	0.285719908
100506639	2.244228191
100506641	0.031786291
100506642	0.998245107
100506646	0.033138252
100506647	0.008911559
100506649	5.279610586
100506651	1.764949795
100506655	0.021948588
100506658	0.026066667
100506659	0.436879713
100506660	0.468543845
100506661	2.761389024
100506668	2.814723899
100506670	9.732976237
100506673	0.073001292
100506674	0.375468813
100506676	2.934756909
100506678	1.06853842
100506679	0.026007876
100506680	0.012847159
100506681	0.275415483
100506683	0.077153889
100506686	1.037271459
100506687	2.168069459
100506688	0.072755593
100506691	0.048294532
100506694	2.320920606
100506696	0.450646191
100506697	0.106479878
100506705	0.215473125
100506710	4.078887893
100506711	0.044862194
100506713	1.306476655
100506714	1.653375853
100506718	0.738527755
100506720	5.413162632
100506730	1.17115471
100506731	0.043933461
100506732	7.068216194
100506736	0.766503592
100506737	1.269109857
100506740	1.455454696
100506746	0.967510768
100506748	2.044182726
100506749	0.239477708
100506751	0.012759027
100506753	0.555990437
100506755	3.856933717
100506756	5.672493567
100506757	0.063464252
100506759	0.023767174
100506762	0.716776523
100506766	0.391803223
100506774	1.847889096
100506775	0.031542829
100506777	0.034038202
100506778	4.853525787
100506779	3.684100796
100506783	0.489821578
100506785	0.467480271
100506787	0.031681492
100506795	0.010044922
100506797	0.409333013
100506798	0.516103871
100506800	5.535338691
100506801	0.097434221
100506802	0.14899643
100506804	0.225860022
100506810	0.123746424
100506813	0.029023438
100506815	0.048321518
100506821	0.375332257
100506823	0.631310217
100506824	0.114920188
100506826	1.177634416
100506828	3.954055435
100506830	0.025222814
100506831	2.531104149
100506834	1.653796836
100506838	0.154871663
100506844	2.619582138
100506847	2.084204829
100506856	0.146470858
100506860	0.298398821
100506862	0.03100011
100506863	0.047787473
100506866	1.013965225
100506870	0.618470607
100506874	0.13856922
100506881	1.002217522
100506885	0.210945144
