EntrezID	hsa-let-7b-5p	hsa-let-7c-5p	hsa-miR-1-3p	hsa-miR-101-3p	hsa-miR-103a-3p	hsa-miR-106b-5p	hsa-miR-141-3p	hsa-miR-155-5p	hsa-miR-15a-5p	hsa-miR-16-5p	hsa-miR-17-5p	hsa-miR-18a-5p	hsa-miR-192-5p	hsa-miR-193b-3p	hsa-miR-200a-3p	hsa-miR-200c-3p	hsa-miR-206	hsa-miR-20a-5p	hsa-miR-215-5p	hsa-miR-26b-5p	hsa-miR-302c-3p	hsa-miR-30a-5p	hsa-miR-98-5p
1743	NA	-0.03665	NA	NA	-0.00225	-0.03337723	-0.0911	NA	0.14275	1.29E-01	0.2187	-0.611314618	0.02175	0.08991003	-0.041	-0.474834572	0.01390774	0.18545	0.28855	-0.905698981	0.18804662	NA	-0.075805589
1745	0.019360102	0.0814	-0.164805655	-0.011397082	0.02155	0.0361	0.0004	-0.682737917	0.0372	1.48E-01	-0.0492	-0.183807752	-0.0543	-0.332590159	-0.0225	0.632346654	-0.03744989	-0.0172	-0.0389	NA	-0.25577163	-0.030971768	-0.2370524
1746	-1.447227052	-0.06725	-0.03110649	-0.359189239	-0.01865	0.085950823	0.0557	-0.921732191	-0.0708	-4.02E-01	0.07405	0.001816056	-0.02675	0.00634851	-0.02895	0.229456785	0.009410499	0.1568	-0.0182	0.37349779	-0.027308448	-0.499344588	0.105440093
1747	-0.363223477	-0.00295	-0.055253118	0.009017685	0.00315	-0.00425	0.0129	-0.856329727	-0.01185	-1.87E-01	0.026	-0.020957717	0.03745	-0.089902929	0.0579	0.114584075	-0.083317521	0.0095	0.02705	NA	0.242340552	-0.363223477	0.110162234
1748	-0.149886082	0.06305	0.046660106	0.035363458	-0.06705	0.0099	-0.06565	0.250743622	-0.16855	5.72E-02	-0.01855	0.009662941	-0.0426	0.007001181	0.0297	NA	0.002535406	0.0545	0.06125	0.770317978	0.036669719	-0.115198561	0.303689885
1749	8.88E-16	0.01225	8.88E-16	0	-0.00025	-0.00615	-0.004	8.88E-16	0.00045	-8.92E-03	-0.0228	-0.014196112	0.0271	-0.010309372	0.00095	-0.097841078	-0.03316875	0.01585	0.00365	NA	-0.012731403	8.88E-16	0.264553648
1750	NA	-0.0624	NA	0	-0.04455	-0.027	-0.0211	NA	-0.00425	-2.47E-02	0.0526	NA	-0.0096	NA	0.03595	NA	NA	0.0675	0.00415	0	NA	NA	0
1755	1.630734036	0.14835	0.398875598	-0.041471645	-0.0208	-0.07725	-0.0089	2.027735301	-0.03865	4.15E-01	-0.1159	-0.007149739	0.01555	0.024854486	0.0252	NA	-0.014127799	-0.0886	0.06025	NA	0.08773021	0.420278425	NA
1756	-0.669864826	-0.04475	-0.017949687	0	0.04485	0.00155	0.0061	-0.41558078	0.02575	-4.66E-02	0.015	-0.016239976	-0.03635	-0.0136408	-0.0195	NA	-0.027669111	0.0354	0.0132	-0.019806515	0.0129146	-0.03106852	-0.182630748
1757	4.44E-16	0.03705	0.040054975	0.042313502	0.03635	-0.01275	0.02435	0.005899934	0.1088	9.01E-02	0.05045	0.00641236	0.0229	0.02399589	0.0373	-0.081007914	-0.019143062	0.0478	0.02685	NA	-0.006169525	4.44E-16	0.27290267
1758	8.88E-16	-0.05655	8.88E-16	-0.068753036	0.00385	0.04785	-0.0036	8.88E-16	-0.00035	2.65E-02	0.08865	0.005084475	-0.06165	-0.032751463	0.0902	NA	0.035086327	-0.06915	-0.03295	0	-0.039912271	8.88E-16	0
1759	1.270615414	-0.00045	-0.361344735	-0.204041715	0.05465	0.0127	0.02205	2.260033643	0.0038	9.38E-01	0.02745	0.082369588	0.04935	0.058844406	0.00165	-0.165093089	-0.025588674	0.04315	0.03235	0	0.109221291	0.56358275	0.005465824
1760	-0.749676351	0.00015	0.085367405	-0.075859257	0.0068	-0.000592317	-0.00435	-0.403939684	0.02735	-3.67E-01	0.0281	0.059164105	0.06535	0.011115606	-0.01365	0.60166595	-0.044333915	0.03565	0.05485	0.051869782	0.009742717	-0.054802878	0.026197761
1761	-0.068854351	0.15805	-0.068854351	0	0.0332	-0.00235	0.0403	-0.068854351	0.18885	5.36E-02	0.0585	0.1331241	0.0092	0.121933548	0.02585	-0.390034409	0.024642121	0.012	0.0216	0	0.184325997	-0.068854351	0.285440118
1762	-0.66043458	NA	0.159724098	-0.086090308	NA	1.33227E-15	NA	-0.035015878	NA	-5.63E-01	NA	0.096140402	NA	0.26982902	NA	0.448365926	-0.096547929	NA	NA	0.133295973	0.627897956	-0.031867032	0.061157081
1763	NA	NA	NA	0.393094978	NA	-0.534670747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200807839	NA	NA	0.458356798
1767	-0.107751619	-0.04705	8.88E-16	0.053193454	-0.0061	0.0011	0.0168	8.88E-16	-0.0403	-1.00E-02	0.0264	0.032964583	0.0184	0.077390845	0.01825	-0.147271251	0.050521736	0.03675	-0.04435	NA	0.013448996	0.069614664	0.08310467
1768	-0.037093635	NA	-0.037093635	-0.060243781	NA	4.44089E-16	NA	-0.037093635	NA	-3.71E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.44E-16	NA	-0.032677108	-0.009130612
1769	8.88E-16	0.00425	8.88E-16	-0.011598682	0.027	0.0013	-0.0099	8.88E-16	0.0049	-5.57E-03	0.01665	0.031644717	0.01235	0.004378843	-0.0022	NA	-0.032629516	0.01375	0.0401	NA	0.039575076	8.88E-16	NA
1770	8.88E-16	0.0726	8.88E-16	-0.000463737	0.02805	0.011325	0.04365	8.88E-16	0.0183	2.89E-02	0.0539	-0.021820077	0.02705	-0.03728745	0.082	NA	-0.042730465	0.05125	0.0578	0	-0.026373868	8.88E-16	0
1773	0.002730666	-0.0187	0.002730666	-0.004383219	-0.00105	0.007260884	-0.0007	0.002730666	0.0085	-1.23E-03	0.0146	0.237793169	0.0515	0.219574204	0.0119	0.101770339	0.097859524	-0.00105	0.0473	0	0.057631842	0.002730666	-0.071484313
1774	-0.366616123	NA	-0.225682122	0.068545998	NA	-0.118633961	NA	0.207742232	NA	-3.16E-01	NA	-0.031005903	NA	0.084837481	NA	-0.071725887	0.065530869	NA	NA	0.892768237	0.054874729	1.78E-15	0.761016041
1775	8.88E-16	-0.03545	8.88E-16	4.44E-16	0.00945	0.00075	-0.01165	8.88E-16	-0.0069	-9.37E-03	0.02535	0.073090435	0.0512	0.076570797	0.014	0.257544749	0.127922241	0.0105	0.03465	0	0.13751525	8.88E-16	0.032045959
1776	4.44E-16	0.013	4.44E-16	-4.44E-16	0.0211	0.013	-0.01075	4.44E-16	0.0147	1.88E-03	0.0114	0.010096017	0.01605	0.033744598	-0.00165	NA	0.021561263	-0.01465	0.0176	NA	0.044408028	4.44E-16	NA
1777	-0.108267945	0.00795	0.160382863	-0.335525806	-0.00535	0.0267	0.0217	-0.376316008	0.0426	2.50E-01	0.03345	0.145723805	0.04375	0.09999222	0.0161	1.412064342	0.23717818	0.0266	0.03375	NA	-0.05961566	-0.027210007	0.033225278
1778	0.230468517	-0.0009	-0.318197722	0.149349026	0.0289	-0.0403	-0.0176	-0.000392813	0.06045	2.38E-01	0.0364	0.03533199	0.053	0.09604449	0.0001	-1.49114629	0.00975286	-0.00525	0.0617	NA	0.410223435	-0.108031581	-0.101735747
1780	4.44E-16	NA	4.44E-16	-0.000566657	NA	8.88178E-16	NA	4.44E-16	NA	4.44E-16	NA	-0.009947769	NA	0.024658111	NA	-0.04840671	0.024419304	NA	NA	0	0.032643166	4.44E-16	-0.046597889
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104939875	NA	0.24936957	NA	-1.358178546	0.07500676	NA	NA	NA	-0.064529535	NA	-0.132191523
1783	0.304389025	0.01935	0.093091292	-0.066060655	-0.12245	-0.443261538	-0.08155	-0.114661457	-0.1613	-2.60E-01	-0.17695	0.221169655	0.0243	-0.167539115	-0.0227	-0.280676604	0.19216797	-0.2157	0.1009	0.164612828	0.13898953	-0.009424678	-0.072306469
1785	-0.862317121	-0.00955	0.40144705	-0.108307665	0.02285	-0.018863246	0.00775	-1.129926412	0.0406	-2.65E-01	0.0411	0.253902424	0.04975	0.141966346	0.01135	-0.337662051	-0.351544027	0.00895	0.06135	0.169897439	0.407424077	-0.21730338	0.045891418
1786	0.039283109	-0.00665	-0.105188921	0.035180107	-0.04805	-0.060032041	-0.0326	-0.076567261	-0.1754	1.62E-01	-0.02865	0.01830713	-0.01565	-0.02897828	-0.05005	0.049553954	0.10081042	-0.03	-0.02495	0.423845209	0.272627375	0.202335496	0.060540661
1787	-0.102119235	NA	0.080272554	-0.065743018	NA	NA	NA	-0.03274326	NA	-6.13E-01	NA	0.062632318	NA	0.08320306	NA	-0.549019503	0.012334654	NA	NA	NA	0.046956908	0.30396338	-0.182930669
1788	-0.027430328	0.0752	-0.115053638	0.040252735	-0.00805	-0.02405	0.1015	0.42467702	-0.04315	6.40E-02	0.0482	-0.057554259	-0.0446	-0.027629089	0.0673	NA	0.027539263	-0.0615	-0.02705	0	-0.043168211	0.008541526	0
1789	0.402010168	0.0624	0.074116021	0.134788462	-0.3449	0.102132358	0.10435	0.143872756	-0.0803	3.72E-01	0.07185	0.081397034	-0.1806	0.011216562	0.0858	-0.06297665	-0.026717882	0.06395	-0.04845	-1.043339771	0.091223555	0.572721549	0.110250745
1791	0.102342261	NA	0.102342261	0.017294003	NA	4.44089E-16	NA	0.102342261	NA	1.02E-01	NA	-0.057925188	NA	-0.01296661	NA	NA	-0.009004585	NA	NA	0	-0.056655456	0.102342261	0
1793	-0.056091404	0.01845	0.095352418	0.156577698	-0.0212	-0.03265	-0.0342	-0.580426214	0.0591	2.41E-02	-0.0641	0.012797447	-0.0307	-0.041418693	-0.0521	-1.572610068	-0.266805033	-0.0466	-0.0035	NA	-0.015251499	0.078094519	0.114586719
1794	1.024049593	0.06375	0.011658843	0	0.1289	0.011	-0.05095	0.175566606	-0.0561	1.37E+00	-0.00585	0.04343941	-0.07845	-0.00191392	-0.0248	NA	-0.028012173	-0.0109	-0.05635	0	0.045469592	0.018924598	0
1795	0.432375313	0.0234	0.257352267	-0.033960156	-0.0229	0.02115	0.0234	0.373743116	-0.25595	-9.64E-02	0.04065	0.033118943	0.0243	-0.024673846	-0.005	0.006695528	0.040262051	0.0537	0.00065	NA	0.0862057	0.058928434	-0.192666099
1796	-0.172423909	NA	-0.172423909	-0.268028225	NA	0.002922723	NA	-0.701855937	NA	3.63E-01	NA	-0.006779503	NA	0.005445382	NA	NA	0.018076052	NA	NA	0.07036837	-0.031140716	-0.172423909	0.441049825
1797	NA	-0.06545	NA	NA	0.0475	0.228382208	0.06705	NA	0.11145	1.38E-01	0.115	-0.58035141	0.09575	0.022551576	0.05135	0.329816538	-0.095078491	0.10165	0.1298	-0.825989746	0.086236452	NA	0.061534469
1798	-0.450937249	NA	0.280670947	0.106948997	NA	0.046069925	NA	0.136821753	NA	-7.19E-02	NA	-0.027488974	NA	-0.042237067	NA	NA	0.042765327	NA	NA	-0.23983524	-0.202324863	-0.004952726	-2.13378439
1800	8.88E-16	0.0092	8.88E-16	-0.015351084	0.0052	-0.00045	0.00015	8.88E-16	0.02655	1.94E-02	0.02635	-0.03664349	0.03995	0.018699378	-0.01035	NA	-0.075944644	0.0377	0.05835	0	0.039005916	8.88E-16	0
1801	NA	-0.0767	NA	NA	0.0237	0.06685	0.01525	NA	0.0714	1.02E-01	0.09805	-0.015502621	0.1239	-0.023325355	0.0127	NA	0.081586778	0.10965	0.1566	NA	0.035938305	NA	NA
1802	-0.6201031	0.02705	0.511536841	0.108759252	0.01135	0.206463053	0.0191	0.023138043	-0.08735	-2.25E-01	0.06215	-0.175508279	0.1007	-0.171184321	0.00415	0.673564775	0.081637274	0.04175	0.04255	-0.858413694	0.060818421	-0.227799674	-0.243658795
1803	4.44E-16	NA	0.002865044	0	NA	0.090186511	NA	4.44E-16	NA	7.90E-03	NA	-0.042517629	NA	-0.00845855	NA	-0.079629039	-0.062221101	NA	NA	0	0.017377654	4.44E-16	-0.016333368
1804	8.88E-16	-0.0065	8.88E-16	0	-0.09055	0.011025	-0.0565	8.88E-16	-0.0281	-4.63E-02	-0.11695	0.020921218	-0.14515	0.016658058	0.02005	0.274270434	0.000654585	-0.2437	0.01965	0	0.038748681	8.88E-16	0.076232627
1805	-0.002580301	0.06065	-0.002580301	-0.004477128	0.07115	-0.012825	-0.06315	-0.002580301	0.0407	3.13E-02	0.0651	0.030838185	-0.22365	-0.024509101	-0.03385	NA	-0.018444243	0.00115	-0.0352	0.000203162	0.08140167	0.000946437	4.44089E-16
1806	0.824103409	-0.00805	-0.137574486	0	-0.00935	0.006475	-0.00045	0.615186822	-0.01915	1.75E-01	0.04435	-0.012545813	-0.0022	0.004932705	0.0136	-1.77025269	0.074288005	-0.01635	-0.00175	0.195942361	0.072142531	0.081660434	0.906798743
1807	8.88E-16	0.0305	0.009934729	0	-0.02885	-0.003225	0.01925	8.88E-16	-0.0715	-3.73E-02	0.01515	0.025911479	0.0349	-0.002262045	0.0254	-0.157174703	0.027017702	0.03985	0.0518	0	0.073506673	8.88E-16	-0.03477881
1808	-0.197988179	0.0222	-0.597290859	0.023755545	-0.0849	-0.527727183	-0.2593	0.63116338	-0.01765	3.68E-01	-0.26855	-0.06805072	-0.218	-0.181761165	-0.2336	0.263994233	-0.32488722	-0.3352	-0.20105	0.50764177	-0.539839581	-0.04548261	0.202969886
1809	-1.521480759	-0.00745	0.0149215	0	0.03345	0.0014	-0.00925	-1.266880943	0.0859	-4.31E-01	-0.00205	-0.055067051	-0.0707	-0.054622752	0.0139	-4.023459489	-0.065784174	0.0877	-0.0537	0	-0.052429538	-0.173044523	-0.099039038
1810	-0.158810362	-0.0379	-0.164276367	-0.181097864	-0.04265	-0.016984591	-0.1736	-0.797747297	-0.068	-5.22E-01	-0.04605	-0.353271267	-0.00445	-0.232083025	-0.1717	-1.891539885	-0.295846531	0.02425	0.01445	0.216680317	-0.372787587	-0.068291932	-0.318230329
1811	8.88E-16	-0.0089	8.88E-16	0	-0.00325	-0.009275	0.00685	8.88E-16	-0.01485	-5.25E-03	-0.0024	-0.0329611	-0.00035	-0.033007629	-0.01435	NA	-0.029309602	-0.00785	0.0133	0	-0.063439793	8.88E-16	0
1812	8.88E-16	-0.0127	8.88E-16	0	0.01155	-0.0228	0.02005	8.88E-16	-0.01165	8.55E-03	0.0024	0.119927052	-0.0073	0.016230995	-0.00275	NA	0.010471355	0.01285	-0.02045	0	-0.031225179	8.88E-16	0
1813	0	NA	0	-0.006181564	NA	0	NA	0.226993534	NA	0.00E+00	NA	-0.020267315	NA	0.016640755	NA	NA	0.00280091	NA	NA	0.179417116	0.008786265	0	-0.097989904
1814	8.88E-16	NA	8.88E-16	0	NA	NA	NA	8.88E-16	NA	8.88E-16	NA	0.016818928	NA	-0.028306975	NA	0.144283875	-0.010946411	NA	NA	NA	0.065894725	8.88E-16	0.030691223
1815	NA	0.0088	NA	NA	-0.05755	0.0236	0.0534	NA	0.0819	2.71E-02	0.02665	NA	0.0547	NA	-0.0078	NA	NA	0.07545	0.02915	NA	NA	NA	NA
1816	NA	0.05545	NA	NA	0.0102	0.0222	-0.0025	NA	0.00555	-2.00E-02	0.0086	0.054961591	0.0351	0.057701239	0.02075	NA	0.024591722	0.0338	0.01185	NA	0.037213753	NA	NA
1819	-0.352220131	0.0286	0.285605967	-0.200556287	0.02635	0.059496841	-0.0011	-0.700567367	0.01185	9.45E-02	0.053	0.062201297	0.0348	0.011370671	-0.0147	-0.0698144	-0.020761425	0.0523	0.06755	-0.599109132	0.191458913	0.111889499	-0.104176587
1820	-0.664973207	-0.16245	0.817389905	-0.319022376	0.02095	0.288847239	0.2954	0.090873339	0.2774	-1.41E-01	0.1462	0.20495187	0.177	0.048659139	0.26875	0.836322079	0.042210297	0.2256	0.1971	0.30824195	0.651058455	0.374111052	-0.434513892
1821	-0.012608517	0.01635	-0.011380163	0	-0.0109	0.000295171	-0.0077	-0.012608517	-0.01155	-1.78E-02	0.0263	-0.003315417	0.0026	0.016580469	-0.0097	-0.050752743	0.020076585	0.028	0.01235	-0.01460722	-0.007632709	-0.012608517	0.002596191
1822	-1.197914731	0.00105	0.980436299	-0.068275475	0.0099	-0.337832537	0.0127	-0.840346096	0.01885	-5.42E-01	0.0409	-0.034590742	0.08915	-0.014788848	0.0011	-0.528520378	-0.029041211	0.05715	0.04945	0.177869513	0.056051174	-0.436071689	0.201060045
1823	8.88E-16	0.05755	8.88E-16	0	0.00285	-0.006521294	0.0374	8.88E-16	0.0044	-1.49E-02	0.02415	0.015046465	0.04185	0.01147358	0.01885	NA	-0.064903445	-0.00175	-0.00415	0	-0.05013671	8.88E-16	0
1824	-0.345196842	0.0257	-0.295426715	0.482500519	-0.1017	0.100215347	-0.0781	-0.989171604	-0.0727	-2.21E-01	-0.0852	0.110533627	-0.0645	-0.175985013	0.0102	1.160876688	0.154099019	-0.0723	-0.0449	-0.203755587	0.324879145	0.004359663	-0.104650914
1825	-0.749683895	-0.0133	-0.12751662	-0.018801824	-0.0021	-0.02574443	-0.003	-0.991042208	-0.0035	-1.46E-01	0.04185	-0.004824146	-0.0283	0.037605933	-0.0078	NA	-0.033279702	0.01825	0.04845	0	0.033183232	0.368810981	0
1826	-0.108825128	NA	-0.108825128	-0.067284726	NA	4.44089E-16	NA	-0.108825128	NA	-1.09E-01	NA	-0.002458306	NA	0.061075568	NA	0.395075426	0.0900527	NA	NA	0	0.030287328	-0.108825128	0.005582293
