miRNA	T47D	COLO205	HCC_2998	HCT_15	KM12	NCI_H322M	OVCAR_3	OVCAR_4	HCT_116	HT29	MCF7	BT_549	HS578T	MDA_MB_231	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	SW_620	HOP_62	HOP_92	NCI_H23	NCI_H522	CCRF_CEM	HL_60	MOLT_4	SR	LOXIMVI	M14	MDA_MB_435	SK_MEL_28	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_5	OVCAR_8	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	CAKI_1	K_562	SK_MEL_2
hsa-miR-582-3p|MIMAT0004797	6.184799162	6.150116373	6.270969184	6.149453719	6.610375403	6.358098366	6.297790325	6.256028145	6.111106636	6.258815924	6.136139494	6.15148262	6.123695422	6.146728856	6.100220626	6.222063065	6.06518873	6.135255807	6.122474178	6.190582764	6.407445851	6.097358092	6.165758658	6.138252985	6.112866912	6.567575629	6.333029328	6.10787715	6.133043281	6.178024111	6.252999206	6.334480901	6.475789211	6.308121709	6.190493275	6.211971252	6.148380208	6.072895024	6.205856224	6.112768661	6.205781058	6.118106396	6.111586437	6.109621517	6.143947695	6.096519461	6.179562292	6.136793075
hsa-miR-582-5p|MIMAT0003247	6.281030415	6.436133731	6.608942645	6.620412542	7.183365591	6.816633833	6.339140547	6.558919222	6.61411976	6.802865876	6.676878339	6.643067355	6.784409996	6.803393123	6.724310617	6.671942964	6.548061578	6.663868172	6.527437645	6.662780427	6.852725143	6.605228323	6.908697534	6.845527952	6.597131233	6.513840379	6.535394167	6.66912071	6.614401172	6.635927535	6.884430993	7.004950106	6.756885021	6.549225491	6.512715505	6.472258251	6.514757082	6.604981527	6.628565456	6.550832682	6.336921792	6.557904864	6.555215645	6.66138466	6.50442088	6.65228755	6.674760982	6.589246986
hsa-miR-583|MIMAT0003248	7.829694846	7.556475251	7.768793456	7.821479966	7.846777736	7.921746937	7.677157931	7.907616055	7.702370788	7.685836765	7.802745464	8.558905867	8.455456357	8.030240338	8.050971204	7.817632419	7.990578541	7.79599686	7.907419129	7.910864312	7.554244412	7.984360572	7.830172159	8.154812019	8.217359777	8.85069367	7.881204048	8.889130134	9.891539818	8.474686786	7.954813986	8.014502218	8.000827768	8.085130336	8.011498799	7.864978324	7.891568332	7.966667962	7.65284248	8.00832824	8.396104619	7.597184064	8.081675336	7.96369451	8.364025024	8.346865971	8.620768517	8.083153054
hsa-miR-584-5p|MIMAT0003249	7.900421144	7.233159664	7.55523334	7.71768963	7.956079994	7.563439088	7.145611191	7.41442119	8.15213478	7.861519719	7.69914918	7.796405014	7.846421084	7.900660868	7.647914856	7.203391958	7.697896818	7.334042543	7.834127964	7.341071298	7.447968399	7.407454113	7.98720362	7.630102451	7.510307747	8.805821926	7.467424078	7.537750832	7.784260913	8.506336541	8.058846208	8.486016824	8.098310708	7.64883764	7.68359081	7.906222049	7.524628233	8.417379024	7.704481565	7.239491045	7.635047103	8.359300153	7.557039396	7.839055306	7.825585626	7.885738115	7.229830427	7.795167342
hsa-miR-585-3p|MIMAT0003250	6.368603965	6.392093563	6.382000189	6.433648501	6.408581207	6.381957222	6.33502687	6.393438919	6.419538246	6.362275478	6.438923067	6.497390613	6.475980959	6.497472665	6.445517509	6.468189812	6.475742569	6.424200059	6.379591387	6.527101784	6.425395632	6.536954305	6.555096444	6.525924661	6.504976058	6.471708924	6.275729116	6.424240772	6.519097924	6.586995484	6.518779751	6.419000968	6.450096722	6.379402219	6.394663962	6.314212991	6.358583959	6.412621736	6.41371938	6.357532843	6.362595091	6.423835026	6.375562692	6.464125601	6.397529256	6.475115158	6.457317131	6.459573948
hsa-miR-586|MIMAT0003252	6.218867282	6.308517752	6.386310477	6.445344718	6.468581219	6.606059954	6.236352598	6.429671547	6.464654798	6.543764374	6.529123639	6.473199883	6.55711403	6.527333545	6.476883481	6.396488185	6.406143057	6.478508713	6.372367215	6.385491716	6.424977404	6.419348205	6.598082524	6.532640127	6.436394912	6.45971734	6.364777802	6.4151461	6.475808029	6.467667785	6.471773563	6.440943858	6.434029929	6.359190018	6.375723873	6.362121762	6.361885723	6.450662152	6.402822591	6.427202949	6.196859474	6.425624862	6.347575809	6.493224423	6.349870633	6.46983358	6.529903726	6.451211259
hsa-miR-587|MIMAT0003253	6.303207269	6.342763671	6.314372597	6.43152708	6.380407203	6.356753884	6.347835284	6.302292207	6.396565892	6.385024483	6.416900405	6.344748236	6.387269634	6.594071416	6.392049503	6.283151244	6.228208493	6.286589161	6.261122396	6.272365435	6.3482542	6.342927387	6.422536642	6.40543343	6.346103064	6.416242927	6.309981352	6.282941408	6.367727595	6.339511655	6.3878825	6.328143657	6.298254512	6.198035889	6.243714111	6.37576127	6.2818538	6.367620912	6.310525769	6.303676337	6.338011748	6.316961801	6.157798676	6.308824131	6.24129142	6.31243404	6.357478963	6.333218389
hsa-miR-588|MIMAT0003255	6.357552017	6.483994848	6.378988942	6.428405591	6.392343373	6.348748487	6.390979328	6.384669378	6.412736788	6.411574629	6.389678826	6.410842739	6.381136425	6.398016395	6.397554964	6.318657977	6.335224731	6.432928179	6.287661698	6.473454552	6.467109516	6.364509664	6.471669752	6.461949867	6.390212815	6.243291887	6.343667157	6.364278442	6.485264674	6.399577118	6.450865013	6.353319381	6.400512308	6.342736175	6.278752618	6.277141937	6.358473702	6.379966268	6.341294671	6.320941181	6.528856753	6.40201014	6.312019455	6.373395181	6.369511414	6.434889021	6.405929933	6.425472767
hsa-miR-589-3p|MIMAT0003256	6.254159203	6.156777255	6.236312742	6.381718458	6.433605186	6.515287764	6.258020146	6.234554491	6.256845971	6.342353351	6.259129769	6.260827716	6.281350274	6.269401266	6.245238748	6.188207792	6.246502833	6.286955975	6.252058265	6.303935027	6.238983665	6.26698814	6.286245603	6.32219551	6.448998325	6.262870547	6.149063493	6.233666937	6.283243786	6.28455732	6.213637436	6.291306829	6.261396528	6.177273137	6.197433599	6.176286672	6.28364285	6.290461647	6.222798567	6.263622596	6.156151063	6.275093644	6.140842167	6.226667382	6.233217081	6.269082524	6.334224201	6.261067235
hsa-miR-590-3p|MIMAT0004801	6.500593294	6.494101093	6.525694863	6.816865933	6.632028386	6.367430595	6.453064088	6.348324136	6.789128257	6.831834966	6.375567724	6.378052922	6.238344723	6.239267779	6.23268417	6.308068284	6.241816669	6.266089493	6.257937611	6.269083339	6.614116212	6.150133746	6.2378694	6.193267621	6.279756362	6.139914144	6.186450645	6.201892445	6.253976527	6.219937125	6.288330577	6.247755243	6.226388129	6.235893766	6.129650487	6.284909547	6.220465479	6.271838313	6.314239701	6.188532437	6.396734963	6.403185605	6.12417308	6.177806678	6.230806919	6.161215015	6.177596238	6.222949758
hsa-miR-590-5p|MIMAT0003258	6.607412161	6.599351976	6.973377772	7.491304814	7.485944923	6.926138179	6.546897801	6.818086444	7.545100909	8.001269576	7.291497868	6.762132765	6.542744948	6.577845328	6.492094024	6.741087677	6.736838081	6.631005643	6.551624078	6.833239244	7.31982388	6.489733198	6.537142371	6.54802703	6.558958761	6.543751799	6.35673111	6.458399897	6.425306346	6.470503664	6.709923339	6.595381409	6.541251229	6.727222349	6.880492245	6.45587519	6.62696456	6.694840645	6.873046207	6.862936793	6.211393965	6.769781423	6.654456445	6.552573696	6.394559165	6.476267354	6.661035704	6.494190365
hsa-miR-591|MIMAT0003259	6.429188866	6.47194029	6.510160376	6.563355007	6.534899247	6.550248229	6.451139562	6.493686071	6.529789094	6.589399238	6.551762473	6.514146693	6.599296699	6.612255539	6.550902566	6.515639287	6.430786065	6.542174479	6.42510784	6.482768987	6.528537982	6.50876258	6.607391302	6.550821086	6.490871933	6.472830461	6.441369289	6.453793386	6.544250571	6.501064272	6.615181979	6.54312207	6.432334902	6.56627669	6.436774295	6.406668287	6.433580085	6.486163833	6.510760951	6.484988525	6.417834419	6.45712144	6.435183958	6.481421503	6.383003373	6.461396887	6.502952435	6.533529817
hsa-miR-592|MIMAT0003260	6.525286659	7.295042973	6.687182197	6.758233085	6.774125843	6.711539948	6.657481555	6.601165096	6.703780262	6.717657344	6.787854238	6.686568386	6.789447284	6.939755331	6.7734565	6.813457693	6.667562948	6.921037541	6.616385231	6.78865654	6.8508391	6.845896302	7.062050185	7.02645003	6.72766085	6.460830399	6.674016919	6.627854433	6.910997746	6.575420143	6.948187809	6.6072663	6.550182549	6.61218872	6.664630156	6.503648966	6.567790036	6.617544688	6.687366437	6.650641061	6.689429752	6.597617343	6.675029031	6.809959316	6.548814039	6.791460164	6.767628063	6.712005749
hsa-miR-593-5p|MIMAT0003261	6.20470812	6.204079924	6.247534444	6.289501659	6.386451757	6.249357863	6.257567222	6.23218395	6.281354761	6.247942619	6.290926123	6.25676888	6.284195706	6.294370925	6.296907254	6.209885616	6.187909605	6.279874567	6.233277107	6.17362481	6.284972832	6.27913015	6.329241187	6.265738036	6.249074393	6.330137428	6.202566715	6.224968945	6.314771874	6.29063854	6.285846292	6.248374594	6.258134445	6.253418625	6.221313248	6.187935981	6.227558936	6.237419439	6.252551914	6.303370932	6.209402741	6.28900981	6.156406763	6.268105669	6.216517642	6.2816207	6.348300538	6.299108685
hsa-miR-595|MIMAT0003263	6.551549169	6.629601962	6.67687698	6.635856485	6.633440935	6.634096626	6.479326478	6.620274765	6.650066186	6.680020473	6.632462563	6.614176164	6.739478721	6.680825708	6.670971127	6.694325713	6.608464429	6.687709825	6.585706898	6.6854426	6.574635914	6.698500751	6.776694345	6.654046495	6.636816221	6.604977987	6.621253268	6.625904813	6.707223692	6.566754953	6.759550671	6.663074874	6.629791922	6.630854517	6.595043823	6.602531844	6.571356324	6.615461021	6.657607468	6.642050634	6.605406267	6.597603007	6.566580852	6.674011826	6.644360882	6.593867834	6.581506261	6.688338478
hsa-miR-596|MIMAT0003264	6.445620964	6.336834729	6.622704287	6.351590548	6.415179049	6.438173012	6.330133967	6.320075676	6.318628244	6.288893103	6.285190549	6.52385621	6.357571124	6.338051707	6.418161801	6.259824808	6.32714701	6.252144248	6.250011828	6.300151554	6.318642723	6.33615344	6.312913388	6.345106804	6.539885941	6.349416776	6.333730841	6.826400337	6.842213398	6.72506899	6.274095928	6.385673691	6.486773973	6.292522922	6.337889777	6.572388421	6.439057825	6.430457049	6.22613511	6.341859824	6.369636641	6.358370114	6.30310686	6.262642268	6.441685976	6.320447758	6.372013804	6.429653343
hsa-miR-597-5p|MIMAT0003265	6.375770978	6.285246573	6.362643934	6.419037828	6.385590195	6.438188809	6.343661307	6.399560006	6.450425671	6.383890295	6.339287743	6.372225289	6.743545895	6.415418829	6.440956833	6.389733194	6.328977206	6.329486992	6.425171398	6.300788277	6.303587405	6.29762685	6.369264948	6.338181031	6.469331079	6.312967382	6.303007919	6.373421473	6.342902613	6.33985213	6.293738672	6.609342749	6.20624735	6.369936746	6.327879001	6.384999959	6.384702515	6.365994669	6.372673378	6.202809253	6.283125962	6.438260913	6.272823057	6.284127161	6.37036996	6.329340511	6.365263499	6.419817386
hsa-miR-598-3p|MIMAT0003266	6.132670361	6.304286153	6.671264231	6.631348717	6.69738738	6.560438373	6.226981309	6.600951749	6.613529824	6.883711884	6.69952309	6.623981648	6.758181487	6.931068915	6.745127469	6.643557397	6.59311704	6.755231013	6.64002853	6.677687811	6.144739329	6.628344773	6.790933006	6.792834357	6.645413718	6.66029333	6.511534998	6.60143175	6.66111823	6.560370762	6.70456824	6.619693077	6.429728283	6.616434168	6.532744682	6.45303909	6.549394594	6.532043737	6.747860532	6.654507433	6.24712405	6.54079984	6.614182396	6.695755154	6.578362137	6.655556672	6.614003698	6.61292646
hsa-miR-599|MIMAT0003267	6.157261491	6.274468854	6.289399656	6.344877005	6.349071984	6.311870226	6.347592595	6.326018037	6.319879116	6.380737816	6.314149574	6.328127056	6.360019476	6.379274257	6.346898995	6.446374443	6.267543687	6.365818559	6.27150206	6.32486383	6.259928248	6.329607182	6.391148165	6.336236271	6.371069172	6.374604302	6.354243641	6.300231703	6.340401414	6.303601492	6.362459481	6.298002207	6.296824572	6.296691	6.295084643	6.223203125	6.24302259	6.278068843	6.297221311	6.321803187	6.291078477	6.301948997	6.4010359	6.304187448	6.247764852	6.340171875	6.352980236	6.307728944
hsa-miR-600|MIMAT0003268	7.150783789	7.484271392	7.15017692	7.240283648	7.220795481	7.078025166	7.648052612	7.325713322	7.048896397	6.747424918	6.905625737	6.825790971	6.861402412	7.423923337	7.346189624	7.009587711	6.944280318	7.065830956	6.681033292	6.948356525	7.181477898	7.073930718	7.978508844	7.066590945	7.652112617	6.764139095	7.342692182	7.303500201	7.159300859	7.00797333	6.662704778	7.826388685	6.855148113	7.19199061	6.94454352	7.344895154	7.089327827	6.895691489	7.178930606	6.933917772	7.04751059	7.321550676	6.66898438	7.014416334	6.822419172	6.828541854	7.403771634	7.659200258
hsa-miR-601|MIMAT0003269	6.541007382	6.493465819	6.74659416	6.846666061	6.871394308	6.715436592	6.472856846	6.778817152	6.800739772	6.814604988	6.901868794	6.80180666	6.894206043	6.900616423	6.794536479	6.860325551	6.755626547	6.793562361	6.719162845	6.774855337	6.433170957	6.814488688	6.89328853	6.860650474	7.162908816	6.54038253	6.670624535	6.78017074	7.000216449	6.725355848	6.845825038	6.743570992	6.702982661	6.728470872	6.741083129	6.670609147	6.717296857	6.753629154	6.784975948	6.791170771	6.574766709	6.71951062	6.674701874	6.855815794	6.73132281	6.631455692	6.821786613	6.763277818
hsa-miR-602|MIMAT0003270	9.423829306	7.657341364	8.304262672	8.14998978	8.686767959	8.462420805	7.29948998	7.960722239	8.49493359	8.15424107	8.175781141	8.708292326	8.587107824	8.33714634	8.29755084	7.835186292	8.482050422	7.603751955	8.490709408	7.851922292	8.097424191	7.993194861	8.061658718	8.029607728	7.954046597	9.54164791	7.967040694	8.313996374	8.937431394	9.271094742	8.1912413	9.874167799	9.398369413	8.681088786	8.005254967	8.80553906	8.070515269	9.005354355	7.849346776	7.672750884	9.588305659	9.246675306	8.441634712	8.559272389	8.667771032	8.790249556	7.585372107	8.522690131
hsa-miR-603|MIMAT0003271	6.568266137	6.640007264	6.719263937	6.807678909	6.806181522	6.754117059	6.544942323	6.708159967	6.780497902	6.743609637	6.767580779	6.695929553	6.908586111	6.833795494	6.959851566	6.778271582	6.68882928	6.865168041	6.63276786	6.800277739	6.604901103	6.816972338	6.992339523	6.884045986	6.755607658	6.550474231	6.697735731	6.70933319	6.935503865	6.695141447	6.932123957	6.690032376	6.614314915	6.687217798	6.650393558	6.533285829	6.639747848	6.618991638	6.721354815	6.728538303	6.650544856	6.659044414	6.656382104	6.820176586	6.642781731	6.744336578	6.880421286	6.783116907
hsa-miR-604|MIMAT0003272	6.099359568	6.086668755	6.176388062	6.223080879	6.146374205	6.283468622	6.209099484	6.219851513	6.231220443	6.206293234	6.119253187	6.182706312	6.175149561	6.20491673	6.168391819	6.109666043	6.107902969	6.188202091	6.105970232	6.137525613	6.157574091	6.181337813	6.22618942	6.19464572	6.178334684	6.28103894	6.062264266	6.179564015	6.22390049	6.134934823	6.158337632	6.235578941	6.210589609	6.123634076	6.108138979	6.168580024	6.151381428	6.145565197	6.171279451	6.175552839	6.075362335	6.189788544	NA	6.124083151	6.161841275	6.177549178	6.242161838	6.221369867
hsa-miR-605-5p|MIMAT0003273	6.319938637	6.359500709	6.383504434	6.461901548	6.423810828	6.455512533	6.290862008	6.368974587	6.409299373	6.381080877	6.396532738	6.398464247	6.398092507	6.431790662	6.423872542	6.38305039	6.389725271	6.439409522	6.351872749	6.391861183	6.388740863	6.373103876	6.437202725	6.450685123	6.367658484	6.19644929	6.305610438	6.349139145	6.431668497	6.35846896	6.413816991	6.434680106	6.332340194	6.304494653	6.359697367	6.339010633	6.32302203	6.380237012	6.351586041	6.341203047	6.32581952	6.381770142	6.357218081	6.439720166	6.346149156	6.336301989	6.272235888	6.396147917
hsa-miR-606|MIMAT0003274	6.12256544	6.139862989	6.163225984	6.147812493	6.142024685	6.130716699	6.117931717	6.163244329	6.180066699	6.163756202	6.159286624	6.157322087	6.15071327	6.176977239	6.14054121	6.128265862	6.063483632	6.190848379	6.14976975	6.126309983	6.156858767	6.166919999	6.122985445	6.112005339	6.12078408	6.346533611	5.970998935	6.147137128	6.201773544	6.152402217	6.158228946	6.150279362	6.168454099	6.129427515	6.139467023	6.174302875	6.125224425	6.147961559	6.161389603	6.152440891	6.116425576	6.152362518	6.134310624	6.123332748	6.174606661	6.15109191	6.195775294	6.162519831
hsa-miR-607|MIMAT0003275	6.181262259	6.217623536	6.269175903	6.306570956	6.288923547	6.279219212	6.145515097	6.279936023	6.246508194	6.368862009	6.279767113	6.262030909	6.299960776	6.311853131	6.31259848	6.267120349	6.224979452	6.350932148	6.242013411	6.288657894	6.177548342	6.325192703	6.33837381	6.327756572	6.286345201	6.40455453	6.23054201	6.275642464	6.347831317	6.242972959	6.319382922	6.269316362	6.298967937	6.226355464	6.21207307	6.157816786	6.280068395	6.245553074	6.264554524	6.311290235	6.160855228	6.297800122	6.193408115	6.313229163	6.273753135	6.400854129	6.319535137	6.311100252
hsa-miR-608|MIMAT0003276	6.450595817	6.365781927	6.379486444	6.485454564	6.407516661	6.37551079	6.514020005	6.430593953	6.444161081	6.271253526	6.284924512	6.354676749	6.33659778	6.368908293	6.436979538	6.255627832	6.350973577	6.383696445	6.348684708	6.396253954	6.366211012	6.34499357	6.456022848	6.403000126	6.272001615	6.59881215	6.390670911	6.458928842	6.491328996	6.271188775	6.440830561	6.451327509	6.404228823	6.349681544	6.372690508	6.244048821	6.396616168	6.363019496	6.422662289	6.300063444	6.477220214	6.316428451	6.39138201	6.365306031	6.420372668	6.175281336	6.361365398	6.286357435
hsa-miR-609|MIMAT0003277	6.552437679	6.609987169	6.721284956	6.758824523	6.828437413	6.709005019	6.627713941	6.713419879	6.777353646	6.778981873	6.843489053	6.801063871	7.053077177	6.927555466	6.870447981	6.756943703	6.709804119	6.942949615	6.718511177	6.837625186	6.613117722	6.875696932	7.420521655	7.24117636	6.801846966	6.33858974	6.794413654	6.680121237	6.972224156	6.664421688	7.005038717	6.66654239	6.587129701	6.636087039	6.687542249	6.521009139	6.640659276	6.621045674	6.745493472	6.765487863	6.643248081	6.701964334	6.722328509	6.92395604	6.665805341	6.884301628	6.881394531	6.821908381
hsa-miR-610|MIMAT0003278	6.438478974	6.518765687	6.453646118	6.550087916	6.522883785	6.417671283	6.362260524	6.406096174	6.471702606	6.528076219	6.516015258	6.481748263	6.481553999	6.537301282	6.48190606	6.517345649	6.404915759	6.421443727	6.45639096	6.480328758	6.54103069	6.454281309	6.50515052	6.521018187	6.43116519	6.518915081	6.401779441	6.465886795	6.527346294	6.40756164	6.504845973	6.445927601	6.380419155	6.373397313	6.450151022	6.400081565	6.40911661	6.478456134	6.490124251	6.476167571	6.540976123	6.476536364	6.42676913	6.490497637	6.501533334	6.458383112	6.526697766	6.531551361
hsa-miR-611|MIMAT0003279	6.501320354	6.406971743	6.452074448	6.424435824	6.399897253	6.424691471	6.361037533	6.401535097	6.398068487	6.389502569	6.351194128	6.492024733	6.438512849	6.357519585	6.346980098	6.339493982	6.321814543	6.355396967	6.287905461	6.393870742	6.322527385	6.354093045	6.367430595	6.413764868	6.455751439	6.74818127	6.357665345	6.772176778	6.635854296	6.734092289	6.32622773	6.50964452	6.479011318	6.367794707	6.351421777	6.509524112	6.492840409	6.470171828	6.322181989	6.409754087	6.433155091	6.46474062	6.389280616	6.31664334	6.469907714	6.387650508	6.379240156	6.519531868
hsa-miR-612|MIMAT0003280	8.734215023	7.662448969	7.912945982	7.881186551	7.932213244	7.884616056	7.692939764	7.903658509	8.036471766	7.791879807	7.891260789	8.109828354	8.086778698	8.053969662	8.040655149	7.718766698	7.884265258	7.804022996	7.987624703	7.856829302	7.902895269	8.008756848	8.051310329	8.227810518	7.876732534	8.428785983	7.934858949	8.042497519	8.228332949	8.615696025	7.977054147	8.157200643	8.741777599	7.987266697	7.873730014	7.870279463	7.732624464	7.966080629	7.705774622	7.848725481	8.983752835	8.302615113	7.920807894	8.095871445	8.28939549	8.275292375	7.799409042	8.088785862
hsa-miR-613|MIMAT0003281	6.126977675	6.13705309	6.258836526	6.335657685	6.340886687	6.314476999	6.24804755	6.258458931	6.336066509	6.275745488	6.268764667	6.300724519	6.292018404	6.319639987	6.285986	6.272481261	6.299486049	6.333744521	6.242902572	6.285918761	6.207193837	6.334566876	6.365803513	6.374354239	6.2769149	6.31058863	6.191281048	6.315992841	6.358934894	6.276252942	6.308455135	6.286328143	6.297635973	6.226054463	6.265049014	6.251999658	6.306352122	6.2398795	6.282689045	6.286812655	6.222360926	6.329358095	6.269065061	6.323659043	6.282427871	6.266518769	6.284127597	6.292776084
hsa-miR-614|MIMAT0003282	6.39479876	6.392940017	6.472500522	6.523732711	6.572503357	6.477804958	6.44775333	6.491554028	6.54417474	6.585641924	6.602392617	6.555688959	6.65375382	6.715338564	6.570727578	6.490395018	6.498957573	6.761178017	6.471412467	6.517602926	6.49561977	6.601651754	6.749087015	6.680208223	6.515365088	6.391776944	6.474655469	6.515305947	6.673169875	6.448771957	6.643519421	6.441596071	6.445080253	6.458994444	6.455381143	6.310024699	6.453963274	6.467622358	6.470831282	6.533027813	6.462564433	6.465365308	6.435598435	6.56495253	6.460758337	6.562192533	6.578263971	6.537593778
hsa-miR-615-3p|MIMAT0003283	7.235887627	6.820002505	6.682691444	6.74565376	6.783785965	6.93771741	6.748073688	6.706873569	6.910604427	6.82668734	6.986854874	6.859744053	6.876158412	6.96359252	7.088591248	6.780693609	6.759301386	6.932245158	6.673457774	6.786497657	6.872546728	6.765913238	7.018614703	6.791104763	6.943738115	6.712879846	6.711945618	6.780220873	7.018207641	6.744817114	6.923036599	6.960978644	6.693319597	6.792157952	6.940040848	7.02944011	6.684778024	6.893780881	6.750036921	6.884353437	6.857009705	7.170843039	6.677174871	6.717133051	6.765163972	6.854693717	6.759985676	6.718521404
hsa-miR-616-5p|MIMAT0003284	6.571313049	6.772785223	6.719416618	6.84075987	6.851682739	6.740206674	6.701868672	6.780295709	6.838238405	6.800754954	6.933958359	6.786327365	6.92571459	7.060569939	6.943683399	6.743503463	6.727876907	6.892686784	6.665813766	6.870229119	6.683560821	6.874327208	7.255549538	7.189126154	6.858229978	6.314083979	6.831137068	6.789943369	7.092962738	6.730945554	7.029051774	6.713862575	6.648722621	6.677174921	6.703512876	6.559729128	6.627813884	6.691317038	6.705800332	6.757504434	6.742984311	6.736044621	6.702990433	6.903399641	6.65955334	6.854250826	7.007868728	6.848786229
hsa-miR-617|MIMAT0003286	6.943790096	7.137534777	7.28873537	7.80424782	7.116413609	7.098899676	7.251318717	7.205883052	7.112228822	6.882829141	7.199899557	6.969423109	7.024961044	7.300967126	7.345218684	7.385187133	7.040160168	7.140209093	6.945865249	7.127822972	6.71572157	7.168557191	7.225987687	7.160858606	7.265629533	6.99785703	7.076618521	7.202020932	7.352425789	7.133373889	7.143789161	7.654245339	7.436096132	7.323371138	7.226062474	7.453251532	7.208200959	7.092947348	7.459100964	7.147241763	7.208211907	7.191491525	6.869995846	7.1440234	7.238279296	7.227963797	7.110964294	7.257042616
hsa-miR-618|MIMAT0003287	6.457668339	6.66514664	6.74040573	6.904468596	6.864186311	6.728087503	6.308795285	6.699218292	6.905509955	6.890462425	7.030002737	6.843882199	7.093826672	7.127219963	6.979729807	6.807884251	6.697746836	7.044578298	6.706236289	6.847378759	6.984982758	6.968674136	7.321644476	7.274375812	7.019948302	6.60365215	6.846958667	6.788126741	6.967336959	6.722653266	7.146206298	6.698712322	6.631780831	6.611041147	6.79528246	6.568776965	6.614028341	6.661937855	6.743723063	6.799022011	6.566138797	6.670012839	6.713399006	7.688550978	6.656957942	6.856450839	6.993894052	6.71066602
hsa-miR-619-3p|MIMAT0003288	6.304545707	6.324280255	6.321760976	6.453264302	6.36101753	6.354131166	6.263542347	6.296750882	6.417810363	6.395093796	6.348908913	6.329838104	6.408056187	6.383336328	6.357879977	6.307246789	6.317119429	6.427165784	6.288034925	6.346219072	6.262653811	6.390315927	6.471577247	6.427956619	6.358318408	6.256682684	6.221359889	6.348684205	6.409536492	6.406838253	6.43697818	6.410488958	6.296284947	6.278790357	6.305627901	6.234975374	6.317995106	6.276578751	6.316670078	6.365733641	6.296135327	6.348346478	6.302098794	6.399715424	6.315840997	6.324563708	6.381073823	6.360407135
hsa-miR-620|MIMAT0003289	7.152731869	7.537754137	7.057409648	6.928468364	7.027731945	7.042917036	7.532458645	7.072210137	7.061146414	7.009897798	6.99392237	6.907819793	6.957001633	7.16372156	7.427389751	7.267841058	7.04389965	7.294627792	6.941835026	7.186948236	7.250070634	7.207103478	7.309219168	7.27846025	7.293935254	7.504765635	7.023848687	7.08378414	7.263012764	6.903856692	7.237170706	7.154001931	7.057555798	7.230689644	7.152429764	6.982633345	6.962876339	7.043005905	7.350251571	7.085578237	7.489829937	7.098333919	6.949994682	7.212274044	7.17251561	7.149405716	7.484359973	7.094506278
hsa-miR-621|MIMAT0003290	6.078624604	6.119131836	6.08577822	6.132525176	6.108478245	6.224930322	6.097672164	6.128576752	6.100118442	6.106448421	6.092104256	6.093400268	6.108434956	6.114269113	6.132026384	6.086507429	6.066622569	6.199508065	6.084331884	6.154334211	6.102672053	6.175477845	6.186503591	6.194356055	6.265912823	6.230587273	6.04818209	6.095095485	6.18822526	6.210453361	6.152254189	6.117221396	6.101181793	6.101535652	6.037597048	6.049055755	6.150267275	6.339816302	6.134977758	6.112493348	6.048956409	6.137869349	6.026765949	6.143111972	6.118593455	6.140120113	6.246530953	6.140075485
hsa-miR-622|MIMAT0003291	6.585071271	6.490940697	6.669656253	6.800386759	6.758310119	6.660747964	6.4757241	6.681353127	6.730692858	6.798647854	6.810362133	6.779183976	6.828676088	7.038507806	6.775349211	6.653688811	6.621796468	6.737700174	6.615129185	6.691710291	6.573339005	6.779834557	6.957913863	6.860060757	6.59605336	6.645605807	6.62391335	6.672705593	6.854413253	6.664734653	6.788374972	6.675877364	6.65144713	6.623799709	6.659117831	6.607821127	6.677826958	6.64588155	6.665510275	6.735616406	6.368810746	6.581129303	6.594518522	6.854481873	6.724827505	6.585709516	6.777358094	6.669673217
hsa-miR-623|MIMAT0003292	9.983952117	8.31027838	9.069213841	8.781504474	8.940415092	9.033061069	8.242202635	8.662396967	9.264661502	8.228148688	8.812333892	9.570308868	9.661971957	9.060496883	8.944869258	8.087803899	9.015301344	8.216593448	9.08836168	8.75714386	8.664640417	9.068407718	9.240840498	9.49394882	9.10937304	9.268879515	8.797930656	9.768340909	10.1420902	10.52291062	8.838376305	9.45521466	9.968555426	8.867456745	8.50704995	9.01884706	8.825971379	9.023400575	7.988442916	8.661924892	10.38166903	9.847500665	8.570068335	8.961191259	9.469314648	9.59225716	8.570435403	9.595855087
hsa-miR-624-5p|MIMAT0003293	6.319898447	6.270789548	6.383639884	6.461147672	6.506777149	6.484345554	6.331231687	6.309657442	6.423083161	6.335458768	6.373192855	6.399373086	6.401615596	6.469888033	6.394720934	6.289254885	6.361669839	6.429490789	6.329274931	6.398144857	6.344905708	6.384120995	6.473588387	6.447366563	6.403126751	6.247418977	6.378311554	6.420632515	6.532567624	6.378307538	6.495302776	6.346937802	6.368355444	6.304857483	6.356682379	6.268507672	6.325918549	6.32711536	6.311402742	6.40531925	6.348876016	6.338445215	6.344966772	6.369518005	6.305434421	6.405665143	6.38013318	6.382162058
