miRNA	T47D	COLO205	HCC_2998	HCT_15	KM12	NCI_H322M	OVCAR_3	OVCAR_4	HCT_116	HT29	MCF7	BT_549	HS578T	MDA_MB_231	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	SW_620	HOP_62	HOP_92	NCI_H23	NCI_H522	CCRF_CEM	HL_60	MOLT_4	SR	LOXIMVI	M14	MDA_MB_435	SK_MEL_28	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_5	OVCAR_8	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	CAKI_1	K_562	SK_MEL_2
hsa-miR-2276-3p|MIMAT0011775	8.333535613	7.696272413	8.661642501	7.775411707	8.265267701	7.913349468	7.127808447	8.086721223	7.824776632	7.956102965	7.774813222	9.409465125	9.117473993	8.103722242	8.393830309	8.04124004	8.780226401	7.861704889	9.010203805	8.018845526	7.669916677	8.681634847	8.027480304	8.765019574	8.599453677	9.039041973	8.981211083	9.958913336	11.29110497	9.319589807	8.265021864	7.764931387	9.248645065	8.414623404	8.713683781	7.481742955	8.199339698	8.167060974	7.857008894	8.324298728	8.483421179	8.186759539	8.768242874	8.453764242	8.591830064	8.956470667	8.785818188	9.30309902
hsa-miR-2278|MIMAT0011778	6.698304644	6.46217832	6.187893791	6.283290368	6.264969121	6.413264184	6.603810971	6.326920101	6.177832209	6.331157523	6.271582058	6.256934881	6.268479375	6.199063778	6.500435306	6.125194399	5.997877468	6.109769814	NA	6.108116952	6.382517529	6.233657041	6.148051845	6.137130569	6.260295247	6.697916217	6.318566912	6.497224896	6.240236794	6.246560719	6.1564949	6.369115463	6.436347678	6.333723302	6.054174728	6.587914494	6.37335613	6.435201154	6.214145136	6.20725454	6.715028563	6.124803975	NA	6.051278078	6.38128262	6.087315727	6.274209668	6.207299919
hsa-miR-23a-3p|MIMAT0000078	10.53109571	11.11306201	10.66430079	11.33998802	10.99298735	12.59952006	12.33959294	11.82866648	11.23523772	10.99823296	11.24600091	12.64999172	12.28993405	11.85989691	12.09048969	12.21708374	11.8489559	12.3373067	12.45882402	12.11300352	12.08856929	11.93752876	11.93237841	12.25326908	12.06077102	7.526836979	11.5702712	7.995991011	9.859571983	11.38763585	12.12191775	11.26761784	11.41660662	11.11748507	10.55337358	12.07423572	11.2457604	12.239704	12.0593434	11.96467676	11.71442347	10.86000514	12.58228201	11.95435742	10.67687879	11.06466332	10.19315891	11.74692035
hsa-miR-23b-3p|MIMAT0000418	10.96151735	11.44894472	10.31414027	10.9570308	11.0802054	12.10029857	12.07064823	11.61828307	10.68150941	10.68624087	10.90271522	12.25456479	12.09911039	11.80373779	11.73358038	11.98678336	11.83672592	12.37662909	12.4029965	12.07997115	12.19395585	11.79080313	11.65901247	11.88806822	11.46923381	7.526344024	11.01910816	7.96764694	9.408667388	10.6781857	11.77409494	11.03802758	11.044692	10.84606876	11.00665572	11.90853206	10.91398509	11.52380609	11.43315025	11.53861855	11.30574873	10.59640144	11.57305809	11.18847493	10.02561205	10.40479576	9.764803717	11.30223787
hsa-miR-24-3p|MIMAT0000080	10.1832782	10.79145859	10.11111061	10.93570391	10.86159823	12.04269127	11.53456096	11.4149454	10.47608927	10.89937976	10.60289011	12.06064778	11.25967308	11.20528219	11.01117135	11.30744121	11.46406263	11.79438225	11.92785282	11.82258486	11.56689067	11.20377531	10.85357303	11.43069129	11.05308883	6.90824639	10.01223355	7.429245965	8.800807418	10.73784118	11.15753074	10.08865834	10.66052817	10.71744147	10.6480028	11.42041497	10.72975353	11.42334539	11.42087484	11.5164419	10.30486939	10.08429676	11.65467246	10.94366173	9.881336776	10.21492992	8.801433952	10.79846254
hsa-miR-25-3p|MIMAT0000081	7.089317375	7.536224663	7.14193134	7.387299213	7.436125311	7.16648335	7.433841326	7.319483739	7.521231007	7.608039559	8.318800159	7.233539962	7.364513959	7.597777405	7.339117835	7.046113906	6.799142707	7.504292109	6.809042605	7.01936177	8.39601316	7.135488745	7.447741442	7.362596814	7.713243312	7.086280534	7.370948756	7.849266809	7.036656292	6.795733155	7.610819125	7.738290496	6.935521688	6.913265084	7.007615019	6.846032654	6.899933745	6.995787324	7.239272866	7.163431001	7.128371969	7.064667969	6.934137214	7.053889733	7.042173416	6.882719555	7.454340874	7.21563683
hsa-miR-26a-5p|MIMAT0000082	9.799165152	9.169089368	9.060845724	10.27152874	9.473189182	10.67777681	9.89922031	9.720698836	9.628731498	9.949410683	10.25562506	9.814935714	9.13735537	9.897445755	9.319459648	9.360846732	9.101529227	9.400121264	9.835763887	9.31054828	10.55254565	10.07598397	10.1057642	10.03480994	9.845201052	8.440635333	9.101134155	9.244270498	7.467098723	9.055443156	10.03083673	8.599864616	8.908112165	8.875833983	9.563254085	9.176926772	10.64242484	9.787616579	9.299063288	8.686264321	7.607084181	9.566420181	9.007968142	10.30720721	8.667639444	8.889664041	9.170709962	9.978186025
hsa-miR-27a-3p|MIMAT0000084	8.708440318	9.704522497	9.828037171	10.42653999	9.838516178	11.46587191	10.70266166	10.07414059	10.0384963	9.943659006	10.33720854	10.65346924	9.53433021	10.06174703	9.163326467	11.04386257	9.988169793	10.03698065	10.26103509	10.67580349	10.52477903	9.147739861	9.31942167	8.974842738	9.18048595	6.717392923	8.843246002	6.772071586	7.85551451	9.259444688	10.28015653	10.06835446	9.351817313	8.99533211	8.537166634	10.44178565	9.673299083	10.65161891	10.43637952	9.969124925	9.485181817	10.19879454	10.12658215	9.506271055	7.663796557	8.538960849	7.612758803	9.088390271
hsa-miR-27a-5p|MIMAT0004501	6.499955027	6.498341164	6.540197613	6.894909105	6.662545886	6.597547669	6.524076046	6.555581073	6.612228156	6.582372413	6.649205334	6.662461734	6.618312467	6.672696106	6.608780692	6.74809065	6.576150638	6.681809418	6.550601179	6.597190536	6.696987688	6.604746166	6.721535279	6.690686503	6.55653605	6.341578432	6.532520435	6.522800655	6.587012299	6.603202074	6.679461314	6.623321205	6.510237844	6.534390156	6.507789261	6.556206005	6.502080513	6.623975093	6.607554261	6.582685799	6.578368492	6.606605464	6.563560152	6.632480241	6.480707375	6.605587787	6.51967054	6.517135626
hsa-miR-27b-3p|MIMAT0000419	9.683544994	10.64613682	9.843620378	10.22277775	10.26286512	11.31304793	10.89036225	10.22718665	9.882409785	9.836080222	10.25957782	10.72874883	9.79337859	10.14200524	9.180808174	11.16030617	10.52980085	10.35993837	10.77960565	11.06859141	11.17391768	9.558059444	9.569945213	9.044207602	9.10731353	6.63189493	8.64554244	7.151060305	7.931087877	9.128225659	10.28465245	9.707505521	9.318862009	9.230900299	9.546131362	10.02390113	9.732342737	10.24227716	10.34540706	10.07904439	9.352268673	10.2640368	9.491986891	9.300626866	8.159153142	8.475148505	7.766432491	9.229930033
hsa-miR-28-3p|MIMAT0004502	6.631477179	6.607968377	6.530719649	6.614874232	6.548353777	6.654308399	6.533678744	6.528319208	6.59679522	6.5419234	6.49430983	6.560356628	6.637545363	6.485897894	6.623861686	6.481820607	6.463152067	6.530810618	6.55648824	6.51087134	6.65853532	6.610609822	6.585212945	6.546641924	6.656765304	6.669495679	6.537243644	6.674477568	6.562559285	6.579411633	6.587120127	6.611576508	6.565352489	6.560121384	6.514448225	6.507300705	6.619094126	6.556172681	6.504709627	6.578080844	6.512147037	6.621819267	6.588406429	6.457857928	6.562726807	6.498722569	6.559756708	6.60523728
hsa-miR-28-5p|MIMAT0000085	6.587057403	6.642711502	6.822590848	6.801184628	6.914537158	7.329186382	6.405607334	6.942873524	7.06711197	7.143024678	6.775952008	6.926442735	7.254423905	6.923414667	6.974711841	6.678824343	6.911870723	7.044266702	7.097576112	6.76605145	7.208128556	7.010611971	7.150240353	7.180121889	7.096671441	6.751263687	6.396867547	6.7556699	6.511043273	6.891161529	7.095535989	6.951842163	6.762281007	6.671565601	6.838731036	7.028592221	7.167604036	6.909083758	6.801389276	7.061607534	6.508798238	6.877716389	6.884257421	6.906095655	6.602566967	6.652657615	6.580465356	6.84930404
hsa-miR-296-5p|MIMAT0000690	7.03287288	7.505391681	7.127284985	7.283079924	7.166294009	7.35539662	7.169283506	7.162951795	7.26536867	7.234361318	7.329871093	7.243000279	7.337898602	7.449446878	7.128587116	7.185013273	7.096619546	7.518984488	7.1364807	7.32515445	7.39463881	7.395270036	7.53785864	7.408173853	6.975233218	6.673270123	6.925418108	6.965340703	7.389440158	7.431547488	7.415097114	7.17826674	7.064042802	6.937570899	7.001429004	6.900524234	7.146487567	7.24969457	7.056448058	7.194082178	7.296898125	7.152074111	7.085789456	7.216055461	7.350194285	7.396300079	7.257804875	7.184067022
hsa-miR-297|MIMAT0004450	6.42182659	6.38908958	6.442647797	6.444715587	6.473867316	6.430287215	6.490588911	6.418588153	6.481538063	6.484984489	6.429839513	6.397376345	6.461577467	6.472965107	6.47284625	6.4272522	6.428348146	6.439819393	6.398077934	6.456703169	6.373832601	6.454128868	6.540840404	6.522359062	6.430516307	6.435887225	6.373771843	6.487225353	6.48835623	6.396610257	6.505458268	6.426393527	6.439549301	6.366061515	6.456403742	6.417556084	6.484756851	6.462791823	6.428745022	6.427164275	6.560026576	6.39344499	6.400520756	6.469262245	6.43848707	6.429274735	6.46084651	6.428361784
hsa-miR-299-3p|MIMAT0000687	6.93995688	6.664424695	7.034247122	6.908674632	6.823569313	6.979871141	6.658285576	7.185871111	6.881124168	6.767960959	6.802019312	7.009370703	7.0962727	6.907587252	7.522506928	7.248733276	7.033828609	6.749713735	7.373262939	7.230043559	6.652370489	6.970877619	6.789666665	7.073504934	7.306435678	7.356777332	7.24066176	7.165950056	7.344919491	6.854084	6.819764543	7.192150427	6.884269447	7.593949427	7.251386736	6.883997301	7.017016564	6.885149944	7.155349701	7.100034013	6.636262006	7.052185167	6.975262849	7.393571967	7.476375717	7.3486879	6.90116472	7.17183586
hsa-miR-299-5p|MIMAT0002890	6.829523188	7.02368534	6.618213464	6.726334954	6.781147617	6.678880874	6.992252491	6.652909875	6.701677374	6.749783791	6.67835371	7.08820174	7.523424875	7.020360362	7.048383408	6.967368251	6.713812765	6.662142643	7.036481385	6.801686041	7.106142994	6.8315789	6.847044545	7.179713328	6.733491533	6.977903529	6.677733999	6.725100513	6.857161034	6.762974142	6.829210378	6.629120715	6.758248976	6.649861336	6.608246693	6.633183691	6.605056478	6.630898719	6.583275535	6.621728371	7.290526891	6.834042563	6.647518182	6.667595241	6.579669916	6.660907037	7.609753797	6.699639408
hsa-miR-29a-3p|MIMAT0000086	7.464659928	8.945072951	9.183504272	9.455600273	9.274005485	8.389636426	7.662451593	8.889627704	9.536491327	9.291357136	7.929212409	9.040169068	8.576290596	9.414575979	8.828285068	9.194571482	8.822940331	9.059373102	8.865101781	9.055636931	9.312974843	8.902239245	9.64062457	8.773504694	8.483420176	7.390944678	7.421242084	7.846188045	7.716006549	8.921438651	9.148069137	9.427046014	9.265429851	8.515894643	7.988836611	9.49978906	9.497316504	10.02821874	9.163703428	8.994182653	8.395382499	9.701640162	8.970196766	9.438034764	9.178492928	9.118979311	7.321731033	9.028072979
hsa-miR-29b-1-5p|MIMAT0004514	6.535709771	6.882968844	6.92478597	7.269000268	7.191932489	6.617187434	6.526301061	6.817846553	7.314677674	7.12939081	6.689436754	6.937276659	6.915019872	7.351746368	7.076304419	7.438736877	6.771773199	7.012231006	6.746410032	6.808187052	7.073415271	6.942977071	7.259221875	6.861138512	6.813794079	6.2994239	6.656125509	6.650196721	6.748586091	6.897463012	7.266479631	7.094490324	6.749731004	6.628257195	6.675784655	6.943043436	6.847970988	7.065682105	6.991718645	6.910711729	6.618353658	7.25634026	6.668615666	7.154076299	6.762905607	7.189266113	6.678627949	6.850082302
hsa-miR-29b-3p|MIMAT0000100	9.178068371	10.52630443	10.25488152	10.69278019	10.86092821	9.91767239	7.908935985	9.587540517	11.29283842	10.82102583	8.737467658	8.935558912	7.571084728	9.438831821	7.956491135	9.993464403	8.598808591	9.095194314	8.155448199	9.942786105	11.00598477	8.546252346	9.926612914	8.018290859	7.818388497	8.496941285	7.073900248	7.802564084	7.002663522	9.206905318	9.606630161	10.25101967	10.07262385	9.121360275	8.428387357	10.19145958	11.10506595	11.59501285	9.932117022	9.537553541	8.503722798	11.23058432	9.615926062	10.69252575	9.603726564	9.730202823	7.018496203	8.9001604
hsa-miR-29c-3p|MIMAT0000681	8.601194948	8.636217687	7.597793552	8.005560128	7.990936646	7.730253328	7.0118223	6.962221871	7.885072669	8.056617152	7.469327887	7.046913332	6.764248852	7.611644252	6.751418842	7.241876236	6.944784957	7.322923707	6.858900326	7.496959037	7.999483046	7.172723716	7.88668193	6.805422636	6.855665377	8.033262989	7.199182721	8.084111458	6.767059174	7.005338196	7.020656854	7.826088679	6.997192571	6.869881846	6.934469939	7.709107962	8.5436613	7.946784689	7.689712528	7.176829374	7.179531326	7.813987935	7.28135236	7.550476887	7.122000375	7.317503732	6.695733203	6.925902064
hsa-miR-301a-3p|MIMAT0000688	9.265744199	8.127274845	7.570719422	8.818519688	8.829123655	9.004622109	8.905115746	7.526309667	8.825088568	9.195470566	9.973405175	7.515568692	6.701935106	7.659404511	7.164905489	7.018050604	8.063624549	7.836605811	7.005424247	7.719866537	8.311223559	7.865399385	7.151474066	7.43770684	8.798249683	7.223525483	6.570260527	7.52957949	6.540375176	7.550147087	7.511911362	6.815966477	7.212493839	7.697108903	8.119217282	8.003317133	7.735063655	8.231524011	7.971960802	8.270960755	6.5937318	7.160078163	7.20832294	7.198129779	6.811184559	6.851455168	7.167863384	7.752698753
hsa-miR-301b-3p|MIMAT0004958	7.4670785	7.311348451	7.087685007	7.958556116	8.030273716	7.980063123	7.574573792	7.164648248	7.974609577	7.897345717	7.508354914	7.136670826	6.914773003	6.991365795	6.994968582	6.696137744	6.852815722	7.084055384	6.673803299	7.198388226	7.559721524	7.255332986	7.17718398	7.177253792	7.465033325	6.872025591	6.689301726	7.301995254	6.920004188	6.838766023	7.218912821	6.69046816	6.86306715	7.323639273	7.15582368	6.755306221	7.003098662	6.898652947	7.213333655	7.555129491	6.662973921	6.65839658	7.078100931	7.000278321	6.661690065	6.736660612	7.728535419	6.846216765
hsa-miR-302a-3p|MIMAT0000684	6.540462698	6.765948125	6.556241749	6.628396779	6.653986287	6.544770293	6.540194566	6.590742066	6.655243839	6.675840812	6.683738554	6.610097284	6.69950071	6.712912881	6.659767837	6.582765335	6.55228036	6.768931698	6.546317473	6.638352574	6.76190956	6.720271891	6.897658295	6.854085663	6.62580743	6.439017816	6.53010169	6.589641345	6.75338467	6.572898312	6.759663016	6.541229593	6.511569414	6.517194716	8.39576492	6.416252886	6.654143755	6.532366085	6.560525578	6.631877668	6.725068876	6.566123132	6.569264264	6.643191727	6.518081516	6.614162718	6.688011059	6.607249097
hsa-miR-302b-3p|MIMAT0000715	6.480825659	6.574854833	6.450282362	6.500585586	6.46537925	6.435337336	6.53282003	6.473348386	6.473179418	6.43512396	6.464173574	6.423448448	6.473369401	6.481916527	6.558211094	6.429381063	6.438099087	6.538473116	6.433944116	6.516726516	6.606804578	6.503288351	6.593681448	6.568856741	6.436590261	6.237398319	6.436870086	6.489237213	6.53568157	6.442727426	6.498413786	6.487459524	6.472542013	6.458252162	10.42755342	6.410404253	6.467548264	6.426704708	6.420198339	6.512587105	6.570151323	6.46625276	6.429478977	6.496660751	6.501757729	6.505379286	6.510217253	6.469447143
hsa-miR-302c-3p|MIMAT0000717	6.329377442	6.504091317	6.545273199	6.62768207	6.674509026	6.520495429	6.397490956	6.505158315	6.581090227	6.666814148	6.637871136	6.686460497	6.708796063	6.720636584	6.631420983	6.55486536	6.535603067	6.577951628	6.516742257	6.642918732	6.648856394	6.619716978	6.772377414	6.691962784	6.578900643	6.758978123	6.512042452	6.566363134	6.633956964	6.57116837	6.683450685	6.622201617	6.453541772	6.489929504	7.536382661	6.408421382	6.517219752	6.514415814	6.54047856	6.74041554	6.408795278	6.410194995	6.545408867	6.605968058	6.511450827	6.49889767	6.884848358	6.571632289
hsa-miR-302d-3p|MIMAT0000718	6.479900549	6.600114737	6.517124858	6.601910327	6.527748778	6.490194399	6.598241423	6.524341394	6.609824775	6.522811271	6.535763689	6.477551073	6.571946363	6.552555375	6.556431756	6.516256832	6.49670376	6.669708006	6.486793442	6.60343753	6.613295746	6.651589292	6.81570528	6.791179178	6.503139394	6.400347101	6.510455213	6.548220604	6.720781365	6.480450982	6.709730959	6.53090261	6.461866518	6.452238136	8.875585244	6.361573306	6.431112669	6.4525472	6.526112166	6.60244703	6.578592289	6.501065457	6.525783567	6.60608565	6.467856555	6.638788565	6.640262248	6.5527236
hsa-miR-30a-3p|MIMAT0000088	8.10297907	7.83527532	7.54619897	7.771114731	8.168579266	9.007663625	8.77253367	9.451269276	7.837345986	8.161984021	8.256534258	8.213157694	7.518198216	8.646262615	7.539207045	7.747112879	7.935854141	8.547039182	8.062071134	8.345318249	8.032842005	8.414245961	8.270419972	8.388325519	8.847963109	7.386117081	7.586068209	7.766728502	6.862310571	7.450088428	8.051137028	8.480943947	7.787531661	8.31870023	9.724612026	8.743274958	9.212869623	8.85138839	7.826152616	8.649781114	7.827030401	9.394096509	8.409258365	8.837879585	9.429101973	9.219768951	7.513007566	8.228587864
hsa-miR-30b-5p|MIMAT0000420	9.166062485	9.269254682	8.907847098	8.970283217	9.530212508	9.707700419	9.453739494	9.851499591	9.088193519	9.398132047	9.409880526	9.703272756	9.234031641	9.703562041	9.398586343	9.059893345	9.041262308	9.663451335	9.200890532	9.315789645	9.373390003	9.545665338	9.571197526	9.979569767	10.22253373	8.943345198	9.315911133	9.715689097	8.669136065	9.470494362	9.656318342	9.777362395	9.483498337	9.164594098	9.633500801	9.598860753	9.755483702	9.456583329	9.151128445	9.389141537	9.007137316	9.664166967	9.275746667	9.124963195	8.778480201	8.92447414	9.249877964	9.861044353
hsa-miR-30c-5p|MIMAT0000244	9.353711592	9.76249094	9.211726401	9.573129307	9.949042061	10.96398525	10.49186279	11.26579204	9.637357914	10.12022019	10.18131881	9.978866587	9.090064326	10.63528216	10.19496104	9.16274437	9.053184181	10.7107433	9.238213357	9.998046968	9.921094785	10.50815599	10.50638783	10.97613112	11.89002332	8.509995307	10.20917458	10.25247566	8.108762755	8.838175218	10.25936728	10.53543137	9.21148525	9.200488508	11.1988542	10.56239649	10.56495194	10.05931554	9.468232933	10.07001223	9.050649497	10.95144733	9.218209047	9.769599322	9.718125769	9.617498962	9.764383903	10.50889577
hsa-miR-30d-3p|MIMAT0004551	6.413646274	6.481301159	6.416468723	6.476636894	6.572354952	6.463099717	6.22166064	6.429767424	6.65077876	6.612511703	6.529200758	6.56008788	6.534428177	6.572756123	6.481740032	6.426307302	6.428138533	6.497524939	6.459837793	6.468217366	6.53865405	6.518491971	6.570583849	6.529776274	6.53241112	6.622382161	6.349960444	6.451118729	6.46993978	6.434897126	6.539020643	6.601001064	6.424489595	6.465952567	6.461924903	6.423243998	6.474966301	6.462969784	6.439260721	6.442992846	6.402395138	6.378346344	6.434747329	6.452503476	6.46274241	6.414871956	6.423380288	6.460766709
hsa-miR-30d-5p|MIMAT0000245	8.30509874	8.372434665	7.745617883	8.113304142	9.328873986	9.458430913	8.529736766	9.560845647	8.257400286	9.348968001	9.021224146	8.740486791	8.072911029	8.882338177	7.683449007	7.818249729	7.819300995	8.699160698	8.114098248	8.386763705	8.676019961	8.48627978	8.843959958	9.480977959	8.299963035	7.401366772	8.107830434	8.418463192	7.082615041	7.902110392	8.896933998	9.127225071	8.377522262	8.9485725	9.04999286	9.017360802	9.711686916	8.885959996	8.28908157	8.888695973	7.815066343	9.164750075	8.73432222	8.491437213	8.833606079	8.665792643	8.049372107	9.105961612
hsa-miR-30e-3p|MIMAT0000693	7.059785666	7.412360539	7.146084638	7.53283042	7.250820316	7.986047222	7.839902714	8.163363907	7.440057859	7.225776915	7.335003461	7.542895466	7.228368622	8.125623082	7.407821328	7.10715356	7.046088918	7.958577214	7.085274322	7.466912254	7.606921713	7.604275061	7.796983769	7.460082885	8.520898804	7.00311909	7.233306313	7.464073381	6.918721294	6.933271917	7.643551675	7.289704841	6.991889953	6.939192459	8.014680079	7.549276607	7.646627032	7.450721252	7.08353681	7.420881901	7.074445515	8.240365104	6.94135416	7.589768483	7.579778438	7.58274873	7.318766221	7.181709674
hsa-miR-30e-5p|MIMAT0000692	8.847590416	9.475698806	8.892559149	9.180380586	9.165566168	9.914091263	9.743536296	9.927716042	9.315013169	9.066140203	9.222594182	8.555437391	7.35733293	8.639301532	7.242082831	8.524388583	8.284530742	8.963417741	8.273018987	9.284697813	9.62044615	8.091354901	8.487627576	8.103963972	8.51289133	8.662844828	7.861311642	8.235502023	6.728662409	7.614859903	9.163576397	8.765309577	8.67621342	8.482459123	9.190341003	9.017208924	9.396621143	8.871468086	8.883638283	8.6893053	7.557121149	9.799403909	8.136341267	8.995111037	8.312809574	8.119228481	8.308206895	7.947686333
hsa-miR-31-5p|MIMAT0000089	6.336025796	8.173045036	6.451321807	7.95639962	9.604754394	6.356872412	10.71929173	7.295045662	10.46403854	10.56068017	6.37848269	9.096946121	7.927236353	6.386975194	6.44712613	8.549467757	7.858934365	6.981415411	7.450065614	8.391496731	7.276691727	9.16417701	8.389464973	7.400720503	9.456031778	6.398894785	6.291665179	6.378070012	6.4093551	8.656420015	6.912842493	6.40834481	6.746292302	6.384343404	6.517170317	7.568168677	8.405393367	7.952933891	9.357980437	8.850143285	7.448869238	6.366688919	7.304708753	6.748190166	7.67571958	7.892147048	6.365768256	6.667287251
hsa-miR-3180-3p|MIMAT0015058	8.554271885	7.315215914	7.591726021	7.632316257	7.667950117	7.653268632	7.300467761	7.546525874	7.775802615	7.299438973	7.591442987	8.048583226	8.109416403	7.783336448	7.616244789	7.220038878	7.678913948	7.213032501	7.840452574	7.470319953	7.634570262	7.759741953	7.841390947	8.097637211	7.875328652	7.89487717	7.57892771	7.997263561	8.396543152	8.732488202	7.844727056	7.981024674	8.349740382	7.685443774	7.630012236	7.493889683	7.52646522	7.666723613	7.120993672	7.653811942	8.799022022	7.839869158	7.620677289	7.710566207	7.799677711	8.093430854	7.700862259	8.039691229
hsa-miR-3187-3p|MIMAT0015069	11.36522864	11.60030558	10.44138275	10.69765458	11.44568512	10.78905171	11.38988785	10.26501792	11.7427986	10.932918	11.24924064	10.35618891	10.68385519	10.48356891	10.28895709	10.29082595	10.08693699	10.21720748	9.706144202	10.6095675	11.62968552	10.93893895	10.28070986	11.39506574	10.63417623	9.879308062	10.52006155	9.856028338	9.361049905	10.21305597	11.04546741	11.78082757	10.58753413	10.36803262	10.7980612	11.06453707	10.97631051	10.84910382	11.18806797	9.374992184	10.10552379	11.76061664	10.48037196	10.00575616	10.07188052	10.17800747	11.22890949	11.24361539
hsa-miR-320a|MIMAT0000510	9.21077043	9.335563608	9.312877053	9.899342634	10.004006	8.62623801	9.837860658	9.14310481	9.651230739	9.160652639	9.328640127	10.21910644	9.984441061	9.386887013	10.24649655	9.427860906	9.871662152	9.678034468	9.51910375	9.484933438	10.46669168	9.350203734	9.059592269	10.00229418	9.716421298	8.079796943	8.729214457	9.279001681	8.818511822	9.067314721	9.555206757	8.974888454	8.881488011	9.135654264	9.51188846	8.345159876	8.869985179	9.142945207	9.317218067	8.862930305	8.805253124	8.510700298	9.366074881	9.277827494	9.341794511	9.036787098	9.715154221	9.644812784
hsa-miR-323b-5p|MIMAT0001630	6.316613689	6.294211272	6.486646732	6.5730097	6.59296662	6.462626243	6.307064871	6.48917073	6.598854071	6.622572784	6.660367632	6.577009883	6.731795428	6.786592178	6.620456097	6.509795656	6.479971508	6.62939355	6.454676686	6.520812777	6.549313635	6.627011618	6.798394121	6.76654921	6.554425891	6.493329841	6.462927614	6.488296197	6.620512025	6.473341765	6.654044065	6.478760297	6.453821596	6.451690665	6.43321613	6.421984839	6.475486025	6.489185827	6.531425271	6.559148735	6.338471486	6.505660079	6.487706457	6.588205695	6.482171477	6.556864023	6.647998852	6.563927924
hsa-miR-324-5p|MIMAT0000761	7.002582344	7.540612666	7.389337269	7.637981284	7.310800128	7.550306171	7.49652692	7.369146743	7.501175667	7.452726296	7.713745376	7.409764751	7.652330377	8.16115104	7.641479569	7.907339502	7.243481768	7.882214071	7.259609773	7.651094018	7.489201446	7.622091893	8.011353863	7.781645801	7.790454547	6.673084027	7.305651421	7.284071686	7.428852226	7.182579973	7.772200495	7.632497509	6.969132919	7.044368015	7.205833772	7.142478562	7.168872877	7.249345099	7.505575478	7.411393979	7.012224161	7.484576767	6.984023514	7.362226611	6.779032057	6.96054686	7.577893877	7.383851158
hsa-miR-325|MIMAT0000771	6.263350622	6.469587147	6.492412627	6.56153509	6.542319564	6.446702863	6.313879872	6.458855516	6.488471643	6.546443721	6.556689163	6.588114741	6.633291737	6.669110014	6.533176781	6.52187981	6.44702015	6.575715179	6.490199048	6.472349188	6.774968481	6.583367666	6.690158079	6.622514835	6.495273465	6.495996844	6.391992352	6.507871972	6.535913203	6.505762927	6.617872625	6.496936178	6.481048189	6.417144078	6.494618937	6.393047625	6.384156017	6.486431434	6.455315778	6.504599408	6.386484523	6.367733271	6.481584651	6.555081384	6.472606445	6.455326606	6.601568923	6.432800896
hsa-miR-32-5p|MIMAT0000090	7.230929582	8.347254712	7.738771335	7.986883775	8.714353062	8.78781573	7.151750909	7.084779366	8.21870844	8.659462191	8.250011019	7.272381943	7.314747895	7.373300674	7.29776579	7.046763606	7.084125861	7.473712769	6.922243191	7.348892668	8.074820075	7.280850516	7.666051921	7.51517067	7.011097409	7.532359659	7.009863191	7.043526334	7.475183174	6.918331808	7.356635702	6.941280067	6.955189259	6.862643986	7.431874352	6.72207076	7.794480512	7.523401785	7.579257359	7.148859454	7.145527731	7.190904671	6.993710682	7.351142836	6.88205686	7.189230915	7.19267698	7.098972047
hsa-miR-326|MIMAT0000756	7.294602834	7.779392603	7.057701676	7.506076064	7.422211004	7.279980658	7.572398051	7.179597731	7.42401572	7.440489153	7.57252818	7.577799893	7.881754145	8.083282631	7.651434404	7.109082836	7.139980127	7.265762508	7.1151159	7.222905443	7.728380391	7.507674259	7.671768096	7.823954723	7.377684702	7.998996436	7.421939368	7.547281944	7.878729258	7.19020113	7.550795677	7.228977939	7.527009592	7.15482793	7.1551464	7.014899502	7.054863768	7.224678896	7.056380711	7.24933084	7.918433543	7.063101248	7.084913807	7.299011046	7.247500797	7.400419147	7.214069734	7.20578051
hsa-miR-328-3p|MIMAT0000752	6.437950402	6.432846023	6.347025032	6.365194986	6.38153365	6.481247379	6.434958404	6.317492624	6.383978135	6.38743731	6.441548805	6.628783681	6.359708357	6.372736207	6.386985838	6.299596139	6.371866935	6.403665545	6.348466983	6.399837849	6.432237293	6.443055174	6.451398026	6.564149485	6.483579176	6.316828237	6.32680675	6.809752369	6.430537908	6.360345411	6.401723404	6.476921915	6.384388191	6.409351977	6.339349712	6.248595389	6.394112874	6.306038261	6.266848875	6.390225191	6.421013064	6.363330697	6.288042978	6.407051302	6.359126651	6.371559041	6.422268355	6.350795734
hsa-miR-329-3p|MIMAT0001629	6.357210117	6.34513161	6.286025516	6.429886195	6.387257584	6.342259944	6.361579636	6.40816692	6.402858578	6.42211491	6.397772465	6.727272749	6.925793706	6.387208112	7.470968063	6.721178452	6.467142263	6.434838381	6.94471621	6.815165695	6.357705914	6.488681768	6.406554944	6.960689084	6.394120478	6.459593509	6.316536885	6.401495481	6.446655326	6.393838614	6.410414801	6.379657885	6.37553086	6.351882025	6.347854221	6.235756621	6.363643975	6.341196623	6.413266375	6.286031423	6.314577716	6.542011568	6.322669949	6.396593354	6.343179703	6.38206365	6.400545227	6.359333452
