miRNA	BT_549	HS578T	MDA_MB_231	T47D	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	COLO205	HCC_2998	HCT_15	KM12	SW_620	A549	EKVX	HOP_62	HOP_92	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	CCRF_CEM	HL_60	MOLT_4	RPMI_8226	SR	LOXIMVI	M14	MALME_3M	MDA_MB_435	SK_MEL_28	SK_MEL_5	UACC_257	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	SK_OV_3	DU_145	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	UO_31	CAKI_1	HCT_116	HT29	K_562	MCF7	SK_MEL_2
hsa-miR-449b-5p|MIMAT0003327	6.379444819	6.36826402	6.39430066	8.381336647	6.368763142	6.327367599	6.382418371	6.38491153	6.333711219	6.329692777	6.406846567	6.387523704	6.511269754	6.414023062	6.429021152	6.404882303	6.381605644	6.344300736	6.46433884	6.369605225	6.416740153	6.405091087	6.347560358	6.351618706	6.588583783	6.309433554	6.355998999	6.406896946	6.415648184	6.316527566	6.401395662	6.341714373	6.40223638	6.451334238	6.399292588	6.408087559	6.382597108	6.404309179	6.322290597	6.462735838	6.39825103	6.4088353	6.364296376	6.403688933	6.455756215	6.374974457	6.336633129	6.487973703	6.342540751	6.347389227	6.435344977	6.364500177	6.38851528	6.415676036	6.53430089	6.333273164	6.40038375	6.407534397	6.340663109
hsa-miR-450a-5p|MIMAT0001545	7.32822302	6.666274483	6.714402404	6.517139195	6.91180649	6.786249188	7.097311639	6.993451905	6.915693469	7.250181463	6.623975298	6.555595138	6.563876812	6.550447278	7.055661088	7.091416026	6.9759721	6.871488356	6.828649286	7.057411564	6.798672842	6.871764702	6.66987154	6.621831378	6.792016386	6.579693441	6.650476092	6.550790993	6.56753561	6.519466582	6.844196916	6.52187794	6.62383828	6.606188648	6.63178456	6.614821662	6.665248483	6.725938659	6.531652112	6.951635753	6.76177824	6.618026331	6.638709917	6.55587835	7.169114506	6.979341663	6.990436178	6.901906039	6.843947386	6.87076157	6.941621301	6.577695736	6.623372524	6.543837586	6.554715686	6.579578565	6.643817054	7.206380708	6.542406812
hsa-miR-451a|MIMAT0001631	6.615910995	6.519302563	6.567862039	6.304500696	6.353307107	6.321161058	6.341147874	6.351668858	6.385009697	6.310356949	6.378280717	6.379853951	7.257789307	6.649002493	6.382927244	6.293356795	6.270967267	6.384307275	7.248560799	6.376232689	6.310373339	6.371232623	6.302223842	6.300226689	6.928925143	6.510972323	6.671666405	6.310365954	6.668902919	6.3357275	6.356274484	6.570405276	6.535462749	6.289334294	6.291074564	6.527061856	6.234590768	6.231956276	6.431825689	6.420660417	6.249872446	6.300137265	6.537648752	6.585865818	6.522593365	6.271986194	6.289295721	6.31560055	6.251522	6.140358064	6.243732306	6.194532525	6.327900977	6.193305012	6.65761512	6.533608862	10.76240593	6.501834202	6.324029374
hsa-miR-452-5p|MIMAT0001635	7.75896687	7.0792508	7.931821632	6.802283394	7.017794517	7.15004318	6.834663138	7.421112977	7.070555967	7.041012293	7.167692654	7.053116478	6.860572153	6.775861166	6.910019147	7.772438845	6.989600016	8.311984488	7.748550911	7.589409933	6.783664409	7.216371385	6.987222121	6.773375932	6.873507773	6.732448876	6.818076335	6.861161241	7.107133169	6.975980302	6.583779371	6.620429965	6.9992397	7.064816309	6.9310503	6.740868149	6.785171076	6.790062053	6.914583882	7.017791283	6.966136562	7.330938151	6.826962632	7.220235959	6.81739347	6.773322018	6.738176147	6.89087154	6.869549817	7.104745736	7.190861879	7.103647167	7.272670965	7.509432201	6.836628331	8.567915859	8.099682952	6.721483855	6.741532209
hsa-miR-454-3p|MIMAT0003885	6.408889119	6.467783231	6.445165208	6.416807919	6.423864136	6.380870018	6.367042061	6.453904768	6.327557992	6.402470612	6.393064518	6.410025969	6.440485725	6.436532005	6.481080604	6.456009581	6.433901415	6.3962001	6.436626049	6.395712003	6.39955413	6.410828563	6.390642181	6.458491541	6.349358213	6.268879032	6.493502327	6.354622261	6.407117567	6.381658102	6.419353111	6.386089009	6.359364108	6.365655599	6.395377169	6.426632509	6.310180219	6.369146654	6.445698515	6.451214952	6.347486822	6.304899316	6.469551656	6.413744206	6.410725854	6.366311446	6.406873181	6.398691912	6.365970263	6.3054802	6.382310289	6.359594491	6.387892032	6.387384933	6.416135139	6.448058206	6.461703026	6.463865778	6.343856812
hsa-miR-455-3p|MIMAT0004784	6.275623838	6.797556897	7.01380205	6.371162181	6.706655303	6.724118401	7.409728245	7.307044271	7.379827284	6.922653174	6.256124884	6.148997853	6.269102646	6.356361105	6.228196165	6.789073054	6.316086022	7.207459581	6.470791483	7.297392719	6.343207072	6.275664752	6.980712021	6.41103215	6.091617001	6.083033117	6.18076923	6.199218028	6.204942504	7.951047677	8.164483897	7.145148718	6.913248001	6.33592151	6.609657873	6.682434121	7.176931992	7.010066655	7.274670926	6.617962412	6.518272055	6.282767206	7.178754533	6.379405499	6.471888623	6.235333499	7.612232515	7.76952576	7.20930964	7.24034176	6.884483847	6.502173236	7.17138869	6.489152346	7.045707545	6.422550336	6.183351133	6.355428225	6.750287693
hsa-miR-455-5p|MIMAT0003150	6.419278291	6.543748627	6.60744012	6.388091553	6.47094243	6.687194375	6.953514914	6.620424763	7.044887621	6.746913264	6.434422559	6.390543305	6.419664836	6.538009993	6.407502795	7.055448663	6.485219967	6.533487961	6.467792662	7.011427208	6.422197392	6.477490697	6.509226829	6.417767537	6.741002335	6.298113349	6.374886337	6.389460729	6.422825387	6.990070161	7.295366143	6.422297873	6.58311813	6.448902123	6.480300189	6.434378618	7.032929526	6.895398219	6.6102374	6.49814458	6.535497529	6.432420432	6.923407436	6.51874059	6.51955822	6.42595031	7.269390473	6.814905211	6.918007194	7.171389091	6.954773253	6.71793646	6.967010937	6.806692582	6.790120076	6.524538358	6.37234035	6.523877649	6.502019
hsa-miR-483-3p|MIMAT0002173	7.553534073	7.549906761	7.498669974	6.937502866	7.273348495	7.039181652	7.177448702	7.30320719	7.039684245	7.12432241	7.364647133	7.084203931	7.136034762	7.234100142	7.331133802	7.301560052	7.293217198	7.257154373	7.562433961	7.010498552	7.655691612	7.081690642	7.37222056	7.263342391	7.15593683	7.243564331	7.600026049	7.395417505	8.156986882	7.533093636	7.370244823	7.3442656	6.948343369	7.21437762	7.166596776	7.471118395	6.873175769	6.988625265	6.765463829	7.08476875	7.065218144	6.868682437	7.034607929	7.050669541	7.0167489	6.995307374	7.036312955	7.363265148	7.008325798	7.034533919	7.235506057	6.893689621	6.972871637	7.23243926	7.103685054	7.07727622	7.384092339	7.161395852	7.226882483
hsa-miR-483-5p|MIMAT0004761	8.962973808	9.932822494	8.28885171	8.301817128	8.625352415	8.299690458	8.227007099	8.154483271	8.364299585	8.30716178	8.095145126	8.052524161	8.2152297	8.07242687	7.823709412	8.337280037	8.549472955	8.377655216	8.361533646	8.789796262	8.578646642	8.26403721	8.493172466	8.65205979	8.920151504	8.239952849	9.421574817	8.910245912	10.15958449	8.479364443	8.196258012	8.167264775	8.246092741	8.254661892	7.839567082	8.413203323	8.911963238	8.4608557	8.156526462	8.033968831	8.309637006	8.265758981	8.288369806	9.705368229	8.228843453	8.237458034	8.396535893	8.585520426	8.040893266	9.079365826	8.313221404	9.175436087	8.015067478	8.677292642	8.167928264	8.055989174	9.115739911	8.280937899	8.550855578
hsa-miR-484|MIMAT0002174	6.880443182	7.083052402	7.149623341	6.809297748	6.896881803	6.887928898	6.737389115	6.916842861	6.727024791	6.889352569	7.127246497	6.814998504	6.930694921	7.061804521	7.245821588	6.914900371	7.039733279	6.991235928	7.044053075	6.804642125	7.046079158	6.72918488	6.852150066	6.799024241	6.474910219	6.820573453	6.986274714	6.746350092	6.895165991	6.755234843	6.930046553	7.002581501	6.7277788	6.671264575	6.88799449	6.944395676	6.682306137	6.73250726	6.658718192	6.871978016	6.848418909	6.736016336	6.798059893	6.941287709	6.803086002	6.748366065	6.801138541	6.998136612	6.792853882	6.762183145	6.926752789	6.738667442	6.751444375	6.861741714	6.806484062	6.931605472	6.812166557	7.030699008	6.775898848
hsa-miR-485-3p|MIMAT0002176	6.528877782	6.703569474	6.425796053	6.485116428	6.805397858	6.610758637	6.467809772	6.421912604	6.676031042	6.470547664	6.439967448	6.475149393	6.419461133	6.454006035	6.898238392	6.388975548	6.732334221	6.486639767	6.490294217	6.374527926	6.555892072	6.41606195	6.405784429	6.462695576	7.343483894	6.310031167	6.603335676	6.620109677	6.52638835	6.487688313	6.420562345	6.436688154	6.469930291	6.26979256	6.694866938	6.439688317	6.373894326	6.441318994	6.449797074	6.306206209	6.397675858	6.386140367	6.463200278	6.596183789	6.44041508	6.41035506	6.343625199	6.51486138	6.397620957	6.362558301	6.426390685	6.366746039	6.441713684	6.446657801	6.436332232	6.515957009	6.405443415	6.440246222	6.421430923
hsa-miR-485-5p|MIMAT0002175	6.464507471	6.511731834	6.502267379	6.446776301	6.556353939	6.517609863	6.393626021	6.464860224	6.418274412	6.554241525	6.495229877	6.513437078	6.539236681	6.522576357	6.617941242	6.548409507	6.587258114	6.500345367	6.576534723	6.536385534	6.525430767	6.52722245	6.554431575	6.503646292	6.667930808	6.434640019	6.459909364	6.527460209	6.524612573	6.440780809	6.579869934	6.529288625	6.546396597	6.486738425	6.498434754	6.504732316	6.472770312	6.395165357	6.379535223	6.384664334	6.456032993	6.369831499	6.458097689	6.494565546	6.458799748	6.483811161	6.469623658	6.405275803	6.529503758	6.415877601	6.444490283	6.439107491	6.493594813	6.509559864	6.533040794	6.50018158	6.499067111	6.578733528	6.553796161
hsa-miR-486-3p|MIMAT0004762	6.324651709	6.841160126	6.319233556	6.427703022	6.333108261	6.40694054	6.696133278	6.273509291	6.328457644	6.746344129	6.286000371	6.228310952	6.257287496	6.253823667	6.458045878	6.4049413	7.030187322	6.357321346	6.254471869	6.294448002	6.390818484	6.491648106	6.586547204	6.512364892	6.337311456	6.629266677	6.375195273	6.434857749	6.323553687	6.538911658	6.614306788	6.676315001	6.880093488	6.715313819	6.594493613	6.799883468	6.60707467	7.181470724	6.436772285	6.379911423	6.338347694	6.431578832	6.331987062	6.343339367	6.406765665	6.295149322	6.257757128	6.460897862	6.364387574	6.49903758	6.433285881	6.310658726	6.451066028	6.828893852	6.523800503	6.271649725	6.63821396	6.380231716	6.442833561
hsa-miR-486-5p|MIMAT0002177	6.958057285	6.595953871	6.557211155	6.600250986	6.808547015	6.447542579	6.392385388	6.442495839	6.453975389	6.510127997	6.563541458	6.635510596	6.704984148	6.724910481	6.710909469	6.401073714	6.759046896	6.573829968	6.448377053	6.437489146	7.105449366	6.613707695	6.576809188	6.693813901	6.466521134	6.702233664	6.699594804	6.676010943	6.695645248	6.666505664	6.407919984	6.514202414	6.576532361	6.38621554	6.622812048	6.718556097	6.385143749	7.755286596	6.645982638	6.650441163	6.438623432	6.624360007	6.668325009	6.651810845	6.711681558	6.545457655	6.452605055	6.663389472	6.572233166	6.352160034	6.573584926	6.384383944	6.65677307	6.38468792	6.626643198	6.655404054	8.204381862	6.584097469	6.489374121
hsa-miR-487a-3p|MIMAT0002178	6.518133159	6.425891427	6.353268035	6.244946749	6.479836862	6.726011937	6.381573245	6.297215347	6.819395099	6.563905455	6.323544463	6.344157368	6.368182355	6.597319629	6.352369823	6.348451334	6.28552432	6.290175024	6.275239206	6.529702639	6.433440064	6.400915579	6.229620137	6.272029978	6.339302252	6.110006986	6.313207737	6.373297081	6.326997328	6.237661731	6.284905911	7.00570278	6.44376954	6.359156204	6.371518138	6.213749126	6.311997854	6.247003035	6.381129406	6.313217538	6.307687626	6.303661041	6.40370797	6.335947688	6.444963907	6.391884856	6.342631671	6.306611113	6.463658649	6.277522205	6.296859289	6.35568346	6.278643919	6.292854076	6.387402704	6.370244623	6.279786363	6.371913126	6.224165984
hsa-miR-487b-3p|MIMAT0003180	8.18199048	8.006603903	8.137273358	7.925496588	7.411419815	8.362676688	7.753293323	8.091728246	7.968758588	8.122189441	8.025821957	7.894193668	8.099340661	8.23904872	7.856350017	8.011267792	6.92467972	7.567885957	7.508827947	8.087105717	7.570628459	8.182613708	6.953636716	6.788747137	7.452547702	6.715460973	6.752074726	7.961258175	6.83472396	7.259649469	8.037581419	6.795665931	8.710624969	7.361741855	7.873670517	7.00901432	7.507916559	7.426425425	8.484731702	7.466708066	7.867908569	7.479153235	8.599288024	7.889173527	8.327019226	7.849617596	7.687644481	6.997561581	8.407361286	7.352199734	7.827035441	6.93609847	7.687501062	7.248809045	8.208062302	8.100522423	7.373242033	8.416988021	7.33750147
hsa-miR-488-5p|MIMAT0002804	6.341538283	6.359666443	6.365294922	6.25828695	6.348289757	6.335191092	6.272264902	6.351538182	6.289421603	6.346765112	6.141584107	6.338784163	6.387966041	6.388076545	6.293512196	6.39172505	6.423749599	6.310306584	6.36279646	6.302439	6.35538511	6.375907462	6.366058002	6.332394679	6.341184454	6.33750547	6.339639499	6.366961468	6.415621092	6.277311865	6.356043484	6.2526903	6.33460878	6.322238243	6.250641604	6.392466657	6.309872841	6.284403123	6.242516931	6.311971591	6.23378258	6.326127684	6.310840524	6.324032621	6.316225864	6.319640157	6.319651013	6.248267804	6.324083625	6.285612852	6.312233044	6.346839288	6.384747343	6.34127378	6.340591347	6.417633843	6.334612128	6.358056303	6.320233593
hsa-miR-489-3p|MIMAT0002805	6.455543898	6.409523837	6.484148963	6.727934094	6.487233958	6.384266175	6.358908506	6.331866687	6.330620989	6.318367324	6.32223351	6.394116778	6.416476387	6.374435876	6.318706719	6.371550219	6.49741728	6.461190156	6.347157459	6.377255361	6.303246305	6.449974769	6.358577652	6.520467546	6.345728481	6.33622144	6.455426353	6.456350341	6.41055121	6.560651861	6.371707461	6.37211804	6.58113053	6.63228681	6.363712569	6.405494869	6.394618123	6.309692783	6.607609246	6.341722508	6.407807766	6.420154504	6.407169795	6.456523252	6.539459971	6.37765198	6.384296674	6.393568316	6.521409389	6.266882796	6.346311372	6.451259011	6.401340464	6.387531768	6.390665509	6.339205644	6.320312089	6.571741071	6.39884245
hsa-miR-490-3p|MIMAT0002806	6.350489374	6.299013335	6.262954854	6.499775889	6.290850461	6.279295677	6.306012482	6.252924042	6.300483636	6.227920548	6.270960436	6.286646384	6.28151429	6.327774553	6.322588763	6.28402928	6.287294798	6.217245505	6.173015084	6.284332773	6.258279793	6.292548387	6.257214824	6.472301992	6.495996583	6.212943259	6.360538624	6.457294779	6.26471666	6.516584565	6.215816455	6.217956282	6.34712743	6.467103788	6.358786643	6.259999209	6.37003787	6.31233499	6.386396443	6.287469809	6.279455996	6.355480395	6.357174325	6.366293223	6.324995801	6.279044014	6.310965765	6.414226265	6.348184912	6.259712545	6.236053044	6.47731434	6.271660112	6.376446299	6.25282144	6.2877303	6.245977101	6.339496281	6.308383358
hsa-miR-490-5p|MIMAT0004764	6.619134322	6.425524284	6.390065925	6.574657741	6.424981196	6.452290923	6.506529404	6.381807863	6.504299412	6.374099887	6.336200721	6.438653126	6.47464582	6.536875027	6.362375777	6.395513331	6.408621188	6.412459594	6.369778183	6.446681908	6.3995127	6.434549526	6.366883923	6.450028156	6.521502375	6.458326465	6.745432616	6.611330039	6.600192831	6.680519148	6.35641835	6.387990756	6.622849865	6.788177305	6.610049125	6.417392408	6.481397805	6.442058033	6.554462405	6.299906328	6.45576948	6.478991525	6.568490999	6.494591759	6.572455665	6.399432623	6.461011031	6.500232716	6.574629845	6.475860713	6.505842501	6.567597635	6.416232138	6.511703684	6.460673587	6.435989839	6.41546264	6.462615434	6.478700767
hsa-miR-491-3p|MIMAT0004765	8.514578244	9.067194538	9.414112966	8.915153372	8.45898649	9.343608227	8.375449505	9.575614334	8.519487746	8.747948671	9.122832453	8.758137173	9.326876295	9.198093927	9.193713148	8.745375621	8.215249726	8.673585002	8.844105556	8.492565141	8.227714572	9.21666806	8.599310919	8.040952721	8.833771291	8.255913669	8.226431537	8.965372678	7.893230991	8.270523167	9.122625415	8.10685101	10.32030471	8.694088907	9.077280915	8.55160353	8.218338085	8.324445314	9.936058256	8.894033632	9.007793898	9.281756313	9.155950327	8.889606278	8.724691364	8.950733577	8.930125026	7.631368774	9.7982656	8.254943644	8.76480115	8.048933279	9.018427651	7.7477106	8.717977059	9.007336025	8.20891408	9.465141466	8.682493723
hsa-miR-491-5p|MIMAT0002807	6.484810653	6.530847059	6.591642247	6.432391958	6.54070667	6.449059444	6.536892119	6.475733266	6.469231751	6.557791715	6.356933112	6.526047465	6.691231233	6.694175561	6.627138687	6.497625931	6.749014023	6.478921198	6.528760466	6.483154101	6.543868064	6.427226325	6.456228568	6.713354016	6.540859788	6.392465723	6.520814392	6.413258328	6.453254211	6.523060661	6.445675411	6.417499488	6.426685185	6.498196272	6.383365467	6.511472321	6.507693072	6.681059695	6.431320116	6.261138051	6.495324845	6.385832958	6.426234904	6.468866793	6.722096171	6.529241594	6.545589941	6.372415354	6.389241755	6.378026205	6.47794255	6.442676034	6.420836969	6.470864703	6.624528244	6.648559088	6.478717246	6.4731858	6.489138785
hsa-miR-492|MIMAT0002812	10.01109158	9.460698153	8.839827246	9.237754006	8.958026143	7.933336023	9.759625584	8.300472203	9.574541732	9.167261569	8.552561085	9.795777635	8.311682744	9.512967375	8.376969012	10.07323943	8.657706388	9.074170031	9.35018238	9.883097358	8.971011622	10.10257088	9.34153025	9.526179797	9.420711363	8.936570526	10.02993388	10.50544349	11.70592351	10.90405599	9.570351434	10.65742449	9.776356252	10.60098957	11.0982553	9.55712625	9.409368322	9.315193095	8.934811328	7.942126747	8.574694773	9.653647755	9.115826721	9.772894794	8.49392963	7.536910191	8.355678614	9.275591135	10.68706635	9.942252027	9.406743669	9.797454702	9.803155927	10.37252294	9.347136183	8.681350596	9.532850619	8.882546518	10.52106653
hsa-miR-493-5p|MIMAT0002813	6.492530503	6.529538782	6.448853424	6.464696589	6.623231036	6.595441542	6.540638388	6.457718463	6.793087154	6.534423254	6.463978505	6.431684482	6.461234234	6.489755417	6.638362737	6.432567143	6.512329887	6.489031287	6.441755363	6.586515615	6.458908449	6.45774714	6.515567502	6.468563804	6.513171834	6.451051848	6.51289354	6.420314673	6.423396136	6.467931799	6.433512111	6.513913984	6.481699821	6.457035033	6.545642844	6.532523067	6.381631701	6.463067533	6.425096653	6.492199014	6.470658041	6.424603469	6.413836327	6.521045008	6.500766999	6.462726639	6.473566107	6.618339749	6.520361608	6.419241053	6.493571675	6.416527396	6.382783258	6.493149726	6.427294261	6.464775672	6.496981765	6.47823384	6.458657054
hsa-miR-494-3p|MIMAT0002816	12.28290056	12.71814132	12.56002319	13.34496209	12.17598904	12.01539262	12.15298802	11.44523842	11.87620175	11.85569048	11.54757894	11.63044499	12.00400379	11.73768044	11.50390717	13.04736444	12.02574693	11.8748996	12.30301554	12.15540184	12.35223726	12.42967247	12.05255446	11.5174563	13.18839113	11.36830513	11.29472657	12.10764498	11.48892795	12.00361903	12.47657635	11.89183405	12.83223824	12.81807721	12.52195127	11.58210134	13.1847977	12.26466972	12.3535333	11.36378217	12.52639432	11.75199104	12.18534293	12.2207112	12.2611645	11.67732887	12.20645057	13.22991346	12.51569206	12.15513796	12.76646535	13.42805324	12.24470172	13.10894962	12.00268408	11.94116233	11.45808819	12.39706321	12.50072583
hsa-miR-495-3p|MIMAT0002817	6.591650715	6.609572937	6.744966419	6.38710293	6.709994974	6.58603393	6.368752366	6.526782424	6.585611055	6.5668123	6.431460369	6.398639863	6.473886485	6.392436023	6.410601775	6.473412006	6.433109337	6.518132902	6.562308261	6.595583525	6.561781675	6.399323608	6.453465768	6.395428892	6.319321821	6.318725016	6.401226815	6.377936818	6.474879674	6.378398264	6.512457505	6.421367542	6.40567707	6.369625653	6.411969132	6.434942171	6.309599669	6.401247422	6.27276367	6.364003115	6.411028119	6.349521516	6.34220849	6.397353203	6.397899662	6.419799485	6.397760676	6.439150969	6.52145013	6.363739203	6.460935098	6.357602463	6.381615275	6.451569235	6.437669982	6.416622966	6.440508322	6.402031332	6.355709947
hsa-miR-496|MIMAT0002818	6.204537893	6.216489314	6.347964507	6.217586033	6.212166471	6.181871064	6.225284531	6.240896959	6.216819696	6.182351975	6.241619158	6.199223244	6.239276299	6.226526169	6.258916725	6.276350383	6.216525989	6.200640379	6.204133065	6.223307997	6.241257225	6.503707778	6.18911625	6.242041912	6.406163338	6.214202733	6.217110804	6.209341497	6.23349858	6.180397039	6.234691751	6.251923452	6.208433169	6.19880155	6.242721779	6.239823159	6.202587296	6.182970071	6.123565843	6.202236854	6.175241656	6.213531513	6.205507353	6.212298136	6.197259669	6.205552439	6.210348186	7.803019196	6.163323033	6.181850866	6.232388186	6.224994298	6.184775898	6.173924186	6.162537386	6.194534855	6.214644037	6.209492019	6.238171792
hsa-miR-497-5p|MIMAT0002820	6.517271628	6.593449529	6.541468186	6.390785904	6.524755049	6.478864338	6.523905117	6.639449026	6.409498185	6.538402277	6.48446415	6.451123763	6.563040619	6.716154898	6.549181141	6.532381733	6.560976236	6.446712279	6.652280293	6.469054555	6.622284485	6.460267	6.4678025	6.55571122	6.413735765	6.475515931	6.533560352	6.403915196	6.674108588	6.508517102	6.581687092	6.54716122	6.558604304	6.296502749	6.435337403	6.633033812	6.459628467	6.460719604	6.374574583	6.456868213	6.51252905	6.349604165	6.446439265	6.502896805	6.543595699	6.415324692	6.490426583	6.500086603	6.419691242	6.454287781	6.526082076	6.405445085	6.472060547	6.47263154	6.563917275	6.560549517	6.619172259	6.551502305	6.521950707
hsa-miR-498|MIMAT0002824	9.429815102	9.430837741	8.86032951	9.852493494	8.970925879	8.345733857	9.039311886	8.474073234	9.282974801	8.686209404	8.476628006	8.738164862	8.727438231	8.761687139	8.787406245	9.300232578	9.059655794	8.987374063	8.974809696	8.775573024	9.286811371	8.848277043	8.674820033	8.840172444	9.601135125	9.007698668	9.54590811	9.543954747	10.44371144	10.19337545	8.79213263	9.189180195	9.177577982	9.588962777	9.796329352	9.017200242	8.707264831	8.362948838	8.635859164	8.229073173	8.544884347	8.682929349	9.148393485	9.245512928	8.538813193	8.251054679	8.521798487	10.25001651	9.18929017	8.824017715	8.945794798	9.110090276	8.739421043	9.256952855	8.863738804	8.407462136	8.851937693	8.699113785	9.224212579
hsa-miR-499a-3p|MIMAT0004772	6.21800487	6.215485098	6.218976131	6.29352655	6.231062995	6.210953081	6.195934403	6.224648525	6.20809447	6.1863435	6.171456166	6.198426544	6.220426783	6.354831154	7.563091954	6.231831122	6.221997785	6.237279585	6.229446935	6.268441821	6.19313996	6.306888871	6.18459772	6.286879784	6.627786662	6.059517094	6.294511234	6.350785516	6.23552408	6.223484154	6.286965774	6.245129854	6.272981788	6.33548954	6.165600426	6.204298037	6.260677974	6.241966785	6.226989939	6.172013055	6.224694493	6.250821845	6.237598837	6.251482632	6.247112145	6.239784719	6.279831459	6.239438106	6.249049748	6.133637767	6.21667033	6.32143625	6.281906441	6.20913646	6.196021077	6.213960166	6.189836064	6.195282041	6.206069413
hsa-miR-499a-5p|MIMAT0002870	6.606912033	6.704054457	6.828706422	6.641994845	6.732272855	6.648106816	6.592271477	6.795854828	6.60139342	6.763411282	6.981622657	6.679767129	6.823774949	6.634902976	10.16700378	6.787382066	6.756609617	6.81294496	7.083192649	6.703338581	6.942728931	6.838847094	6.730035804	6.657461971	6.611549272	6.680471294	6.6426604	6.564672574	6.8446349	6.615607945	6.925588009	6.73327735	6.672923742	6.619732441	6.801314321	6.788147066	6.556930929	6.637240233	6.539886801	6.776740435	6.685850536	6.583144701	6.568711541	6.645901902	6.629019684	6.631270486	6.727060844	6.753376272	6.671939996	6.620366707	6.709367349	6.577902953	6.682832537	6.628082076	6.771223877	6.716794397	6.818763144	6.777752463	6.705852228
hsa-miR-500a-3p|MIMAT0002871	7.552246925	7.134961964	7.205310866	7.350019896	7.474913075	7.194094107	7.075515483	7.389645599	7.199280781	7.207753476	7.235792601	7.337805311	7.339649318	7.632644812	7.368410942	7.196595122	7.320065905	7.127049698	7.14914775	7.575870348	7.506668705	7.365091187	7.778076293	7.7455979	7.293125403	7.106324853	7.245479741	7.118171393	7.136028425	7.068370363	7.848942792	7.56288435	7.777475256	7.782779808	7.792055716	7.83143166	7.782544055	7.382350321	7.154232351	6.93546362	7.228333129	7.152406336	7.152767189	7.112223908	7.453880006	7.38170884	7.193749406	7.293071789	7.114282443	7.111513798	7.570408714	7.114024112	7.01283982	7.158978543	7.206130782	7.164403028	7.375697588	7.262106374	7.663858305
hsa-miR-501-3p|MIMAT0004774	7.281569166	7.371420523	6.757885104	7.15616602	6.972298237	6.559369106	6.865257757	6.559253429	6.853896529	6.637306368	6.635536659	6.802647743	6.864563682	7.008153186	6.700066019	6.961673458	7.028879101	6.82475491	6.758230936	7.0304994	6.801462912	7.019407587	6.768577548	7.098136871	7.041239841	6.83953464	7.298191079	7.134411812	7.81428218	7.529331023	6.871168573	7.279268936	7.394292849	7.434578885	7.480772232	7.340447133	7.050200311	6.823028602	7.011548173	6.779967536	6.907179842	6.805127169	6.968052296	7.222005615	7.134635357	6.678404278	6.694945673	7.170454169	7.213687877	6.956614881	6.807679824	6.957773985	6.757225839	6.87363579	7.182139673	6.800508121	6.950517413	6.857778771	7.180580743
hsa-miR-501-5p|MIMAT0002872	6.395673006	6.418832411	6.41005253	6.398668648	6.363287538	6.450573306	6.404534411	6.401188034	6.372739594	6.388339906	6.363409354	6.368133477	6.461884296	6.474829807	6.376997577	6.382379923	6.376121771	6.391117086	6.442939326	6.353721882	6.521314008	6.436474463	6.338786731	6.358207873	6.445610215	6.396532765	6.397859589	6.379324597	6.464612922	6.387804075	6.454912617	6.456601189	6.483134944	6.380559511	6.352298144	6.427646303	6.338282131	6.332369734	6.274045619	6.366286545	6.383690267	6.385500357	6.404665715	6.374403662	6.46617453	6.304829363	6.443520411	6.353977559	6.410058416	6.373725694	6.445391417	6.330239421	6.381168143	6.397024727	6.426983425	6.362371204	6.517764897	6.507720376	6.36713482
hsa-miR-502-3p|MIMAT0004775	7.828242388	7.305643274	7.370914154	8.210842264	7.76556901	7.482411012	7.366879824	7.569399545	7.510886472	7.457764411	7.501081564	7.631766915	7.511666288	7.766178814	7.589674458	7.429423932	7.67424288	7.331859451	7.289347693	7.719646262	7.747954903	7.545862656	7.765951697	7.98136224	7.947117932	7.499506176	7.657058076	7.52402438	7.61590867	7.403549109	7.973782637	8.032530958	7.954064175	8.386285373	8.161082966	8.085830723	8.101163107	7.587402519	7.325998176	7.490987437	7.408447958	7.37855596	7.382462482	7.317804426	7.70297619	7.559088103	7.354750606	8.407594241	7.373041145	7.442045629	7.907630271	7.575536009	7.257291658	7.561454397	7.40264784	7.316486231	7.565512333	7.350570337	7.959633891
hsa-miR-502-5p|MIMAT0002873	6.749064797	6.715132797	6.818141503	6.562509865	6.666794903	6.591870735	6.58401957	6.667651222	6.586015504	6.589785461	6.633031833	6.650846768	6.641611211	6.823019204	6.757346048	6.673540488	6.679409512	6.590778125	6.792939072	6.669237273	6.727701674	6.669816185	6.847120953	6.766563075	6.481687536	6.508904388	6.59634732	6.538694866	6.620947578	6.547301001	6.843492453	6.619297928	6.794878683	6.647029127	6.693110002	6.764883983	6.686571401	6.631538721	6.542749161	6.575368129	6.616673815	6.573778826	6.589042508	6.593882947	6.670511415	6.682302297	6.591152727	6.479909244	6.604201937	6.532696345	6.653961538	6.585595127	6.574134156	6.623816205	6.670309236	6.647208957	6.668160347	6.674586379	6.689000981
