miRNA	BT_549	HS578T	MDA_MB_231	T47D	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	COLO205	HCC_2998	HCT_15	KM12	SW_620	A549	EKVX	HOP_62	HOP_92	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	CCRF_CEM	HL_60	MOLT_4	RPMI_8226	SR	LOXIMVI	M14	MALME_3M	MDA_MB_435	SK_MEL_28	SK_MEL_5	UACC_257	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	SK_OV_3	DU_145	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	UO_31	CAKI_1	HCT_116	HT29	K_562	MCF7	SK_MEL_2
hsa-let-7a-2-3p|MIMAT0010195	6.328935215	6.307900807	6.41037105	6.586828877	6.517985076	6.358978748	6.404718351	6.365785386	6.340446645	6.299033884	6.318112494	6.328979563	6.354933987	6.576358306	6.326912937	6.306545348	6.395543767	6.400006503	6.325925458	6.354586288	6.267275028	6.455566403	6.401222835	6.465685565	6.704985086	6.428095558	6.643458595	6.580453988	6.333092116	6.450535348	6.281216981	6.374430993	6.554240706	6.574258916	6.430438818	6.332378877	6.52061851	6.398006998	6.575713001	6.358433731	6.419735606	6.457604174	6.485590828	6.394413666	6.507780102	6.44083548	6.405702084	6.439388354	6.458635198	6.356860749	6.352842206	6.537574564	6.35798276	6.41499021	6.467150065	6.366825599	6.340914649	6.289976809	6.519254257
hsa-let-7a-5p|MIMAT0000062	11.54455246	11.54098358	11.96800475	10.73706982	11.23969124	11.68713038	11.48051138	12.27673058	12.21452872	12.10206896	10.66444827	10.81856013	11.61229188	10.74585927	11.16918389	10.84797734	11.00487557	12.11249251	11.26335588	11.80975103	10.35857716	11.04103224	10.83353376	11.24902705	8.847005182	10.27953134	10.40166429	9.202346917	8.091809391	10.44943999	11.37445626	10.41741295	10.62327843	10.76544506	10.33640823	10.03863209	11.00057445	10.55973898	10.59982928	11.00787255	11.14107653	11.43616582	10.87363831	11.36704877	11.24815874	12.42721511	11.91618329	9.404097207	10.30193366	10.7387752	11.42603776	9.673772877	11.29630349	10.48193585	11.40245331	11.423518	8.165167303	11.37401986	10.56214412
hsa-let-7b-5p|MIMAT0000063	10.55840521	11.04338185	9.703254515	8.435184471	10.94442537	11.17446477	10.15204299	11.88982068	11.69940597	11.31493967	9.982226067	10.29680762	10.97061332	10.10097496	10.50435065	9.922218166	10.07372478	11.61615119	9.787362175	10.60806767	8.87536845	9.768696313	10.53757979	10.59454759	8.074481742	9.35607244	9.226951655	8.675554669	8.230758169	8.416609542	10.63723019	10.60752644	9.544566895	9.754346056	9.349706379	9.904107127	9.883313882	9.31100761	9.523086675	9.42777218	10.50207103	10.59654649	10.30238073	11.03253447	10.20947259	10.89583056	11.09304666	9.45074388	9.735670359	10.19224187	10.76375462	9.174979507	10.23426819	9.880745346	9.900239451	10.2397085	8.885369826	10.04879616	8.92414207
hsa-let-7c-5p|MIMAT0000064	10.94803418	11.25810106	10.8145408	9.73701167	11.14083384	11.34905802	10.53583343	12.09129644	11.63319961	11.54486764	10.40511462	10.38019541	11.21059423	10.25838079	10.93075578	10.36442664	10.42992379	11.68084689	10.50105284	10.80042392	9.629922645	10.14828037	10.81008451	11.28449629	8.785729683	9.771857325	9.761350559	9.097720457	8.482044491	9.352944422	10.96215575	10.67562623	10.20406488	10.09423462	9.94981854	10.29601724	10.33173293	9.755921714	10.07296162	11.16421483	10.85323422	10.68672452	10.45339089	11.0807839	10.54648761	11.27469534	11.2851746	9.993113344	9.994688275	10.2231387	10.89529871	9.355265144	10.46726563	10.1024543	10.34405665	10.39672734	9.310816335	10.45533574	9.733963943
hsa-let-7d-5p|MIMAT0000065	8.337273837	8.292219368	8.462797416	6.836180849	8.348108001	8.026374375	8.189076995	8.749390541	8.646093236	8.533390739	7.976476432	8.527438902	8.73915743	8.286146982	8.524921267	7.402873088	8.286470685	8.470124689	7.390200884	8.342501801	8.077278823	8.701275487	8.149237835	8.63757993	7.447820858	7.935397387	7.968665732	7.399007079	7.28908607	7.033247175	8.417405768	7.987231808	8.038709223	7.4698808	8.025397974	7.193322408	7.51744953	7.368351042	7.485343526	8.249117796	7.99582414	8.42546186	7.813401136	8.160548246	8.353995914	8.925446429	8.600813676	7.382115346	7.452189236	7.892437551	8.109364997	7.666716165	7.949480513	7.425106741	8.363185089	8.697960836	6.611806572	8.897913851	7.653815775
hsa-let-7e-5p|MIMAT0000066	6.933797501	6.879185966	6.994417113	6.494544738	6.823761402	6.892518764	6.883100534	7.371081528	6.919229476	6.921002692	6.394875988	6.5624266	6.968085825	6.537895768	6.850070779	6.916098786	7.116528055	7.093664641	7.101007524	6.954726093	7.165796342	7.213833992	6.810955932	6.862361671	6.664066761	6.368316712	6.466768277	6.480464429	6.409622292	6.425676781	6.893633131	6.610161032	6.654725429	6.539725546	6.453040167	6.623586302	6.633335049	6.569919863	6.661457684	7.009211629	7.127721428	6.982731429	6.691111728	6.814091793	6.677548218	6.918339953	7.054851676	6.62457103	6.72528608	6.749155133	6.736139814	6.571507782	6.908244793	6.593478531	6.766320731	6.936712904	6.692226474	7.144404869	6.709653862
hsa-let-7f-2-3p|MIMAT0004487	6.494922122	6.463432269	6.478787059	6.371599446	6.514127765	6.419052218	6.374132962	6.462343417	6.381960801	6.448632906	6.483060748	6.416570283	6.504773988	6.471248266	6.478696043	6.621435463	6.498076052	6.347799186	6.498714614	6.45395032	6.446761683	6.465676073	6.506609108	6.522002122	6.558398191	6.391605123	6.38634066	6.433672108	6.462653472	6.372544616	6.473980639	6.470616088	6.425380664	6.325323907	6.406530794	6.424558306	6.395446334	6.363388824	6.387786852	6.467163434	6.394103917	6.408113649	6.445907299	6.461508308	6.427215547	6.457013766	6.379917409	6.446627505	6.374474271	6.362543057	6.444218496	6.442567428	6.399190747	6.375220836	6.490031755	6.487443899	6.456858317	6.47457031	6.479596462
hsa-let-7f-5p|MIMAT0000067	8.018852241	7.506501953	8.294499394	6.791735501	7.053928289	7.587238836	7.409642809	7.955957325	7.506490705	7.701976139	8.640730249	7.837142309	8.092594936	7.839560266	8.728573627	7.010190297	7.057690222	7.616086616	7.245445135	7.688859416	7.187747636	8.26356116	6.942354502	7.403275625	7.294432728	7.129693306	7.402279708	7.281372272	6.68410235	6.774946044	7.951560936	6.799420021	8.492808106	6.884786463	7.922510037	6.601234282	6.856238749	6.853993615	7.809143911	8.443197544	7.503372588	7.658135717	7.3538522	7.335944508	7.732850086	8.289816791	7.533241456	6.959870934	7.311244937	7.04175723	7.242728832	6.737344732	7.572767171	6.69190945	7.532118707	7.990387209	6.467122269	8.219264639	7.178180383
hsa-let-7g-3p|MIMAT0004584	6.530053632	6.523119991	6.542293819	6.514418315	6.50913584	6.470946363	6.596996296	6.535763139	6.469513559	6.512130894	6.33091438	6.514584354	6.576673221	6.55798027	6.474767884	6.5270684	6.590425616	6.481843757	6.509741258	6.481387124	6.5186524	6.631496988	6.567616936	6.541702276	6.533845946	6.42508277	6.491149342	6.540742616	6.520025327	6.449090767	6.466985852	6.476000691	6.567294525	6.481614885	6.396635213	6.513372558	6.517112496	6.412911859	6.48492919	6.448883306	6.534940364	6.518140383	6.491280109	6.526376089	6.586990779	6.539545116	6.513379046	6.50782174	6.525636589	6.482145757	6.513973366	6.559244766	6.472497104	6.502222669	6.512217272	6.560610821	6.465139467	6.581365564	6.521380936
hsa-let-7g-5p|MIMAT0000414	6.821647407	6.712962735	6.832169491	6.425568818	6.555514237	6.616332219	6.673834164	6.714750748	6.637655393	6.632687619	7.131473707	6.846743563	7.212461622	7.081009667	7.395316822	6.626611528	6.563733512	6.628949231	6.516832735	6.820374035	6.492523964	7.138887423	6.536389687	6.824812027	6.669699982	6.775593409	6.953073976	6.790761436	6.466984539	6.443203184	6.686985236	6.490952142	6.928413023	6.554886886	7.085395075	6.425514364	6.52251539	6.588025829	6.787725361	7.12907045	6.900352713	6.955299649	6.895178869	6.754923792	6.866001246	6.89995168	6.722702649	6.531268806	6.695366824	6.551571842	6.75169501	6.517874796	7.007702472	6.396208818	6.959760737	6.799744382	6.382902373	6.986103714	6.56860885
hsa-let-7i-5p|MIMAT0000415	9.613814141	9.167664772	9.055855995	6.691256597	7.911943958	8.75605128	9.391881508	8.437450605	9.381379106	9.562007597	8.400598889	8.410797387	8.68184403	8.587861967	8.541417091	9.479192678	8.030640284	8.860950753	7.679869746	10.85325144	7.775931281	9.396140832	9.422153398	8.26958955	7.793182588	7.565507793	8.010694056	7.865573781	7.067928146	7.988130401	9.135480674	8.262759229	8.855335649	9.244545483	8.927740276	7.434571076	8.536951799	7.90205508	8.552235551	8.727268109	8.509734252	10.96785316	8.647741257	9.510114596	9.365395082	9.372311936	9.548493833	8.450397753	9.965812991	9.653429181	10.54108635	8.671518877	9.254078644	9.310877268	8.687630724	9.7950202	6.752022513	9.116379499	7.98384662
hsa-miR-100-3p|MIMAT0004512	6.617217153	6.788042287	6.853381713	6.284792357	6.719294548	6.602863848	6.517660556	6.651824638	6.507778666	6.562605552	6.412376507	6.565614011	6.62100959	6.652555149	6.448329811	6.746814755	6.743494222	6.623166414	6.80954226	6.63159339	6.741824176	6.567776778	6.766467645	6.703466156	6.42174227	6.54824099	6.590833732	6.507870011	6.758324747	6.573934003	6.677134617	6.603738844	6.541767881	6.476540764	6.328365624	6.779724905	6.520345013	6.496331431	6.456526753	6.286202128	6.554087549	6.501489289	6.548005511	6.619325809	6.602218406	6.624445492	6.620032316	6.351874258	6.503147183	6.507328958	6.66748382	6.531831092	6.563834307	6.598599576	6.680152984	6.707049806	6.624608058	6.702511303	6.626903676
hsa-miR-100-5p|MIMAT0000098	9.131658877	10.29972297	11.31097855	6.592593978	11.40135182	10.77778577	9.817461379	10.68127308	10.4358412	10.63642124	6.268814967	6.340815334	6.565428772	6.284650175	8.311461652	9.162726811	9.690679406	11.64821141	11.7387429	11.13055567	7.031351557	7.217723433	8.350801152	10.49212565	6.430729239	6.510785221	6.202731489	7.120736743	6.224667292	11.83979103	8.944058687	8.001471412	8.080745689	7.714834339	8.073673907	8.448485218	10.46268221	6.345184688	8.921521899	9.596353306	7.818805999	6.79146138	7.525103476	9.438390337	9.537971863	11.57039352	10.29143918	8.380455258	6.633140165	7.957845648	10.32965137	6.455867044	10.16089796	10.09683431	10.50638949	7.14039399	6.232156021	6.917965064	10.20427407
hsa-miR-101-3p|MIMAT0000099	6.589289422	6.459141513	6.539897893	6.562455516	6.496433042	6.537523176	6.442547812	6.476703284	6.524758959	6.543725198	6.485588746	6.535529149	6.636652587	6.731663271	6.75567701	6.559742231	6.467408083	6.478799349	6.531706309	6.701122764	6.585548804	6.612103566	6.477653386	6.77570852	6.602497735	6.482707714	6.485768338	6.637935987	6.483233594	6.53632402	6.503444093	6.43257136	6.71500633	6.455192394	6.473032517	6.366226271	6.481380292	6.466742993	6.553889059	6.54098576	6.56349595	6.674400567	6.580139746	6.566156229	6.572112905	6.587446332	6.553256664	6.403537791	6.516479201	6.475833919	6.480244009	6.431361017	6.476742056	6.48734362	6.654423988	6.622502222	6.762950658	6.720447412	6.568388345
hsa-miR-103a-2-5p|MIMAT0009196	6.70270875	6.606935416	6.687727587	6.751573796	6.659229387	6.562825803	6.646312915	6.67259041	6.588901171	6.613688891	6.929867446	6.628476717	6.760710738	6.660868929	6.814231616	6.725049405	6.688091245	6.733229712	6.652555764	6.65952051	6.757431264	6.689884031	6.623568725	6.707193829	6.238292611	6.588853742	6.701101758	6.584844357	6.722753028	6.65773962	6.752497762	6.597325946	6.623632341	6.68585348	6.714819506	6.868441729	6.630358308	6.635433139	6.609177808	6.743783237	6.733792663	6.655574311	6.632396984	6.735316299	6.626408057	6.626103039	6.753842176	6.717960327	6.579553565	6.563441877	6.599804945	6.637835002	6.638818066	6.640824654	6.702824171	6.731012022	6.6119915	6.687414315	6.704938722
hsa-miR-103a-3p|MIMAT0000101	9.092799686	8.605197475	9.421946761	9.31359122	9.09438684	7.756050964	8.45671169	8.876541389	8.292195863	8.674045538	9.622299764	8.694477641	9.672598248	9.546900666	9.524201057	8.747584204	8.827146419	9.238973695	8.377425533	9.104829016	9.251393215	9.73014286	8.79384389	9.962316438	7.635176491	8.531055688	9.142901147	8.284165402	7.75815378	9.030685418	9.119341335	8.132770184	8.52051879	8.71381972	8.902521364	8.882917683	8.629672192	8.90360243	9.705487703	9.115634895	9.446794794	9.285622166	9.228228656	9.476719424	9.036634699	9.076113696	9.087619341	7.672544475	7.811444856	8.593420407	7.911437609	7.935653284	8.709192302	7.619781037	9.381658873	9.6595098	8.321446324	9.863690276	9.530768363
hsa-miR-105-5p|MIMAT0000102	6.30383971	6.345657474	6.382943031	6.446790042	6.511402194	6.347588313	6.579178146	6.517788827	6.260359772	6.645424332	6.373908514	6.334603912	6.327996155	6.306908576	6.372826042	6.325396755	6.723255438	6.339899785	6.453095064	6.256065744	6.426630129	6.298269496	6.296074471	6.305674523	6.312161561	6.241364454	6.294767364	6.268662271	6.358012326	6.398955502	6.546837491	6.290309431	6.481104366	6.467944335	6.535815045	6.472265117	6.575245135	6.233610918	6.191956379	6.363963823	6.265352771	6.250336003	6.259278947	6.317821918	6.254269595	6.383066505	6.31331182	6.391253956	6.313224401	6.24003884	6.519402732	6.278592923	6.295696625	6.405003732	6.306353087	6.279020781	6.499125896	6.301851908	6.674239567
hsa-miR-106a-5p|MIMAT0000103	10.21030407	8.639908995	10.03780711	8.779333121	8.56036052	9.672105256	9.480638972	9.787054659	9.010706121	9.845646532	12.11131071	11.740675	11.28860933	11.62495268	12.3016153	9.151772811	9.186670873	10.04357585	10.02961186	9.751543614	8.750475156	10.65427999	10.3475824	10.37991891	10.77811851	10.74137028	11.38057956	11.23402034	8.333464314	10.01341257	10.74027773	8.225471765	10.595289	8.361780992	10.25041872	10.27612925	9.110133411	10.35723967	10.64143019	10.61146434	10.00131625	10.15597214	11.13341522	9.333714698	10.02215138	11.08903805	9.433018104	8.109043833	10.05644413	9.097514299	9.090781469	8.421629998	9.881890035	8.481675367	10.94347742	11.6144327	12.19582846	10.52410037	9.360184254
hsa-miR-106b-3p|MIMAT0004672	7.009382041	6.80711919	6.989506428	6.903302475	7.326644507	6.831231075	6.705367481	7.356315615	6.643415086	6.791251647	6.99638448	7.080868944	7.18330384	7.072482726	7.553848555	6.988741107	7.173197311	6.968302499	6.927877835	6.877635285	7.377400939	6.808650796	7.051457831	7.621543548	7.005845735	7.153820772	7.765299964	7.059099526	6.770335829	6.758717467	7.307926643	7.093593904	7.047837622	6.692735172	7.077145967	7.07151031	6.757128331	6.973156171	6.652698694	6.87683709	7.215530102	6.771993868	6.83410571	6.681410528	7.120969237	7.039971025	7.050698631	6.923017443	6.85741621	6.797265878	6.671991794	6.944162877	6.830690119	6.700583159	7.165612118	7.52307138	7.213848795	7.832532358	7.143106795
hsa-miR-106b-5p|MIMAT0000680	9.660965672	8.578147396	9.661040043	9.522081565	8.829729244	9.971940366	9.204570724	10.16100239	9.120333096	10.00529958	10.42473694	10.48796957	10.524619	10.81735677	11.39420887	10.02973147	8.77067556	9.381595812	9.486442227	10.01742742	9.541672183	9.848097503	9.191416235	10.3019139	9.805528621	9.526156328	10.55880993	10.20871502	7.674350676	8.69418406	10.38691678	8.626014601	9.792991031	9.100443808	10.4429344	8.584005464	9.350646119	10.66486256	8.906356139	10.32894456	10.59223679	9.615614279	9.883956466	8.81508982	10.4603825	10.50158887	10.1965206	8.745129754	9.801235514	9.673194308	9.48433403	9.422579939	9.819099006	8.829374544	10.48674181	11.3470353	9.970054534	11.99992587	9.654347106
hsa-miR-107|MIMAT0000104	8.930890966	8.350723362	9.089946852	8.920554395	8.854768318	7.727843596	8.442211869	8.646909152	8.160856225	8.526681163	9.277115768	8.747169355	9.37601804	9.259243987	9.374898937	8.541948883	8.622674955	8.877403551	8.199760609	8.717261547	9.016678844	9.412438685	8.581580854	9.628909156	7.844850377	8.401639457	9.015900476	8.143048985	7.619171304	8.632107899	8.826905199	8.176796983	8.329089926	8.377630587	8.591185804	8.719667161	8.192032118	8.543053619	9.235163517	9.047659395	9.17832758	8.944061069	8.858437787	8.917795309	8.853139904	8.662373971	8.684841549	7.541469986	7.811773455	8.28277588	7.726245185	7.502889979	8.501581658	7.314253748	9.07860572	9.401366127	7.958028372	9.675244379	9.147435703
hsa-miR-10a-5p|MIMAT0000253	6.917998869	6.651796693	6.657071307	7.536879449	6.705642681	6.557804877	6.653697867	6.59625421	6.613045438	6.624648085	6.758521745	6.837186692	7.905219058	6.723060629	7.241264501	6.739873804	6.708413663	6.902771626	6.695848426	6.878791977	6.671788181	6.584343472	6.639227465	6.565180606	6.456691988	6.434419601	6.52505797	6.514466823	6.597494605	6.753617482	6.964361564	6.586389611	6.632478384	6.658713312	6.603401976	6.648597815	6.613390953	6.864578113	6.508068234	6.601384738	6.745719303	6.791349911	6.549468158	7.141395364	6.66302603	6.519002356	6.979149396	6.632447086	6.820796335	6.635565539	7.742096623	6.648128912	6.752272017	6.786896431	6.802494153	7.647772695	6.82303478	6.567739659	6.579999411
hsa-miR-10b-5p|MIMAT0000254	6.792037569	6.613328759	6.740469298	6.638551746	7.883216696	7.372495022	7.366573323	8.435193497	7.527765769	8.055562928	6.911109841	6.836322064	8.233799475	8.021772659	7.289916929	6.983771048	7.319655664	7.341390249	6.823208103	6.956325054	7.313036895	6.634334031	6.647627569	7.420327411	6.492892101	6.503337206	6.553354194	6.55529864	6.708133117	6.592282251	7.568348822	7.547242631	7.095095956	7.15178633	7.502511402	7.703043245	7.207287938	8.64938454	6.766343098	8.278022937	6.672562222	6.711470175	6.633294273	8.209511477	6.668056744	7.30114227	7.560730552	7.411741642	7.888547892	7.175899117	7.716891855	6.50906495	7.340502867	6.802962923	7.067437855	7.268132506	6.763968031	6.569121332	7.445594446
hsa-miR-1180-3p|MIMAT0005825	6.843924392	6.812058428	6.768194971	6.742215933	6.627394436	7.446642919	6.859547205	7.171441524	6.778347264	7.072923281	6.865227225	6.92426186	7.052656334	7.109158295	7.07306725	7.110899161	6.602743008	7.022548939	6.675015781	6.943681144	6.625036846	7.243763932	6.615031543	6.597931028	6.585609559	6.498878054	6.625842699	6.850110307	6.544104105	6.870374137	7.032972204	6.575880241	6.907285151	6.855225442	7.050922022	6.630198958	6.874164662	6.940108961	6.772148656	6.567887021	6.953571657	6.885231191	6.919538588	6.846946992	7.083106766	6.913855613	6.983021607	6.628508849	6.979383311	6.803683131	7.461563037	6.767447108	6.834169219	6.607478855	7.155541722	7.295785126	6.673809074	7.190298643	6.986542851
hsa-miR-122-5p|MIMAT0000421	6.727600473	6.722146324	6.821874863	6.49732405	6.703436112	6.665042406	6.658296213	6.700728368	6.647119769	6.712974415	6.592634089	6.637866203	6.695641733	6.734879691	6.596062066	6.709461014	6.732149755	6.686632054	6.789289998	6.748884684	6.812562111	6.652767893	6.675736605	6.618247903	6.515330048	6.615117706	6.617096405	6.562681527	6.707162105	6.564374547	6.790116122	6.68068056	6.635271914	6.655770042	6.532171402	6.751485305	6.621725334	6.595444533	6.577910045	6.611781347	6.652928866	6.61291002	6.594014484	6.673733154	6.635152525	6.633011292	6.645041314	6.608088792	6.590947083	6.656849305	6.698302613	6.614864825	6.714629389	6.650087246	6.6799223	6.621680612	6.626741445	6.691855021	6.688320366
hsa-miR-124-3p|MIMAT0000422	6.377583764	6.40459001	6.415083007	6.417852533	6.494782195	6.3672434	6.352262136	6.391010275	6.336455532	6.322592493	6.359195261	6.492082833	6.384386986	6.370232567	6.557462962	6.402689153	6.36211187	6.409763911	6.41517669	6.375215829	6.428685614	6.365666315	6.398275573	6.494247013	6.322190883	6.478503318	6.434527088	6.541275285	6.612162566	6.390055158	6.371456643	6.423782284	6.45878004	6.401612336	6.376952352	6.444468306	6.329269095	6.337899833	6.429924565	6.404090383	6.383890315	6.369460127	6.423825183	6.379221696	6.407758551	6.347001377	6.381336822	6.456882151	6.424364975	6.290841754	6.369544512	6.367075534	6.384361334	6.38726543	6.392724528	6.359404689	6.494693746	6.450113228	6.376588421
hsa-miR-1247-5p|MIMAT0005899	6.549633092	6.091840177	6.096430034	6.255666169	6.080325707	6.066008144	NA	6.111954708	NA	6.081859046	6.264039361	6.362933395	6.152043679	6.073551864	7.550381659	6.622151562	6.360717782	6.11922396	6.120424382	6.105544576	6.150875531	6.11662697	6.073113022	6.064637183	6.623495573	6.049575453	6.085879155	6.214059827	6.109727049	6.186279953	6.092355858	6.060064387	6.077169691	6.269593423	6.257159148	6.038445411	6.084387295	NA	6.130560738	6.287846659	6.112170805	NA	6.037415115	6.068749353	6.099977718	NA	6.130882207	6.258366164	6.12365461	NA	6.045720905	NA	NA	6.125967352	6.154582264	6.47618473	6.080739961	6.116715252	6.128534243
hsa-miR-125a-3p|MIMAT0004602	6.927572966	7.063730238	7.153255118	6.739584308	6.932277205	6.957862197	6.884498947	7.322327767	6.848831707	6.963053362	6.666900163	6.72960308	7.138426924	6.845778533	6.766132496	7.192258725	7.094303197	7.212845632	7.220598568	6.952978166	7.397725653	6.946442012	6.924800371	7.284016732	6.375363306	6.700389042	6.705030304	6.616162559	6.90161667	6.616410109	7.074956636	6.927981614	6.697882037	6.680968944	6.592941892	6.953468336	6.704495829	6.781033032	6.623843862	6.747968335	7.095395074	6.935950507	6.73141879	6.979864229	6.772268702	6.847512194	6.997770341	6.782155481	6.78560961	6.809227912	6.904785043	6.835888862	6.887561104	7.001003155	6.854630445	7.014722731	6.94580176	7.146579804	6.839193887
hsa-miR-125a-5p|MIMAT0000443	9.061438309	9.175887577	9.351498183	8.747816437	9.421485668	9.271251724	9.398147086	10.30233502	9.679043719	9.632827041	7.190858846	7.930620197	9.539746514	7.587892602	8.88690739	9.761669547	10.82177329	10.19913793	10.17492039	9.42038833	10.75747632	10.065225	9.071086223	9.506875488	6.868313912	7.588428831	7.206798378	6.945095166	7.178344856	6.937904333	9.19095812	9.102773819	7.873012542	7.952476581	7.309547593	9.318231873	8.159056864	8.689564506	8.456146821	9.335869764	10.17902926	9.996344214	8.718142427	9.275588512	8.52991071	9.161997381	9.657852531	8.920351243	8.690704956	9.457796198	9.169413948	8.546380451	9.343470442	8.779623475	8.892374605	9.442514033	9.076205154	9.794281529	8.816489506
hsa-miR-125b-1-3p|MIMAT0004592	6.684545064	6.844903613	6.797898437	6.455358228	6.912807577	6.724864388	6.65616513	6.67212027	6.674901359	6.728387124	6.350735025	6.607282441	6.657515678	6.730296776	6.398016263	6.577294382	6.724704298	6.744511765	6.723675531	6.799110713	6.607057525	6.525415742	6.617344745	6.728940511	6.672607397	6.629916233	6.696654534	6.602958615	6.633264113	6.781013448	6.562904718	6.584969669	6.803298983	6.726040135	6.38600653	6.667902426	6.682368458	6.602788357	6.655114896	6.346350356	6.557807192	6.554576423	6.654991558	6.666477677	6.636393905	6.833726955	6.723169829	6.421063184	6.537914621	6.530892297	6.64617844	6.656899498	6.61297546	6.746559498	6.880306014	6.677700108	6.539465458	6.597789961	6.625342463
hsa-miR-125b-5p|MIMAT0000423	9.468476514	10.9999031	10.81899599	7.430262487	11.81450505	10.72697921	10.02090868	11.13334295	10.43800789	10.82639788	6.574746193	6.755877389	7.378719798	6.774438886	8.290453379	9.058426691	9.806221401	11.29469832	11.39610514	10.8457602	8.724110471	8.020291531	9.0852066	11.72333074	6.658911562	7.067488311	6.71020143	7.550449276	6.696687427	11.14458181	8.884998693	8.326116773	8.378701407	7.955166527	8.831007958	10.22961416	10.131161	7.019166634	8.946935944	10.20945719	9.049272539	7.806919704	7.808344751	9.411507925	9.152427429	11.01007551	9.803412674	9.08637065	7.836125486	8.260540009	10.10859918	7.375241261	9.952831523	10.35962207	10.24713584	7.483052427	7.087394626	8.070863619	9.946136819
hsa-miR-126-3p|MIMAT0000445	6.57787307	6.588745824	6.710829781	6.602068479	6.633079533	6.591877122	6.473944047	6.652998341	6.583571224	6.650863494	6.483283642	7.255933221	6.433198842	6.413783313	7.357702995	6.957646498	6.650936744	6.676741177	6.869679524	7.760962969	7.129000467	7.611752085	6.936416781	7.414040381	6.902198765	6.444938995	6.497098028	7.249977079	6.450074522	7.485907456	6.803328253	6.710891182	6.390411471	6.523679177	6.966691885	6.588587253	6.631021146	6.76224296	7.207918114	7.102532211	6.558817193	6.862416205	7.331312413	6.825528406	7.530370771	6.492948678	6.592101224	6.628212621	7.078358711	6.57403933	6.677133082	6.36606436	6.969911911	6.640665984	7.960402508	6.672796729	9.218124543	7.547769743	6.558821414
hsa-miR-1271-5p|MIMAT0005796	6.513133394	6.277511277	6.230912164	6.330419731	6.433504635	6.173632284	6.305166742	6.190850028	6.31728282	6.138687657	6.360503464	6.217222773	6.222887104	6.20163223	6.289244129	6.207447434	6.275117384	6.29027959	6.194310459	6.217972886	6.211029875	6.24191494	6.16697293	6.541829494	6.458664371	6.05932096	6.284390826	6.321650582	6.172019787	6.296116719	6.195142186	6.175454533	6.308299056	6.212854717	6.301967219	6.215730156	6.204213723	6.293524546	6.593531668	6.401475245	6.202786835	6.254022211	6.535240487	6.235522978	6.410852695	6.256217686	6.194215358	6.319764244	6.303202391	6.268933271	6.313875762	6.253563735	6.246351286	6.058990188	6.237139657	6.216922917	6.141081982	6.202078125	6.233720395
hsa-miR-127-3p|MIMAT0000446	6.961121043	7.412960025	6.920541697	6.607192358	7.311993459	6.973698072	6.730722026	6.785266871	7.350374006	6.981194166	6.912279393	6.641220937	6.792585658	6.747348942	6.966061872	6.91687591	6.820458385	6.879648529	7.047322377	7.194387231	7.320410701	6.662763687	6.947572191	6.712995196	6.4095355	6.692927306	6.722095045	6.608192696	6.881063046	6.651515584	6.869355267	6.950840768	6.646457796	6.589510975	6.702767853	6.896757643	6.619677716	6.613818155	6.538079436	6.769909353	6.693631987	6.594039066	6.589958923	6.708301499	6.653338472	6.639746617	6.76259264	6.828093038	6.811711892	6.653816487	6.795918983	6.629225712	6.679454884	6.765505516	6.740665684	6.7556278	6.837871182	6.827962578	6.747762401
hsa-miR-128-3p|MIMAT0000424	6.90564637	7.051279132	7.017417829	6.954564834	6.986627107	6.941866737	6.984522608	7.505703204	6.870586111	7.267729712	7.407345114	7.246565797	7.303986642	7.30390981	7.742488877	7.298304808	7.378687476	7.215284908	7.396462686	7.165864423	7.584150554	7.395200586	7.289538752	7.246028532	7.863490782	7.021006831	8.857425139	6.952958771	7.073660573	6.881279164	7.349296432	7.108506049	6.771671341	6.949877555	7.096807865	7.071086937	7.185849146	7.058570347	6.689683174	7.34291431	7.181151167	6.872701235	6.899210932	6.992818447	7.146341314	7.312893304	7.189070082	7.049917802	6.923479983	6.957862927	7.187977989	6.741964965	6.899028109	6.940774395	7.454529573	7.272189844	7.260131628	7.285764025	6.847397962
hsa-miR-1287-5p|MIMAT0005878	6.770004893	6.809687012	7.162704925	6.76877491	6.917149132	7.382858363	7.165880294	7.06607859	6.850949788	7.031110324	6.846198214	7.031220121	7.139428129	6.915037404	6.653067246	6.564541893	6.943222038	6.881933486	6.434003145	6.928821101	6.291549143	7.07246944	6.778627589	6.921850882	7.123792771	6.793823208	6.846827639	7.212185987	6.341177679	6.680734394	6.794161974	6.657824335	7.673218423	6.918437654	6.939391571	6.82553517	6.961167579	6.918437949	7.573850219	6.828145718	7.060948375	7.118012026	6.961784206	6.885510204	7.063649791	7.111638617	6.941136895	6.529564337	7.189484827	6.74864559	6.764719447	6.766102997	7.098387661	6.619740215	7.078350473	7.222471607	6.855446589	7.725366393	7.03264375
