Entrez id	hsa-miR-1-3p	hsa-miR-30a-5p	hsa-miR-155-5p	hsa-miR-16-5p	hsa-let-7b-5p
84166	-0.05026528	0.110527956	0.418794133	0.472506969	0.064522266
54093	-0.1409779	-0.020408192	-0.060674894	-0.214595129	0.038762485
939	-0.3065575	0.105097823	-0.239552927	-0.145053705	-0.288938794
7390	0.01752515	0.065564514	0.340846596	0.301704208	-0.159631521
3835	-0.1283402	0.238516424	-0.512696115	0.401857343	-0.089344102
51154	-0.1506422	0.049553436	-0.229899458	-0.165116482	-0.199598377
26135	-0.08173416	0.039679475	-0.059483161	-0.518182287	0.202907134
8890	0.1919916	-0.163561362	0.18513374	0.542995207	-0.003622849
2074	0.02936918	0.118668797	-0.419705071	-0.541880824	-0.389844229
57085	-0.02254463	-0.159780887	-1.938565681	-0.026497986	-0.261821633
26233	-0.1093785	-0.054230654	-0.286515419	-0.43258049	-0.362780745
540	0.347569	0.485235407	0.141080421	0.442538221	-0.162218165
887	0.07747604	-0.166731758	0.025884561	0.045995922	-0.222642666
2932	-0.4156598	0.034353206	0.047832815	-0.30275382	0.129749785
3669	-0.0317643	-0.102627197	0.349113909	0.055433884	0.047381095
4916	-0.06103996	0.113601307	0.006775064	0.005519791	-0.135988622
81608	0.3054595	-0.08932989	-0.49540806	-0.195520055	0.174454063
63877	0.1044051	-0.095882617	0.305936962	-0.242189883	0.098265714
199704	0.2047109	-0.158832016	-0.183617163	-0.236300881	-0.2884413
9150	0.083246	0.068912328	0.121924453	-0.159311875	0.019107508
55191	-0.09075645	-0.049592523	0.263304765	0.195042777	-0.1490594
64601	0.1414279	0.002500505	0.374590466	0.093579321	0.140905671
2260	0.007357199	-0.050934002	-0.294377738	-0.372276939	-0.426150125
55026	0.1396004	-0.043397842	0.048940144	0.027600309	0.103874875
1016	-0.03055553	-0.178650356	-0.121373521	-0.078437951	-0.495805635
1825	0.02095747	0.047674991	-0.73811732	-0.241799008	-0.536788097
65990	-0.2073433	-0.091052338	0.644821251	0.122198805	0.122198805
50674	0.0167758	0.040692835	0.152199592	-0.036128589	-0.247835034
25794	0.05003977	-0.056315791	0.28245766	0.030918823	0.152036299
2019	0.2034706	0.189572793	-0.000894924	0.840969252	-0.107418675
55329	-0.2494066	0.185679758	0.321156153	-0.464700912	0.919246065
29922	0.1750684	0.158059781	-0.20086989	-0.170035086	0.185108667
55193	0.06263391	-0.297538449	-0.145549402	0.077151087	0.311210873
152816	0.2320554	0.262948896	0.04710051	-0.020481074	-0.039382684
1181	-0.3848013	0.121842094	0.217060855	-0.145862118	-0.604620703
57333	0.01002583	0.253997157	0.169193087	0.137715496	-0.119158277
4867	-0.07029099	-0.098426817	-0.064547147	0.134303046	0.182290482
143241	0.3270509	0.175237829	0.031003907	-0.056858077	-0.01917192
113457	-0.02003247	0.140590425	0.214858269	0.199878549	0.041912369
64110	0.09747596	-0.156962956	0.601219932	0.876969834	0.633108338
5305	0.2398529	-0.098143579	0.48634917	0.176638524	0.003085315
79027	0.01768461	-0.285291163	-0.788039419	-0.565382314	-0.15717123
64080	0.02078508	-0.132400973	0.301020782	0.726923108	0.443327033
84457	0.04823614	0.011158417	0.057230653	-0.177641216	0.005171865
160622	0.0334269	-0.150314463	-0.184930987	-0.328872377	-0.34461846
1463	0.1644967	-0.243997376	0.281542335	0.082248327	0.082248327
858	-0.01516978	0.127833713	-0.52705682	-0.127091054	-0.113404142
50846	-0.3099397	0.331741279	-0.189556786	-0.134978656	-0.366666548
51046	-0.06944819	0.206365824	0.074223648	-0.091934718	-0.182898542
162387	-0.02536805	0.089823261	0.111267136	-0.019755945	-0.044991243
9333	0.2972425	-0.181587041	-0.397155097	-0.213331455	-0.551218691
284403	-0.4277939	0.121421902	-0.101834653	-0.317784606	-0.255305091
2557	-0.1824343	0.039523957	-0.001427577	-0.246217079	-0.110755838
26061	0.02632498	0.045432175	0.337151354	0.349804069	0.293692934
81793	0.06451668	-0.060290724	-0.133006186	-0.044901902	-0.178678155
56134	-0.05603673	0.503388513	-2.053716509	-0.901373422	-0.960079242
118663	0.2895417	-0.243790862	0.095960595	-0.04147212	0.095960595
22839	-0.05300704	-0.238833576	0.249153525	-0.224194099	-0.381695313
5531	-0.2504912	0.318325792	-0.733353416	0.113300591	-0.962514831
10630	-0.2988106	0.187659351	-0.133286773	0.028259988	-0.171498686
26256	0.2771478	0.082759158	0.144987083	0.476216743	0.256902102
1407	0.5233656	0.247034079	0.195446229	0.613092254	0.355863036
3652	0.09622935	-0.022049202	0.316984653	0.593221917	0.406284696
10279	-0.1355108	-0.164262182	0.413733427	0.178405762	-0.019354734
752	-0.1697807	0.028591421	-0.186442409	-0.179406982	-0.137535834
144983	0.000517058	-0.042044205	0.309403813	0.265750705	0.257202407
51079	0.176508	0.026136506	0.130582429	0.565877484	0.080590752
55741	-0.0803923	-0.190838571	0.01567103	0.478418759	-0.16324602
23245	0.1449653	0.077237185	-0.035666911	0.174072782	-0.217400639
147199	-0.133721	-0.070789354	-0.072050675	-0.097304623	-0.279739667
10430	0.2368129	-0.073746858	-0.308319059	0.5471354	-0.273013856
8343	0.4228295	0.220097035	-0.403520274	0.217814679	-0.009752568
81579	0.3833167	-0.051180808	-0.143444583	0.207366836	0.168474471
995	-0.2836127	0.054739714	-0.306127411	0.648040958	0.145768507
9117	-0.1167496	0.069891316	0.24410211	0.373139417	0.317319529
3809	-0.1235762	-0.113648905	-0.138345351	-0.109734735	-0.393631486
83989	-0.313398	0.214192258	0.60337157	0.12988288	0.626285586
23015	-0.2099536	0.290749961	-0.152222763	-0.461970466	-0.056611216
7273	0.06697865	0.083925337	0.113021119	-0.056080003	-0.119198732
64065	0.06464264	-0.270478341	-0.286393413	-0.06113906	0.167116095
6723	0.312769	0.040118627	-0.472160353	-0.546946349	-0.693106559
7110	0.228397	0.004083313	0.031072654	-0.292798564	0.330352329
66004	-0.1602148	0.183980386	0.039664889	0.074488711	-0.07121763
23046	0.3264425	-0.857202283	-0.337818943	-0.281660975	-0.233134548
10392	-0.04155559	0.340279472	-0.200317743	-0.057672547	-0.365003387
63920	0.7207478	0.026989908	-0.027646955	-0.087870045	0.32559778
7593	-0.09001948	-0.05514135	0.030160925	-0.326612335	-0.296104207
81796	-0.4144574	-0.027380959	-0.204456329	-0.272337775	-0.284835084
3223	-0.1448816	-0.01443929	0.717692726	0.393647145	-0.006598548
55954	0.356548	0.184710343	-0.026312897	0.643741336	0.01420897
55860	0.2235606	-0.023653439	-0.556296052	0.565685791	0.237274936
22893	0.1610363	0.399101216	0.154200932	0.315102098	-0.195947749
6870	-0.1717045	0.067356455	-0.065645239	-0.320352705	-0.361497053
7468	-0.3150596	0.448356192	-0.371729343	0.11376957	-0.021424309
64223	-0.1003205	-0.029947253	0.026684907	-0.362351147	-0.478298745
796	-0.02866478	0.016666261	0.11273109	-0.001153525	-0.14957222
23316	0.08546399	-0.213428068	-0.035436614	-0.32245289	-0.033692218
23640	0.1868323	0.099104356	0.295519521	-0.129997075	-0.187946188
11013	-0.454549	0.100595024	-0.261989706	1.031150957	0.328022409
63906	-0.01433083	-0.105111567	0.223018796	0.217164561	-0.23857754
9317	0.09739697	-0.001958275	-0.211696959	-0.247992908	0.685101503
9538	-0.1451343	0.104793768	0.400734186	0.346599252	0.169678845
1488	-0.4258761	0.023011051	0.392061105	0.301504227	0.460761574
550	0.2053424	-0.028158045	0.217488176	-0.20510183	0.01053105
6324	0.05045973	0.292745678	0.542088763	0.634115348	0.333222719
4775	-0.2411435	0.068631347	0.05730638	0.50927644	0.342839718
146456	-0.07436237	-0.150207109	-0.30162022	-0.226221448	-0.095108512
115265	0.173994	-0.281538846	-0.07312761	-0.397652207	-0.113780181
5999	0.09140073	-0.180346205	-0.087876764	-0.289797609	-0.308136861
6594	-0.2057993	0.050485387	0.129335178	0.086078833	0.635384578
1175	0.1230542	0.032424529	-0.185476721	0.0326502	-0.275698083
23167	0.01902199	-0.142388183	0.064630281	-0.555911314	0.465178838
3090	-0.2675554	0.298320492	-0.088826425	0.161126357	-0.0629002
2065	-0.1344481	0.111596028	-0.128485486	-0.073131201	-0.14592133
9276	0.28727	-0.020504505	0.490824221	0.722049306	0.715973429
84074	-0.06127461	-0.012447227	-0.150973508	0.133340263	-0.20699437
8601	0.3002657	-0.042072135	-0.267959842	-0.449813528	-0.061262323
27141	0.2191252	0.282982059	-0.138453406	-0.352430619	-0.254546594
83482	0.09900585	0.16429242	-0.110868281	0.109531754	0.07967292
8013	-0.0565922	0.167514314	-0.037338558	0.542473746	0.148362887
10148	0	0.11418897	0.156233342	0.175348683	0.187275209
92292	-0.1086922	-0.040999792	-0.06478865	-0.15931964	-0.185996247
6618	0.2873288	-0.08410401	-0.411183345	-0.181786555	-0.689111477
10762	-0.4324565	0.172301512	-0.414575242	-0.751584702	0.024327036
56344	-0.05312964	-0.091394237	0.181914449	-0.158068147	-0.3972834
25764	0.2179764	0.129717321	0.344350624	-0.000341907	-0.000301072
10209	0.3297041	-0.140904121	-0.251275013	-0.224557608	0.065958551
6491	-0.3566529	0.046372685	0.555238489	0.250040732	0.398573197
2101	0.4369307	-0.23584019	-0.112994722	-0.473997606	-0.545095799
9830	0.1390617	0.129931742	0.348055154	0.410238204	0.070070901
6560	-0.07132197	0.239660198	-0.026916619	0.124818899	-0.13039911
3445	-0.08692276	-0.16808551	0.0951799	-0.160839199	-0.194543305
2027	0.06064207	0.021973147	0.150225535	0.84193614	0.173473086
7352	0.07545494	-0.091518899	0.046927867	0.062754643	-0.074174639
259215	0.2995921	0.292778293	0.652836059	-0.216454686	-0.103837297
27199	0	0.269468916	0.057406646	0.057475945	-0.030608564
9577	0.0755052	0.016857585	0.112743925	0.260019331	0.138932883
2217	-0.2381627	-0.096213526	-0.115480269	-0.238846857	-0.349017987
10217	-0.07612637	0.296066568	-0.117699987	0.157508428	-0.004926891
1945	0.1772867	-0.16594444	0.10501698	0.365908617	0.088329929
10672	-0.1500988	-0.426934132	-1.680834614	-0.74090516	-0.408550016
949	-0.1901955	0.211935172	-0.058271488	0.004502479	-0.24902849
9679	0.1325231	-0.000557591	0.168085824	0.075943707	-0.087289827
6480	0.2463754	-0.140764817	0.093792486	0.258733602	0.255723777
339488	4.79E-05	-0.117549704	0.107733954	-0.041981845	-0.21352397
6910	-0.0766702	-0.188263612	-0.066518507	-0.173893855	-0.158193619
80781	-0.1609625	-0.045119889	0.561106648	0.242765863	0.156231413
23746	0.2095139	0.219419405	0.482775657	-0.224504765	-0.130983588
10472	0.06581462	-0.138728528	-0.333623473	-0.165071902	-0.379691554
5002	-0.09708321	0.041982867	0.70840294	0.920607505	0.17881833
6659	0.05249618	-0.101156439	-0.034130796	0.180461438	-0.073843247
55764	-0.2470339	0.072773828	0.423528626	0.349074896	0.164369595
6386	-0.0865521	-0.09262739	-1.414350727	-0.639175747	-0.032165072
59349	-0.02726513	0.136746266	0.188513443	0.310362584	0.002917507
92675	0.1820383	0.006324171	0.373503705	0.322401295	0.122757875
389123	-0.05345013	-0.356261375	-0.012130344	-0.039902202	-0.170314609
200734	-0.01929266	0.207433646	-0.320717131	-0.078670189	-0.207084633
1387	-0.06618272	0.182476411	-0.050252515	0.173279269	-0.253505318
5995	-0.1815204	0.05576014	-0.08615361	-0.036013982	-0.232682383
93034	0.1495805	-0.034751504	0.316664991	-0.008345384	0.121000853
79684	-0.706766	0.195391712	-0.107633868	-0.529393535	-0.06163205
4771	0.002259743	-0.079525894	-0.180818063	-0.248232961	-0.470916712
81285	0.05440554	-0.119717099	-0.010758395	-0.034960951	-0.068126931
1847	0.3651317	0.345840996	-0.512210723	0.183744357	-0.490675527
59335	-0.06594283	-0.252056103	0.406635085	-0.040808418	-0.232017362
9810	-0.2404689	0.038688971	-0.184504791	-0.252903664	-0.358869832
81491	-0.08532925	0.161725814	0.207749637	-0.230523183	-0.315521983
23344	-0.1073813	0.122302869	-0.227559267	-0.208603948	-0.175415493
8748	-0.1593392	0.039407043	-0.019491884	-0.224186101	-0.182651015
79744	0.2510684	-0.097264187	0.26522206	0.209185238	0.374240866
56983	-0.3592493	-0.216091286	0.373781492	0.098483815	0.148857821
9698	0.1766354	-0.006381776	-0.44241671	0.057794729	-0.024693849
79987	-0.03617275	0.09170648	0.03838814	-0.126514163	-0.094814325
56288	0.1397699	0.131834803	-0.082215644	0.116143686	-0.077127822
84286	0.3185921	0.170661922	0.484161054	-0.021939823	0.058568365
9819	0.08130624	0.077272181	0.045377832	-0.22037394	-0.107880866
84231	-0.03579262	-0.106495052	0.016899302	-0.10065375	-0.18360066
4295	0.05218489	0.086108345	0.383090148	-0.014729906	0.124226433
7033	0.2324031	0.008548708	0.092330887	-0.040594296	0.27880013
6251	0.3645967	0.207515783	0.114492024	0.287674743	0.148212583
26122	0.1894944	-0.034949185	0.767914692	-0.004205544	0.428851612
8869	-0.05750028	0.240266075	0.271945959	0.322889561	0.003368075
86614	-0.1402356	-0.013102198	0.078768187	-0.180138637	-0.175650856
22903	0.3274522	0.524766412	-0.569800851	1.221390174	0.31603217
10870	0.1147438	-0.211530891	0.18370099	0.194214028	-0.183050778
4034	0.1040959	0.036915503	0.014812051	-0.3264528	-0.433004699
399512	-0.03832236	0.11919334	-0.063345072	0.138660803	-0.209060313
161742	-0.4625464	-0.098709056	-1.475655096	-0.883388315	-0.14487396
11185	-0.5057005	0.277312385	0.109949427	-0.00282798	0.109949427
3992	0.1895368	-0.06482292	0.25024412	0.990104059	0.589682247
84640	0.2484123	-0.0994261	-0.064255867	-0.444034311	-0.543526273
7140	0.06198479	-0.137833166	0.064118722	0.001691031	-0.2368202
6310	0.1374235	-0.029257285	0.073313598	0.188523599	-0.09909585
2729	-0.1934347	-0.200301482	-0.54662065	-0.673914368	0.792357296
1136	-0.1476062	0.035770872	-0.104238413	-0.100623409	-0.102627239
9659	0.0141782	-0.004085136	0.174056349	0.115075824	-0.030510959
2741	0.4310012	-0.03173631	-0.02365599	-0.146947309	-0.314981795
83699	-0.01006699	0.212549193	0.183545359	-0.150637643	-0.149919183
50613	-0.3792959	-0.077461067	-0.430828173	-0.317398506	0.087604875
23600	-0.1789176	0.148717014	0.527999699	0.581549552	0.430485081
49855	0.1011755	-0.003812788	0.188015661	-0.154179151	0.097792377
261729	0.04625051	-0.189487971	0.949591885	0.859201869	0.661391688
196074	0.1876111	-0.014215047	0.005646074	-0.142477714	0.174504777
11061	0.1411943	0.195748243	-0.257350913	-0.539360996	-0.004212171
56963	0.2264507	0.237826286	0.335831546	0.028675121	-0.026727856
55914	0.2169237	0.128894213	-0.060286801	0.008083636	0.686804423
2000	0.2091622	0.218208393	-0.324833102	0.172010823	-1.183194702
55757	0.189217	-0.018803882	0.23366506	-0.188372734	0.318928653
80864	-0.2777822	-0.04235438	-0.072676709	-0.423485959	-0.339780958
57645	-0.8005349	-0.072570902	-0.675158936	0.231294071	0.10764593
100132476	-0.1226172	-0.023724817	0.086128797	0.544774589	0.413626945
10427	0.1024487	0.042368145	-0.058021994	-0.139207507	0.208551621
9521	0.1549038	0.038878578	-0.32699012	-0.125551947	0.290896659
112770	0.2402412	0.041714908	1.087671362	0.933129839	0.369653072
7862	0.1954795	0.016407409	0.50350068	0.157036445	-0.070079893
121536	0.1507696	0.259323702	0.433122825	-0.104616314	0.407759295
92270	0.04483538	-0.014920742	-0.073721639	-0.316547662	-0.177458972
2647	0.05843159	0.054190166	-0.073392611	0.092542482	-0.370285858
23543	-0.2499616	0.129955456	-0.390143458	-0.023025573	-0.334261369
4189	0.6592345	-0.321280973	0.352101094	-0.062259853	0.807682212
1759	-0.3804692	0.197957568	1.581350171	1.097703378	0.79985289
2835	0.2891522	0.08656996	-0.314621245	0.21679475	-0.08127786
2204	-0.03892592	-0.088355189	0.18361801	0.010875367	-0.004729698
126014	0.5028729	-0.081273573	-0.121888221	-0.251543667	-0.23220547
2046	-0.1801496	0.056527976	0.11544949	-0.180959498	-0.161827772
134430	0.01950498	0.058478804	-0.014609154	-0.782229885	0.011807437
7080	-0.1317979	-0.067965418	-0.079452837	-0.002404288	-0.079405497
5045	0.144134	0.25642974	-0.508276202	-1.078745541	-0.605941438
28981	0.2329459	-0.166353577	0.41773725	0.359562499	0.18191092
1382	0.1073632	-0.060359955	0.178322765	0.543817865	-0.141068182
7414	-0.07099682	0.269607713	-0.239963998	0.00038868	-0.082508476
815	0.1720009	0.166651879	-0.005127561	0.012676545	-0.170316574
64946	-0.1431529	-0.284801821	-0.692876771	0.283402422	0.025565965
2810	-0.2611226	-0.185518219	0.438669606	-0.406002734	-0.512376612
3276	-0.2479085	0.024044327	-0.49629827	0.1480143	-0.053056541
5244	0.06825044	0.04751629	-0.198457253	-0.01406035	-0.213189616
84919	0.3493624	-0.136104399	-0.056119041	0.080331558	-0.206025474
84733	0.03163048	-0.180097951	-0.103686287	0.202103755	-0.296435122
83606	0.1412238	0.225046603	0.555291887	0.068093788	0.09718912
136371	-0.03120209	0.028173355	0.2078721	0.107640253	-0.097642459
9217	0.1014489	0.028936656	0.619455044	0.118534171	0.33570162
283659	0.02557919	-0.149641272	-0.041872116	0.044452038	-0.049298581
91408	0.3247361	0.080523315	0.017364662	0.372556862	0.087712631
51160	0.06841112	-0.205607626	0.2113937	0.189619409	-0.000335585
25949	0.1875702	-0.038597412	0.311113109	0.237387979	0.284421775
58491	0.06165571	0.023835447	-0.042765707	-0.05412156	-0.252615173
7335	-0.001674735	0.194711072	-0.048435045	-0.39784748	-0.088672601
58509	-0.1820317	0.084225873	-0.381551464	-0.235669209	-0.422198086
2155	0.2768681	0.034296063	0.373899887	0.310883949	0.118723907
55361	0.2439277	-0.032792532	0.096467555	0.448837565	0.058664586
126272	-0.5152254	-0.004777806	0.657864102	0.673074075	0.262715422
140612	0.06190401	-0.030061182	-0.095242785	-0.095172385	-0.052952904
10920	0.02166776	0.040006858	-0.440716191	0.134212737	0.086587659
3762	-0.09257877	0.088544278	-0.054134219	-0.025249544	-0.206817107
8611	0.1337384	-0.189756912	0.537950181	0.425159581	0.718719609
221143	-0.3936803	0.004896599	0.494986666	0.337566642	0.479206876
5138	0.2395368	-0.264476379	0.308794279	0.184382851	-0.031888911
54205	-0.2011676	0.119791398	0.215505723	0.205325335	0.259546057
79767	-0.3498789	0.105704543	0.187093934	-0.265115295	-0.165228918
3275	-0.08259932	0.207703287	0.11684343	0.218705144	0.221902079
26088	-0.08145942	-0.065447997	0.324245786	0.114065358	-0.039685082
10479	0.02828583	0.062304537	0.070776051	-0.982426351	-0.129306862
118932	0.06832573	0.066007723	0.052536976	-0.099068761	-0.147782929
80709	0.2244491	-0.096488106	-0.042442331	-0.328212431	-0.357682619
4155	0.05948302	-0.154243461	-0.142087994	0.120386339	-0.01702468
55038	0.002307408	0.186361088	0.162741988	-1.241414549	-0.424044544
1896	0.01769769	-0.163348912	-0.105133366	-0.206231448	-0.170160373
9074	0.343334	-0.014280127	-0.207515917	-0.118644138	-0.267820731
9582	-0.1208719	-0.215745667	0.976256833	1.593673347	1.075645867
29071	-0.1182826	0.021527012	-0.072808268	-0.192661753	-0.267433952
5511	-0.1466008	0.03678418	-0.783521915	0.119027467	-0.059372791
10202	0.1138637	-0.16556856	0.333888225	-0.054934314	-0.08973069
10936	-0.1670054	0.122554629	0.043449032	0.060352059	0.084505372
122509	0.1937709	-0.002464274	0.673946228	0.726585657	0.162188975
2304	-0.1277472	-0.01832971	-0.219179704	0.307120497	-0.460580221
3429	-0.007972902	0.134805445	-0.191678897	-0.235359398	-0.392419425
1634	0.000470933	-0.075716834	-0.246849039	-0.132761268	-0.404939898
63916	0.1415861	0.241487777	-0.351007399	0.215448661	-0.010766731
56670	-0.08999103	-0.301768621	-0.408798793	-0.11376899	-0.312250751
571	0.2218467	0.073297802	-0.293212167	-0.404458846	-0.176857062
27148	-0.1864388	-0.048878681	0.23559129	0.046497744	-0.175819609
8862	0.06806978	-0.067532281	0.166793245	-0.062885228	-0.167390057
57572	0.01383055	-0.115529664	-0.053635415	-0.005407779	-0.004693512
2879	0.2048189	0.173454177	-0.458759738	0.531828736	0.046948823
1964	0.08529027	0.032656654	-0.064139483	-0.741695968	0.101455364
50854	0.235134	-0.071670976	-0.186656141	-0.117411276	0.498242828
10462	-0.4979864	-0.033629636	0.175442208	-0.401265345	0.021869476
10622	-0.4705012	0.249226908	-0.135965165	-0.561794493	0.015451874
7780	0.2743928	0.23247222	-0.100073763	-0.010364376	-0.076456156
57480	-0.1384349	-0.146951422	-0.179028973	-0.257025017	-0.165577265
23418	0.126418	0.393406634	-0.117215309	1.558363059	-0.010328502
29761	-0.03759524	0.022207962	-0.036088511	-0.889472439	0.106325091
2328	-0.1537048	0.245868215	-0.132728254	-0.080736528	-0.112657123
10060	0.08795836	0.09332701	0.057666263	0.110498338	0.002848693
7288	-0.3431086	0.248264525	-0.16167776	-0.074559688	-0.291784957
9540	0.134542	-0.168474262	0.308008082	0.509831632	0.167022702
684	0.1058871	-0.122940976	0.845076807	0.662562335	0.423671701
1491	0.7682453	-0.77829683	0.075252451	-0.063921639	1.100232953
11228	0.2897424	-0.435883307	-0.163311509	-0.998394678	0.194898007
9338	0.144451	-0.003513938	-0.28791968	0.54517607	0.35685437
55898	-0.04130077	-0.042316192	0.153882685	-0.011935792	-0.041123345
1669	-0.02369538	0.103623452	0.144932488	-0.064954124	-0.175626074
9260	-0.4826347	0.0674063	-0.716404694	-0.339651329	-0.83216827
7423	0.009751071	0.272936038	-0.632046092	-0.685585931	-0.588190108
8555	-0.2211799	0.039007207	-0.369066724	-0.095744339	-0.310490264
2298	0.04740793	-0.2036606	0.05895692	-0.351515265	-0.082285384
2617	0.161648	-0.487610541	0.31031049	-0.777842248	0.029775439
1032	-0.1368846	0.085274474	-0.017627108	-0.077506185	-0.383339444
57153	-0.02561917	0.016131117	-0.980377769	-0.205013749	-0.501669574
257160	-0.1495303	-0.069063467	-0.324137012	0.05058692	-0.207317268
375704	-0.03274814	0.003747068	0.166351596	0.002043613	-0.059715026
64863	0.01070282	-0.092763815	-0.171258183	-0.324785848	0.342418833
5885	-0.2372528	0.10841114	-0.746204905	-0.283848739	0.407635347
347730	-0.3167018	-0.323505051	-0.196751126	-0.253198674	-0.286462955
4103	-0.07834342	0.003916692	0.431599187	-0.005542189	-0.072628361
5860	0.09127569	-0.004237076	0.164461568	0.355587764	-0.037862624
1736	0.07512788	-0.119725174	-0.412135803	-0.458626655	0.042618634
8888	0.08390539	0.105125196	-0.023603164	0.014008283	-0.173760059
713	0.2158587	0.090374396	0.143878493	0.118984151	0.019873102
6899	-0.05780858	0.069968124	0.0819392	-0.06003118	-0.142619021
3083	0.1827586	-0.022323743	-0.050111036	-0.090415563	-0.34608854
2213	0.148765	0.243810103	-0.013766281	0.121276469	0.114791512
5583	0.3197864	-0.372580748	-0.044261864	0.581530983	0.289445057
29766	-0.3115296	-0.174612775	-0.792682979	-0.877600123	-0.306920831
3146	-0.1315482	0.06476481	-0.02053814	-0.095839114	0.379392283
57156	0.06431236	-0.562715385	1.273345784	0.052736082	-0.149247351
27086	-0.1809753	0.039382445	0.225589411	0.347362861	-0.103916364
5319	-0.1303958	0.051875071	-0.016329706	0.008801222	0.169366214
4131	-0.3633671	0.070941965	-0.019144097	0.09227687	0.344975396
54805	0.1512031	0.081359077	0.05181294	0.337226666	0.067301917
27069	0.1586263	-0.154194322	-0.772730126	0.138687333	0.187590423
53344	0.3228877	0.045812315	0.213564907	-0.585168386	0.097321197
4160	-0.2744678	0.286015646	-0.005206672	-0.05247291	-0.187841328
26205	0.04163823	-0.09078626	0.920306965	0.454157761	0.276823276
6503	-0.08294066	0.312266184	-0.043850259	-0.073414172	-0.057906397
22929	-0.01277792	0.125655757	-0.970036095	0.128809555	0.211542971
64663	-0.2000071	-0.18897209	-0.212169893	-0.475201748	-0.69861526
5991	0.05149184	-0.114001043	-0.21702538	-0.042658942	-0.078494458
58497	-0.05773034	0.026004277	-0.947399319	0.609656903	0.114646131
215	0.2154648	0.067376695	-0.272005851	-0.461201354	-0.585940994
9792	-0.04646509	-0.031036528	-0.393240441	0.131863094	-0.06590978
57863	0.1765755	-0.047835671	-0.147945388	-0.234659308	-0.203012687
339559	0.6765817	-0.30452633	0.472718117	-0.286379927	0.178729554
9463	0.1281875	0.014748663	0.300811176	0.087958735	-0.034109103
114786	-0.07605095	-0.061062975	-0.309132615	-0.155424028	-0.09247712
115703	-0.02425714	0.164953574	0.114646727	-0.127086776	-0.040247974
10093	-0.5581968	0.177671318	-1.311257742	-0.280722832	-1.15733363
4947	0.1041367	-0.051133608	-0.18488327	0.358472897	0.133662075
10161	0.1249449	0.027680226	0.02846531	0.109138213	-0.0349401
80739	0.2747405	-0.069652571	0.242901507	-0.046618923	-0.164437042
79574	0.1333613	-0.342084103	-0.363150478	-0.065583562	-0.225765791
6002	0.03483128	0.15045012	0.135668326	0.080992354	0.033033873
441631	-0.3565781	0.0132218	-0.449109445	-0.087510439	-0.375304487
10021	-0.1342286	-0.021841233	0.133780899	0.194995102	-0.048371971
56062	-0.2798533	0.618606677	-0.997787945	-1.055607322	-0.990173603
84970	0.1060427	0.155535741	-0.026779602	-0.031393599	-0.277543626
64374	0.2368723	0.068937352	1.172223946	0.640631622	0.567627431
5454	-0.1246848	-0.080875162	0.177893593	0.176481543	0.027286073
29760	-0.1047291	-0.028718071	0.135428791	0.010658026	-0.07489553
6499	0.1986433	0.016634502	0.389597659	-0.025027051	0.051625043
392	-0.007060081	0.203431492	0.008258071	0.344864968	-0.060225577
51294	-0.2543476	0.37917449	-0.076466398	0.05592284	-0.31778298
7088	0.06120887	-0.090178282	-1.211951927	-0.531919796	-0.982105182
140609	0.05624959	0.476956518	-0.706719312	-0.454789309	-0.55289653
4976	0.1149207	0.203697911	0.423643369	-0.891865757	0.365434516
572	0.07897346	0.037953967	-0.068333677	0.206272149	-0.183873566
64081	0.2629719	0.697207056	-0.045957178	0.629834591	0.321257763
79716	0.01382858	0.018168359	0.409846835	0.425209142	0.098842466
4653	-0.06474728	0.236616107	0.063195661	0.274459339	0.118308053
56243	-0.0254643	-0.01120127	-0.074152491	0.258461321	0.03777516
84991	0.09396264	0.118423073	0.115835532	-0.096144904	0.117588682
5669	0.04006346	-0.036605529	0.01273245	-0.121674988	-0.140179698
2664	-0.3546103	-0.1995218	0.23084033	-0.306840204	-0.531025462
10556	0.2690367	0.109116328	-0.022341087	0.03052512	-0.144230127
5081	-0.2840483	0.102121312	-0.022915715	-0.102592878	-0.233177384
252995	0.04141351	-0.027299152	-0.221767553	-0.155315044	-0.257454407
55288	0.2237565	-0.193378454	-0.038535214	0.013150846	0.29460523
7133	0.2083627	0.298417482	0.170437354	0.257390714	0.041143796
56650	-0.0892026	-0.082501668	-0.363266556	0.187710017	0.226881429
9827	0.1069977	-0.207070989	-0.929582705	-0.281484944	-0.300158711
4627	-0.1235589	-0.018681885	-1.082861626	-0.310924901	-0.860732778
23038	0.0517916	-0.053148137	0.057709833	0.003757075	-0.239878506
285590	-0.5080493	0.184442399	0.148799294	0.415197068	-0.19377125
22809	0.0567148	-0.189905173	-0.16337883	-0.347800137	-0.293663441
4673	-0.2756054	-0.159070822	0.071468339	-0.02586325	0.018888033
80704	-0.02464111	0.095927106	-0.049460388	0.107946712	-0.159953176
59269	-0.04007502	0.238746314	0.061509754	0.094729565	-0.311229073
9465	0.03100237	-0.166528045	0.307385446	0.03669664	0.09709471
11337	0.1738521	-0.078310337	0.010640203	0.441949096	-0.195613473
57761	0.8158476	-1.089935238	-0.315692703	-0.488641186	0.184009748
57678	-0.4117136	0.021032383	0.129042493	-0.451985835	0.508728626
79691	-0.0238788	0.011552755	-0.065629282	0.032670803	0.303130964
92521	0.7488032	0.487861134	0.216893983	0.481549838	0.200507735
