Gene id	Expr
30845	3.108019294
5704	8.123172548
23324	4.269815615
57709	2.81316544
5010	3.32031222
51629	9.495427962
9961	6.958569011
51667	5.100600378
5238	6.374484926
112611	5.509059216
1195	7.01345238
55703	6.314869034
23357	3.336074069
9604	6.178355837
1774	6.299976374
1663	3.203157058
50865	8.732214042
9052	6.049346951
10046	4.375910664
923	2.924292543
10460	3.744264109
23376	5.996300733
23649	7.215072075
23144	3.66976752
823	4.931411751
55	2.890701533
4190	10.67634512
10463	7.207964742
10903	4.009171076
1355	6.174221934
440193	3.43515216
10138	5.193067601
10771	7.198772643
7454	2.751532023
1800	2.88821848
637	7.450375672
9782	6.681021626
29881	3.260238702
64132	3.464134053
81551	2.779707937
23386	4.89889222
3670	5.534630579
55349	3.46972597
53832	3.075195887
1179	2.947198571
22802	2.652113954
55830	9.025548682
27032	7.143289645
80725	2.982722589
3479	3.440854139
92745	7.625910844
79917	2.991086856
10928	6.148748046
22902	4.154976326
1272	3.021718227
6556	3.138101156
25937	7.142026639
8540	7.172469375
63932	4.578037235
477	3.166014999
55622	6.846029132
147948	2.839607805
23584	3.234391061
23187	3.187939554
8685	3.004909464
1591	6.440453644
56981	3.692645942
57586	3.288435693
6591	7.546103911
972	3.442473304
3082	2.66162396
54764	5.365154497
23154	3.679980863
25960	4.012363955
55734	4.442757365
23034	3.916058134
864	3.641704508
4361	4.634992238
58473	3.3253913
1992	8.988634815
64816	3.019724528
11136	2.832134047
6683	4.227661485
9369	3.669048734
114879	3.75581831
9716	6.801640262
1373	10.031199
732	2.986762545
2273	6.121672812
51507	3.596037037
2554	2.736670676
55655	3.102996385
57210	4.95245108
9921	7.954938072
55778	4.168039295
64429	7.046360706
57476	3.673602716
6050	7.630042331
4719	9.149865983
9821	7.801609369
23071	5.684078907
211	8.008713537
330	3.538002109
11215	6.586470749
51022	7.815473493
6617	4.769453195
51071	8.722563328
11171	10.39405852
1244	3.34148691
50619	2.799860258
51177	5.056313394
2730	6.916514373
23304	3.70382683
30846	3.50572602
55635	8.037327588
25901	7.338558293
58528	3.602452137
3298	4.488405701
51230	5.155002024
10062	5.713136689
1890	2.925340805
29781	5.12244014
10953	7.1223066
11231	8.162143196
23633	8.237811914
7431	12.23381646
355	6.652913328
960	9.194682017
3755	4.062729632
56895	4.234286767
57823	2.973408699
11119	3.120025905
4285	7.066867202
3645	2.948775684
3459	8.055045058
11285	4.556502087
9047	4.128426357
7444	7.357477323
7133	3.268023239
55591	4.770298387
5452	3.148052686
65980	6.887968309
6642	8.16157959
9519	7.443633519
56938	6.141976922
9774	6.115660768
55334	3.876874842
286	2.831747613
51106	7.042853384
9135	7.20883671
3149	5.940128329
23279	7.858849779
578	4.122170973
4593	3.156056987
2896	7.634308026
51306	5.418824335
57514	3.017320907
10002	2.681559265
55166	7.213312163
6301	10.09662958
8498	5.37253971
5926	4.184056071
7260	7.813790542
10908	3.35416777
8100	3.377848138
56052	4.192170559
55596	7.741080966
10061	6.01725556
54480	5.625379965
57554	3.19430923
2530	5.222585214
55236	5.346553972
9846	3.794564331
535	3.860630515
8554	7.993626629
9497	7.974506183
321	2.962409325
5606	6.531009744
79645	2.77624359
9168	12.61415726
28990	5.898648343
25897	7.867532399
8504	5.2347653
11345	10.07300256
4653	3.119179102
26751	3.556779857
84908	7.901404444
7414	3.830218285
55789	7.301475572
23604	3.282235103
8439	6.853196061
159	7.873789311
26228	2.888232556
7077	9.504371454
5981	7.501216685
55773	5.037186215
8452	6.405502913
9172	3.486632361
10858	3.219765018
26009	7.430911874
6570	3.336680205
9099	3.28471744
846	2.903219662
27175	7.931170746
2324	2.96102226
54888	9.451062515
54455	4.377365718
4238	5.764532046
84245	4.670478465
4234	6.766470535
175	6.20365077
55300	6.705799489
259282	6.749941933
27430	7.992835601
7092	3.260399106
23644	3.41697323
7204	6.166270628
1462	2.894632253
23274	4.461174956
4481	2.817506686
999	2.959438301
23517	8.430400525
1767	3.212477874
9765	3.682018567
79567	4.61517324
729	2.683061242
26064	6.497487157
11063	3.016505555
11284	6.703110764
54831	3.089088235
23035	3.697068002
54908	8.549108957
27067	4.808077441
54896	3.948004457
1497	3.744898495
65078	3.701206666
79142	8.144090406
1008	3.17211486
3631	4.638337035
5874	3.299080409
5685	10.43718738
23026	3.197462437
55341	6.863635244
10039	5.101919079
3371	5.168571031
90326	3.989574598
140876	2.952050724
55775	7.347166078
84883	5.104165577
56918	2.986471743
55812	3.668937846
9440	6.47036713
54884	5.914434202
822	7.397997662
1175	9.676571565
7399	3.071039692
11055	2.911193357
7038	2.868116508
10863	3.143904623
8538	3.242207115
54165	5.243978245
23338	4.148031563
7546	6.75276826
3937	2.695825707
54802	6.535062011
153	3.02664011
2981	2.813118535
9820	3.62177646
1495	10.16810295
5256	5.886670604
54875	5.17868805
2042	3.046118453
3309	9.591608464
1829	7.802453035
54960	4.767593024
8481	4.756116151
2824	6.649271355
51438	2.79733379
80243	2.812318873
22884	3.564810194
64848	5.414567018
56474	6.027345507
51606	7.114296271
5431	10.40951431
56204	6.049587619
7175	8.463306716
1356	2.883712257
23247	3.939904145
84062	4.236796105
57101	2.924121602
57102	5.28734259
6322	5.988942153
55841	5.924444146
395	3.144337635
27146	3.242794511
4134	5.433555873
57120	5.898022818
6098	2.760421188
53941	3.508198553
9734	3.050104606
26262	4.807103816
51491	8.284653956
57545	6.351362179
50484	3.233270477
168850	4.167994761
608	2.815829491
92017	3.713748915
4006	2.829010178
55173	8.795920453
2978	2.942739367
51773	7.10803762
55187	4.188920509
10659	4.140004518
23196	8.773719286
23518	6.240833334
1298	3.160319174
4254	3.612127074
1161	5.355204892
11174	7.235714044
9563	4.195861079
9341	8.039778593
8863	3.877496295
10911	3.665399117
3604	2.896269321
55040	3.213586101
6716	3.235596929
4052	5.713579654
2006	3.197129754
5982	8.964517286
57492	6.463295357
81037	11.97834454
23327	4.968895026
50943	2.781517772
89801	3.28698111
3074	10.76472192
79810	4.757959248
340533	2.96575393
51528	7.34112683
27122	3.970429244
7984	5.390125486
9603	3.097762983
63933	9.146600494
51474	7.070962976
25875	6.482919345
9498	2.963053376
10319	2.941845119
5733	2.871365442
79931	3.061212729
5601	5.838357518
91522	2.753860244
9564	3.899474904
84067	4.607570746
9709	8.54415283
9454	4.526705716
5888	6.950882271
10721	6.132799144
5291	4.201927564
1535	11.14490474
23593	7.50705427
10198	3.855213664
54477	5.837496294
5652	3.171960145
80143	5.894209686
23223	4.899513725
57600	5.312818611
6307	7.728050247
55761	8.119362315
60529	2.964077426
23105	5.606731354
1112	5.862489206
728464	3.091392705
8574	8.929212207
51154	8.109896547
4826	3.138031088
55850	7.536753602
23101	2.784743907
83714	3.288647913
3909	5.344592862
55745	5.666368772
29945	8.080574229
3784	3.382910576
27095	9.368800309
9967	5.957319965
29085	11.41749674
954	2.900842695
51742	4.36398977
23596	9.026654805
10806	5.251064102
5798	3.211617299
55733	3.455426946
23095	5.645596203
2296	7.854266821
25771	4.310006166
23224	5.752143108
57475	3.072962478
10079	4.736506527
23626	2.673112964
140689	2.872514478
25884	3.228991059
23201	3.525248575
84957	3.523262784
2581	3.249620575
51602	9.973203936
26099	5.817628888
3757	2.971064757
8454	8.884321409
10827	6.45483744
26999	7.88532675
23118	5.229758281
116254	7.837705621
5610	6.703298499
57602	4.908887413
58508	5.336381978
55283	3.66142703
114800	2.644660514
23369	6.670572863
84545	7.083819273
3697	2.97316531
54969	8.591488257
51663	7.310247329
55609	3.116157546
10886	2.955030743
112885	3.309062044
7185	3.339463747
54542	7.513737497
7703	4.954069579
55540	6.639146297
10758	5.1974123
8908	3.266422804
131566	6.13107253
6317	2.917193239
6646	6.148696846
5318	2.866930008
4438	2.722190192
2155	3.091249013
2665	10.90837243
639	3.499063526
9474	7.23242043
57458	3.248392461
57095	8.413565902
57504	6.186109048
8975	7.708532804
23200	4.420398768
3918	3.068254987
5218	4.509535467
29927	6.899715118
4659	7.373040834
5923	3.001336215
816	2.931144719
9696	3.547070952
55718	7.97425293
493	3.749756594
55781	5.707950808
54432	7.130353444
55706	7.939816984
1608	2.915543884
84256	3.958248668
64718	6.317432287
6916	3.117302191
64761	6.004556325
5832	7.32529441
6894	8.340069995
5188	6.142456776
4084	3.844735855
5128	3.712386946
5662	3.168239277
9150	5.012121958
8531	11.39266145
55359	3.254708292
65125	6.865666083
55749	9.504337826
11054	4.982864684
2769	3.009104141
84699	3.031819418
55650	6.34919159
10076	3.20469921
9410	8.709909979
23504	3.011025175
1301	2.880701372
79832	7.229617482
51660	7.173238934
30	6.137449736
586	3.706391036
51564	4.534433215
11178	2.955536982
11106	3.880896176
7478	2.976367803
6676	5.991244114
10787	9.33641892
60488	8.845641452
2983	2.997660783
6433	5.161799084
10188	3.34825678
23041	5.659093436
1001	3.233012589
416	3.174258635
65056	6.64018682
84649	4.289877057
7665	3.186568068
1431	3.588290415
4058	3.066844931
64951	10.92775946
63916	3.739802189
23063	6.688635613
81671	9.603403421
10513	6.364818214
5424	7.134402393
94007	3.216365132
1975	9.661093931
28968	2.81816998
29998	4.326199984
56848	3.350184258
6141	8.924592058
770	4.143393469
79763	7.177623594
11338	4.977492347
29924	6.016891089
55588	4.328605196
194	5.32523483
2928	3.018079948
10838	4.371602101
8776	6.418902559
2817	5.894594668
57143	3.721284912
3029	8.226737807
841	4.871282645
22998	9.290145847
55726	7.708155386
51768	10.39976181
1747	2.907745181
53340	5.960565354
10077	3.009068805
8839	8.054897093
58524	2.728770667
10402	3.638142093
9914	3.010678658
4804	3.075375253
50937	3.651907726
6873	7.192108975
28996	5.619456064
23534	6.909406143
8625	7.222606123
54929	5.83401877
9170	4.08654657
5476	9.166836538
10147	5.607544433
6558	4.918190128
28966	5.604884688
2139	2.89605851
1265	5.146388499
10347	4.37909684
9627	5.599183619
11218	6.696387627
53339	5.904011374
55711	3.824765807
8537	3.011553322
5449	2.780381108
1117	3.129445879
22904	3.805590718
5378	5.509776513
10362	8.005559863
10203	2.803272619
6882	7.163450123
23294	4.272160414
8943	8.192456365
7629	4.250712107
9351	3.593732475
4913	5.333316469
54887	5.68204144
2773	8.446337123
3843	8.939127621
4942	8.811997732
10885	5.702452238
5586	6.763885419
57418	6.69339738
9697	5.835639411
9423	3.077495995
9340	4.218880269
55388	6.048269682
1606	4.151340891
2065	3.370512354
54763	3.557627059
91526	3.42094616
3735	10.84977971
23536	4.567034614
10954	7.779051554
55633	3.327311854
4710	11.57473147
23013	6.465452162
4638	4.271603442
55854	9.124491715
6416	5.708569621
55248	7.65284019
9892	2.814058071
9748	6.34976462
51167	6.237155385
1308	2.9288739
119391	4.994140259
55176	3.508542527
5588	3.085753315
7089	4.256842001
51665	6.529847254
83641	8.820192
4199	8.559728149
23216	4.069002726
8621	4.139743256
10797	9.734522633
84679	3.317215259
5141	3.276336728
5525	6.334078101
1496	2.89588517
1994	6.731440565
7075	3.101975565
57609	4.282424111
6602	3.325472505
9682	7.170287228
4802	4.944413915
84217	3.176152193
6550	3.280561509
25791	3.632426459
259266	9.070460031
8832	3.199940141
64834	7.961742081
6688	3.085954535
30834	8.595243826
744	3.06804969
51208	2.856388251
27107	5.932270929
4287	3.662843728
9950	7.313827421
2263	2.918346097
55631	8.065008582
51015	8.454294586
2009	3.345234131
55623	7.934599632
26153	9.335540532
55102	4.314440547
10565	6.11118972
348158	3.473034521
57623	3.437365026
9650	5.096512347
10734	3.33110646
2235	6.293497765
4649	3.632001188
8653	2.930358861
5214	9.349241192
3422	8.806421801
6672	4.607628474
1316	6.009068186
8611	7.598516592
4756	3.212499842
23471	8.621650912
5255	4.816564416
7132	6.010264007
782	3.356484908
7813	4.230111986
9399	3.506340491
5315	8.219453683
54505	7.459079229
30836	8.431472375
79091	6.064537943
7158	4.326671373
7216	2.890849167
51018	4.864342024
387	10.6791459
1659	5.806955706
5590	5.709732548
7544	2.673293654
55699	9.481620204
6857	2.843161143
89795	3.956878987
3421	9.14340043
79641	5.819367218
57595	3.381664337
492	2.845802307
6093	3.044644029
865	6.605831696
5165	5.901008431
8692	7.754737498
9759	3.36048027
11186	6.39364311
2261	4.862903349
3430	6.447120963
63897	5.445933709
80347	7.080655195
79990	5.34699298
4205	6.866345856
55593	4.857878524
7030	3.836341065
4943	3.625584145
2182	4.281012232
3632	5.150446198
27238	8.258824958
56850	4.919967734
24140	8.889131496
65055	3.766505541
23250	3.963603408
25885	3.457614816
9741	10.71110643
57217	4.992125026
51447	5.983654055
55133	5.15299316
23191	7.576610939
3796	7.325873148
10235	3.18232919
23198	5.899016163
22933	4.55329658
27248	8.391048935
5526	5.415472962
5837	3.124100412
8712	3.243216084
5307	8.208813838
57113	3.193109554
23227	3.886680685
221395	2.785293087
54549	3.003132442
8756	3.147739638
55746	6.732278525
64710	9.39076654
55737	8.020459704
10294	8.033630887
602	3.616973543
8514	3.488740845
10060	2.796932803
2586	9.824776871
29121	2.953023389
139341	8.784651098
4129	3.486290959
6095	3.221583892
1815	3.498192288
7049	7.045085164
23285	3.163941455
8399	2.663986294
54626	2.923558875
483	8.680584791
4734	4.392562758
9488	7.419824627
10681	6.874279687
5873	7.281273659
27440	6.985437938
7353	4.355618497
4040	3.925600451
2984	2.703825515
6343	3.270868927
57661	4.55344907
8518	6.372504297
4925	7.457635324
5217	4.189524436
5774	3.968476268
6710	3.078092781
27071	2.779276584
2255	3.122103355
23446	8.851118356
54916	4.400168069
23293	3.220699298
10640	5.754422685
8218	3.495929595
27006	3.130939892
10272	4.977357771
9993	3.405117234
55658	5.248791553
4335	3.688778361
79364	3.628042742
23210	4.573891393
5423	7.564056403
55808	2.832120601
55062	6.411294612
22844	3.010132284
57704	6.557000256
3340	3.647004036
440	9.928606474
10947	4.752679251
1258	2.968280064
10610	3.943095167
1103	3.604468281
10420	3.242860608
29105	8.370817661
1459	6.877814893
11099	3.15835732
8891	9.159678143
815	3.017399849
6949	4.059531066
998	4.669860051
26031	5.649277895
2046	3.107195885
6559	2.868725081
56852	5.174691679
490	5.611135433
29850	3.305589766
8440	3.479818371
9448	6.066470904
11320	3.091366406
6160	8.228271399
9948	6.993601982
23161	6.551320766
54860	3.04737504
79658	5.088703987
6196	4.21051128
54556	5.389719101
22846	3.068080413
29995	3.177305086
114049	9.436663526
6400	4.93932051
9319	9.977414131
537	8.692398946
6929	6.140140916
28951	4.030615779
26528	8.741005226
8931	5.622363593
51052	2.932801897
6596	7.144017309
9130	9.553901064
60343	7.195718957
29894	3.673215433
140469	2.817276722
79901	6.590527143
28513	2.759858386
5134	6.867302689
55117	4.865639337
5566	3.779441052
22859	3.159080458
6694	2.999328285
87	7.36219414
23503	3.949032669
27330	2.940164126
22905	3.189537287
26469	4.334957471
55679	3.411398511
55515	3.051557709
10290	4.315688468
84708	3.136507417
224	8.49369284
7037	10.51029035
6720	5.896733254
7224	2.843636891
27125	3.711918625
7321	7.276997095
64398	6.449541007
9886	5.79375079
8243	5.601040884
3028	10.14344859
2011	3.368635415
3161	7.659347865
29953	3.133078847
8974	9.953279297
2213	3.000843392
4775	6.104971515
51095	6.847821103
37	8.32039824
6793	3.153086731
23291	7.95136608
9744	3.252206224
1400	3.410000449
2121	3.207633395
51009	9.634474378
54847	2.965053525
54820	5.229740262
79041	5.531985797
8907	6.137895184
5817	4.39980816
8517	3.961050874
7515	5.352618995
949	4.846211217
54905	2.723946569
4171	8.528950808
54456	3.063299967
56666	3.406494164
8626	2.871570193
80216	3.533313764
3993	4.710060287
5151	7.744764264
1183	3.115100633
54475	5.334317723
6389	10.72874973
6605	8.476389435
54752	2.88691535
55876	3.097086121
5927	6.8924145
4185	2.803442351
5523	3.716464264
10979	8.03952337
8647	2.67514491
10170	2.623672948
922	3.353030327
5743	5.266368725
10644	3.709700323
9175	3.090364068
6480	3.433386668
30009	3.125580417
10129	3.256311868
8301	7.307496789
4905	4.905135871
2736	3.496431918
23332	3.558397134
65993	10.50561683
4854	3.976843576
1207	10.16528779
5522	3.893084168
8463	4.60822143
8726	7.986032634
54825	2.982088817
6620	2.977265428
7251	8.303927236
55421	6.142767556
489	3.49228133
771	7.364075854
11343	7.77565234
59277	4.233705892
617	7.877569159
9891	4.346711703
54878	5.496095919
9187	3.226413573
55205	5.183444879
8578	3.128425437
3998	8.476148672
51495	11.17971197
26034	2.991666259
23140	4.905436354
50508	2.837670611
2023	12.76055057
6557	2.814297023
56005	10.42498487
57719	3.581572135
51175	5.297454902
55160	3.62790992
7294	2.900326119
9671	3.005542057
3785	3.022281435
6865	2.880713224
64431	5.663453192
54962	5.676673378
6717	8.720828721
8672	7.675243319
79023	8.640157922
10371	6.064259681
51512	7.203384588
10512	5.105329574
55020	4.492099992
38	6.47341394
23151	4.077231099
9620	5.491196861
7479	2.679529751
27332	6.307734148
55972	7.141461995
29090	8.690198273
119	2.988977386
2249	2.720882279
9462	3.548827747
9605	4.845269588
7587	3.993550597
4140	7.233960323
5250	11.94503099
64778	5.98842652
2355	5.951538646
27091	3.59206399
27092	3.687716509
23045	6.514439774
23505	6.033721572
6624	6.620252443
60	11.18340951
55034	9.845513537
5337	7.124964727
479	3.486397728
284403	4.029104368
1739	4.522492804
7879	8.121143733
55973	5.23035737
25956	3.513728089
9733	6.229723713
55843	2.855300938
5076	2.776904203
23016	2.949684087
22920	6.160833381
23609	5.23507319
4175	7.081268885
25996	10.03628188
5939	3.929549792
11176	5.15313117
25930	3.519407388
4292	5.513794991
7374	8.706332634
2329	3.074373089
27252	5.607504979
8786	2.94249244
113235	4.217050129
5362	4.055776492
88455	6.67075439
7163	8.618893881
32	3.74704239
9618	6.201855521
55824	3.441166607
55094	6.377557795
3385	6.823824608
22978	5.091017775
4162	7.743712118
2239	2.925575363
55796	2.907178645
57662	3.726819722
5909	3.91143615
56949	4.007992365
9138	3.531707403
6813	3.237443922
5609	4.359929262
27231	3.059530725
8527	10.19810938
83992	3.022785857
51412	2.779354834
5915	3.301389623
7155	9.029393709
56889	8.704864637
4791	3.682302004
29089	10.44705178
4660	3.211837764
54431	6.941433354
2975	7.497291811
3566	3.343160275
23032	7.879232713
5063	3.283270196
827	2.809850131
1641	2.906739053
6626	7.528125827
9576	2.703438638
56915	8.03423394
54518	3.052950865
4034	3.445291034
143684	5.5202219
51548	3.548007878
7299	3.110984102
10714	6.512895051
88	2.853978623
832	8.426862067
7107	3.802051809
10003	3.006575126
79960	5.411989936
203427	4.313033772
7319	8.952451985
2260	4.273389099
8468	2.862767514
2969	3.559263671
27127	3.237508719
2192	6.217961698
8516	3.117894783
8530	3.022941072
4133	5.321606403
9063	5.080566675
273	3.117093787
369	5.134072479
56922	5.542342265
27074	4.436587134
2191	4.150056293
10529	3.204007144
55331	3.953783191
3093	4.952990133
5289	8.298050816
55728	3.812832815
57103	6.458331137
7289	5.508467271
8871	3.346749997
108	2.916361669
5527	7.162138548
54715	2.865267374
2782	8.957111098
3205	3.415505622
1906	2.971835012
8028	4.460185401
55063	3.534206765
117	3.345863954
26281	3.056995869
27334	2.640755435
9452	2.509739601
4898	8.845542498
7419	10.6320634
5108	4.419587872
57690	3.321948094
9139	3.770211185
1620	2.775965494
83737	6.380666329
27039	3.044602185
58476	4.360964481
51150	7.927605029
57644	3.027228903
80341	2.788175012
7161	3.012355718
54472	3.475543302
51619	5.930758908
27098	2.969893062
862	2.980890408
1015	2.876696593
9984	6.394757379
23711	5.46781262
114880	4.313367223
6507	3.09568636
7520	10.81824065
56925	8.84225192
11262	2.853980954
8569	3.79015741
7145	2.990838015
57455	3.113369172
56681	7.455523213
8556	2.914211577
10411	3.127238918
634	3.190173535
29843	5.028887224
51207	3.126132674
23152	5.134982
3991	3.134015279
2222	9.661277586
5050	8.177844441
4983	3.394262366
173	2.942723916
3835	6.757888355
10590	2.885817091
55604	5.502166941
5236	9.112160243
1653	9.72358306
1785	4.23184316
2037	6.984284568
22999	3.194508344
26002	2.964501009
8417	6.404129279
11158	7.727904059
9817	5.474995754
55510	3.020753954
5794	2.979048956
1638	2.825356324
51006	6.33480516
131544	5.315997844
203806	2.898900359
6344	3.038773468
5991	3.179563259
55183	6.216584243
23011	7.519037029
8671	2.757420451
6595	7.469151931
50700	3.248019972
27244	5.293753525
11043	3.774371649
139212	3.075755277
50509	2.992617362
10847	4.239504929
9933	7.979597356
1361	3.164041213
1136	2.959854645
3781	2.723655496
4850	3.6214354
5663	6.104970787
1371	4.939468847
56650	7.334729898
5891	4.128974448
3320	8.594875731
5933	4.167342906
22839	5.709051348
22997	2.776376211
3080	2.695224332
10403	7.412541345
23431	3.385274354
54665	5.124590239
260425	4.340205672
2920	7.606435752
174	3.062269492
1286	7.165734404
6932	3.697826689
28962	5.224133236
1005	3.018083774
50939	2.769357819
57092	9.713582593
55218	4.157059899
384	4.816742485
4208	3.783833231
5788	2.71617772
779	2.891253222
5317	3.428146675
79876	6.21592461
9262	4.531358999
8555	3.293635748
22869	3.724829606
4036	2.900057237
91115	2.732986565
65094	4.498853237
11266	7.583185083
65985	4.003989362
9812	5.160738105
6561	2.776376211
93664	3.361293551
56131	2.803879568
51668	8.835013973
23239	3.74039493
5205	3.140614175
3595	2.89635044
6604	4.315103665
55100	9.248820719
2533	2.911301044
58538	2.973630868
55437	3.076648103
5241	2.706943558
114899	3.839557069
4200	7.548209964
55322	6.453945779
905	3.492710348
57579	4.867924031
1310	2.919586679
23136	3.072986427
22837	3.151572123
1741	5.680334768
3776	3.195827605
56256	3.6612021
7188	6.100812389
29093	3.241100029
25929	6.352020506
4986	2.985515964
4779	5.389987575
54437	3.011921399
2932	7.592357981
3693	8.676680646
23085	4.358867224
7514	8.661842197
10141	2.904616601
11342	8.143773946
57712	3.3311312
79728	7.297407731
23033	3.568998049
57226	5.823805467
594	7.620729653
7994	7.024161242
79670	4.000558209
9706	3.499099988
79977	2.849800038
3842	6.504696697
5351	8.421476819
3682	10.60181956
22894	6.102117771
10464	4.725234828
81550	5.517122879
26747	5.328521221
23047	4.384605801
5019	8.999485068
10325	6.556576981
1833	2.829876008
1540	4.913829109
10998	8.676601605
25799	4.655821545
79891	3.365891331
55659	4.556259008
54807	4.198033044
